KAPACITA_CISLOKNIH;KAPACITA_LOKACE_SHORT;KAPACITA_PTR_TXDESK;KAPACITA_DESKRIPTOR;KAPACITA_OCH;KAPACITA_ROZLIS_VEK;KAPACITA_PLAN;KAPACITA_stav;KAPACITA_DATUM
45;SPO-DETI;0;ost.cizi;;1;70;118;14.04.2025 21:46
29;SMI-BELDO;0;ost.cizi;;0;20;17;14.04.2025 21:45
29;SMI-GALDE;0;;A1;1;40;22;14.04.2025 21:45
29;SMI-GALDE;0;;A1;2;10;7;14.04.2025 21:45
29;SMI-GALDE;0;;A4;0;1000;363;14.04.2025 21:45
29;SMI-GALDE;2017760;MÁG (piktogram);;1;100;150;14.04.2025 21:45
29;SMI-GALDE;2017760;MÁG (piktogram);;2;10;1;14.04.2025 21:45
29;SMI-GALDE;2017759;E.T. (piktogram);;1;35;29;14.04.2025 21:45
29;SMI-GALDE;2017759;E.T. (piktogram);;2;5;0;14.04.2025 21:45
29;SMI-GALDE;28081993;komiksy;;2;5;0;14.04.2025 21:45
29;SMI-GALDE;28081993;komiksy;;1;195;93;14.04.2025 21:45
29;SMI-GALML;2017760;MÁG (piktogram);A1;0;450;586;14.04.2025 21:45
29;SMI-GALML;2017759;E.T. (piktogram);A1;0;470;518;14.04.2025 21:45
29;SMI-GALML;28081993;komiksy;;0;200;364;14.04.2025 21:45
29;SMI-KOLOTO;2000088;leporela;;0;150;85;14.04.2025 21:45
29;SMI-NAUDE;0;ost.naucna;;1;19;23;14.04.2025 21:45
29;SMI-NAUDE;0;ost.naucna;;2;1;8;14.04.2025 21:45
29;SMI-NAUDE;0;;C;1;130;38;14.04.2025 21:45
29;SMI-NAUDE;0;;C;2;30;10;14.04.2025 21:45
29;SMI-NAUDE;0;;D;1;450;244;14.04.2025 21:45
29;SMI-NAUDE;0;;D;2;20;26;14.04.2025 21:45
29;SMI-NAUDE;0;;E;1;110;79;14.04.2025 21:45
29;SMI-NAUDE;0;;E;2;10;9;14.04.2025 21:45
29;SMI-NAUDE;0;;K;1;820;230;14.04.2025 21:45
38;DEJ-LITDE;2017761;DÍVKA (piktogram);;1;185;170;14.04.2025 21:46
81;LUZ-CIZJAZ;2017759;E.T. (piktogram);A1;0;295;409;14.04.2025 21:47
81;LUZ-CIZJAZ;2017759;E.T. (piktogram);A4;0;30;41;14.04.2025 21:47
29;SMI-NAUDE;0;;K;2;20;16;14.04.2025 21:45
29;SMI-NAUDE;0;;L;1;100;95;14.04.2025 21:45
29;SMI-NAUDE;0;;L;2;15;3;14.04.2025 21:45
29;SMI-NAUDE;0;;N;1;140;76;14.04.2025 21:45
29;SMI-NAUDE;0;;N;2;30;31;14.04.2025 21:45
29;SMI-NAUDE;0;;P;1;100;14;14.04.2025 21:45
29;SMI-NAUDE;0;;P;2;15;3;14.04.2025 21:45
29;SMI-NAUDE;0;;R;1;35;36;14.04.2025 21:45
29;SMI-NAUDE;0;;R;2;5;5;14.04.2025 21:45
47;ZME-DETI;0;;D;2;10;4;14.04.2025 21:46
29;SMI-NAUDE;0;;S;1;110;66;14.04.2025 21:45
29;SMI-NAUDE;0;;S;2;10;11;14.04.2025 21:45
29;SMI-NAUDE;0;;T;1;150;29;14.04.2025 21:45
29;SMI-NAUDE;0;;T;2;10;2;14.04.2025 21:45
29;SMI-NAUDE;0;;U;1;70;83;14.04.2025 21:45
29;SMI-NAUDE;0;;U;2;5;1;14.04.2025 21:45
29;SMI-NAUDE;0;;V;1;60;80;14.04.2025 21:45
29;SMI-NAUDE;0;;V;2;20;19;14.04.2025 21:45
29;SMI-NAUDE;0;;X;1;90;6;14.04.2025 21:45
29;SMI-NAUDE;0;;X;2;5;6;14.04.2025 21:45
29;SMI-NAUDE;0;;Y;1;200;82;14.04.2025 21:45
29;SMI-NAUDE;0;;Y;2;25;15;14.04.2025 21:45
29;SMI-NAUDE;0;;Z;1;150;2;14.04.2025 21:45
29;SMI-NAUDE;0;;Z;2;10;2;14.04.2025 21:45
29;SMI-NAUDO;0;;C;0;680;520;14.04.2025 21:45
29;SMI-NAUDO;0;;D;0;2040;1792;14.04.2025 21:45
29;SMI-NAUDO;0;;E;0;1005;750;14.04.2025 21:45
38;DEJ-LITDE;2017761;DÍVKA (piktogram);;2;30;5;14.04.2025 21:46
29;SMI-NAUDO;0;;G;0;970;1024;14.04.2025 21:45
29;SMI-NAUDO;0;;K;0;750;511;14.04.2025 21:45
29;SMI-NAUDO;0;;L;0;1370;1268;14.04.2025 21:45
29;SMI-NAUDO;0;;N;0;430;266;14.04.2025 21:45
29;SMI-NAUDO;0;;O;0;390;250;14.04.2025 21:45
29;SMI-NAUDO;0;;P;0;800;484;14.04.2025 21:45
29;SMI-NAUDO;0;;R;0;550;296;14.04.2025 21:45
29;SMI-NAUDO;0;;S;0;620;382;14.04.2025 21:45
29;SMI-NAUDO;0;;T;0;220;160;14.04.2025 21:45
29;SMI-NAUDO;0;;U;0;10;12;14.04.2025 21:45
47;ZME-DETI;0;;E;1;20;23;14.04.2025 21:46
29;SMI-NAUDO;0;;V;0;340;152;14.04.2025 21:45
29;SMI-NAUDO;0;;W;0;460;330;14.04.2025 21:45
29;SMI-NAUDO;0;;X;0;710;558;14.04.2025 21:45
29;SMI-NAUDO;0;;Y;0;410;288;14.04.2025 21:45
29;SMI-NAUDO;0;;Z;0;490;285;14.04.2025 21:45
29;SMI-CHRVOL;0;;A1;0;10;0;14.04.2025 21:45
39;LET-LITDE;0;;A1;1;20;22;14.04.2025 21:46
39;LET-LITDE;0;;A4;1;235;431;14.04.2025 21:46
81;LUZ-CIZJAZ;2017760;MÁG (piktogram);A1;0;415;562;14.04.2025 21:47
81;LUZ-CIZJAZ;2017760;MÁG (piktogram);A4;0;130;188;14.04.2025 21:47
81;LUZ-CIZJAZ;0;;J1;0;10;19;14.04.2025 21:47
39;LET-LITDE;0;;A2;1;160;189;14.04.2025 21:46
39;LET-LITDE;0;;A3;1;440;608;14.04.2025 21:46
39;LET-LITDE;2017761;DÍVKA (piktogram);;1;25;44;14.04.2025 21:46
39;LET-LITDE;2017760;MÁG (piktogram);A1;1;15;8;14.04.2025 21:46
39;LET-LITDE;2017759;E.T. (piktogram);A1;1;5;2;14.04.2025 21:46
39;LET-LITDE;0;ost.cizi;;1;85;74;14.04.2025 21:46
39;LET-KOMIKS;28081993;komiksy;;1;95;109;14.04.2025 21:46
31;CHU-BELDE;0;;A2;0;150;136;14.04.2025 21:45
31;CHU-BELDE;0;;A3;0;230;371;14.04.2025 21:45
31;CHU-BELDE;2017753;PRINCEZNA (piktogram);;0;35;30;14.04.2025 21:45
31;CHU-BELDE;2017761;DÍVKA (piktogram);;1;50;72;14.04.2025 21:45
31;CHU-BELDE;2017761;DÍVKA (piktogram);;2;50;35;14.04.2025 21:45
31;CHU-BELDE;2000088;leporela;;0;70;67;14.04.2025 21:45
31;CHU-BELDE;28081993;komiksy;;1;80;91;14.04.2025 21:45
31;CHU-BELDE;28081993;komiksy;;2;30;28;14.04.2025 21:45
47;ZME-DETI;0;;E;2;5;2;14.04.2025 21:46
31;CHU-BELDE;0;poezie deti;;1;40;70;14.04.2025 21:45
31;CHU-BELDE;0;;B2;2;5;3;14.04.2025 21:45
31;CHU-BELDO;0;;A1;0;655;844;14.04.2025 21:45
31;CHU-BELDO;2017756;PISTOLE (piktogram);A1;0;220;283;14.04.2025 21:45
31;CHU-BELDO;0;;B1;0;10;12;14.04.2025 21:45
31;CHU-BELDO;0;;B2;0;20;37;14.04.2025 21:45
31;CHU-BELDO;2017759;E.T. (piktogram);;2;20;32;14.04.2025 21:45
27;MOD-NAUDE;0;;C;1;200;85;14.04.2025 21:45
27;MOD-NAUDE;0;;D;1;150;164;14.04.2025 21:45
31;CHU-BELDO;2017760;MÁG (piktogram);;2;55;42;14.04.2025 21:45
31;CHU-BELDO;0;;J1;2;1;0;14.04.2025 21:45
81;LUZ-CIZJAZ;0;;J2;0;30;46;14.04.2025 21:47
31;CHU-BELDO;0;;J2;2;4;5;14.04.2025 21:45
31;CHU-BELDO;0;;J3;2;5;7;14.04.2025 21:45
31;CHU-BELDO;0;;J4;2;15;42;14.04.2025 21:45
31;CHU-BELDO;0;;J5;2;5;4;14.04.2025 21:45
31;CHU-BELDO;0;ost.cizi;;2;5;4;14.04.2025 21:45
31;CHU-BELDO;0;;J1;1;1;1;14.04.2025 21:45
31;CHU-BELDO;0;;J2;1;4;0;14.04.2025 21:45
31;CHU-BELDO;0;;J3;1;5;6;14.04.2025 21:45
31;CHU-BELDO;0;;J4;1;10;28;14.04.2025 21:45
31;CHU-BELDO;0;;J5;1;5;0;14.04.2025 21:45
31;CHU-NAU;0;;C;0;55;60;14.04.2025 21:45
31;CHU-NAU;0;;D;0;80;109;14.04.2025 21:45
31;CHU-NAU;0;;E;0;50;86;14.04.2025 21:45
31;CHU-NAU;0;;G;0;40;59;14.04.2025 21:45
31;CHU-NAU;0;;K;0;30;58;14.04.2025 21:45
13;HLO-LITDE;0;;A2;0;140;202;14.04.2025 21:45
47;ZME-DETI;0;ost.naucna;;1;10;8;14.04.2025 21:46
31;CHU-NAU;0;;L;0;70;105;14.04.2025 21:45
31;CHU-NAU;0;;N;0;35;56;14.04.2025 21:45
31;CHU-NAU;0;;O;0;10;11;14.04.2025 21:45
31;CHU-NAU;0;;P;0;35;54;14.04.2025 21:45
31;CHU-NAU;0;;R;0;15;8;14.04.2025 21:45
31;CHU-NAU;0;;S;0;40;41;14.04.2025 21:45
31;CHU-NAU;0;;T;0;35;32;14.04.2025 21:45
31;CHU-NAU;0;;V;0;30;20;14.04.2025 21:45
27;MOD-NAUDE;0;;E;1;95;62;14.04.2025 21:45
31;CHU-NAU;0;;W;0;10;8;14.04.2025 21:45
31;CHU-NAU;0;;X;0;10;13;14.04.2025 21:45
31;CHU-NAU;0;;Y;0;20;30;14.04.2025 21:45
31;CHU-NAU;0;;Z;0;40;63;14.04.2025 21:45
54;PRO-NAUDE;0;;K;1;400;369;14.04.2025 21:46
31;CHU-NAUDE;0;;C;1;35;37;14.04.2025 21:45
31;CHU-NAUDE;0;;C;2;5;7;14.04.2025 21:45
31;CHU-NAUDE;0;;D;1;50;76;14.04.2025 21:45
31;CHU-NAUDE;0;;D;2;5;9;14.04.2025 21:45
31;CHU-NAUDE;0;;E;1;15;18;14.04.2025 21:45
31;CHU-NAUDE;0;;E;2;5;5;14.04.2025 21:45
31;CHU-NAUDE;0;;K;1;100;130;14.04.2025 21:45
31;CHU-NAUDE;0;;K;2;10;7;14.04.2025 21:45
31;CHU-NAUDE;0;;L;1;15;32;14.04.2025 21:45
31;CHU-NAUDE;0;;L;2;5;1;14.04.2025 21:45
31;CHU-NAUDE;0;;N;1;15;14;14.04.2025 21:45
31;CHU-NAUDE;0;;N;2;5;8;14.04.2025 21:45
13;HLO-LITDE;0;;A3;0;300;372;14.04.2025 21:45
31;CHU-NAUDE;0;;P;1;15;19;14.04.2025 21:45
47;ZME-DETI;0;;K;1;160;173;14.04.2025 21:46
51;DIT-LITDE;0;;V;1;40;25;14.04.2025 21:46
31;CHU-NAUDE;0;;P;2;5;1;14.04.2025 21:45
31;CHU-NAUDE;0;;R;1;15;10;14.04.2025 21:45
31;CHU-NAUDE;0;;R;2;5;5;14.04.2025 21:45
31;CHU-NAUDE;0;;T;1;15;21;14.04.2025 21:45
31;CHU-NAUDE;0;;T;2;5;1;14.04.2025 21:45
31;CHU-NAUDE;0;;U;1;10;10;14.04.2025 21:45
31;CHU-NAUDE;0;;V;1;15;18;14.04.2025 21:45
27;MOD-NAUDE;0;;G,O,W;1;25;0;14.04.2025 21:45
31;CHU-NAUDE;0;;V;2;5;8;14.04.2025 21:45
31;CHU-NAUDE;0;;Y;1;15;25;14.04.2025 21:45
31;CHU-NAUDE;0;;Y;2;5;5;14.04.2025 21:45
31;CHU-NAUDE;0;;Z;1;15;24;14.04.2025 21:45
31;CHU-NAUDE;0;;Z;2;5;8;14.04.2025 21:45
35;BRE-NAUDO;0;;W;2;220;276;14.04.2025 21:45
54;PRO-NAUDE;0;;K;2;20;30;14.04.2025 21:46
81;LUZ-CIZJAZ;0;;J3;0;60;93;14.04.2025 21:47
35;BRE-NAUDO;0;;X;2;320;280;14.04.2025 21:45
35;BRE-NAUDO;0;;Y;2;210;148;14.04.2025 21:45
35;BRE-NAUDO;0;;Z;2;400;224;14.04.2025 21:45
35;BRE-POEZIE;0;;B2;2;270;363;14.04.2025 21:45
38;DEJ-LITDE;2000088;leporela;;0;150;260;14.04.2025 21:46
38;DEJ-LITDE;28081993;komiksy;;1;120;43;14.04.2025 21:46
38;DEJ-LITDE;28081993;komiksy;;2;30;1;14.04.2025 21:46
38;DEJ-LITDE;2017760;MÁG (piktogram);;1;55;266;14.04.2025 21:46
47;ZME-DETI;0;;K;2;20;13;14.04.2025 21:46
38;DEJ-LITDE;2017760;MÁG (piktogram);;2;20;3;14.04.2025 21:46
38;DEJ-LITDE;2017759;E.T. (piktogram);;1;20;40;14.04.2025 21:46
38;DEJ-LITDE;0;poezie deti;;1;190;320;14.04.2025 21:46
38;DEJ-LITDE;0;ost.cizi;;1;140;150;14.04.2025 21:46
38;DEJ-LITDE;0;ost.cizi;;2;50;7;14.04.2025 21:46
38;DEJ-LITDE;0;;C;1;80;72;14.04.2025 21:46
38;DEJ-LITDE;0;;C;2;10;15;14.04.2025 21:46
38;DEJ-LITDE;0;;D;1;115;206;14.04.2025 21:46
38;DEJ-LITDE;0;;D;2;10;19;14.04.2025 21:46
38;DEJ-LITDE;0;;E;1;40;51;14.04.2025 21:46
38;DEJ-LITDE;0;;E;2;10;4;14.04.2025 21:46
38;DEJ-LITDE;0;;K;1;230;303;14.04.2025 21:46
38;DEJ-LITDE;0;;K;2;15;22;14.04.2025 21:46
38;DEJ-LITDE;0;;L;1;40;74;14.04.2025 21:46
38;DEJ-LITDE;0;;L;2;10;5;14.04.2025 21:46
38;DEJ-LITDE;0;;N;1;45;85;14.04.2025 21:46
38;DEJ-LITDE;0;;N;2;10;27;14.04.2025 21:46
81;LUZ-CIZJAZ;0;;J4;0;200;435;14.04.2025 21:47
81;LUZ-CIZJAZ;0;;J5;0;25;48;14.04.2025 21:47
38;DEJ-LITDE;0;;P;1;20;36;14.04.2025 21:46
38;DEJ-LITDE;0;;P;2;5;2;14.04.2025 21:46
38;DEJ-LITDE;0;;R;1;20;42;14.04.2025 21:46
38;DEJ-LITDE;0;;R;2;5;8;14.04.2025 21:46
13;HLO-LITDE;0;;A4;0;310;335;14.04.2025 21:45
38;DEJ-LITDE;0;;S;1;40;57;14.04.2025 21:46
38;DEJ-LITDE;0;;S;2;5;16;14.04.2025 21:46
47;ZME-DETI;0;;L;1;40;40;14.04.2025 21:46
47;ZME-DETI;0;;L;2;5;2;14.04.2025 21:46
38;DEJ-LITDE;0;;T;1;40;39;14.04.2025 21:46
38;DEJ-LITDE;0;;T;2;10;0;14.04.2025 21:46
38;DEJ-LITDE;0;;U;1;25;34;14.04.2025 21:46
38;DEJ-LITDE;0;;U;2;3;0;14.04.2025 21:46
38;DEJ-LITDE;0;;V;1;40;38;14.04.2025 21:46
38;DEJ-LITDE;0;;V;2;5;16;14.04.2025 21:46
38;DEJ-LITDE;0;;X;1;10;12;14.04.2025 21:46
38;DEJ-LITDE;0;;X;2;3;3;14.04.2025 21:46
38;DEJ-LITDE;0;;Y;1;40;86;14.04.2025 21:46
38;DEJ-LITDE;0;;Y;2;5;16;14.04.2025 21:46
38;DEJ-LITDE;0;;Z;1;20;24;14.04.2025 21:46
38;DEJ-LITDE;0;;Z;2;5;2;14.04.2025 21:46
38;DEJ-LITDE;0;ost.naucna;;1;10;11;14.04.2025 21:46
45;SPO-DETI;0;;R;1;35;34;14.04.2025 21:46
45;SPO-DETI;0;;R;2;5;3;14.04.2025 21:46
45;SPO-DETI;0;;S;1;35;52;14.04.2025 21:46
45;SPO-DETI;0;;S;2;5;7;14.04.2025 21:46
45;SPO-DETI;0;;T;1;15;42;14.04.2025 21:46
45;SPO-DETI;0;;T;2;5;2;14.04.2025 21:46
45;SPO-DETI;0;;U;1;20;18;14.04.2025 21:46
38;DEJ-LITML;0;;A1;0;85;144;14.04.2025 21:46
38;DEJ-LITML;2017761;DÍVKA (piktogram);;0;160;153;14.04.2025 21:46
54;PRO-NAU;0;;X;0;100;128;14.04.2025 21:46
13;HLO-LITDE;2017761;DÍVKA (piktogram);;2;25;30;14.04.2025 21:45
45;SPO-DETI;0;;U;2;5;5;14.04.2025 21:46
45;SPO-DETI;0;;V;1;15;29;14.04.2025 21:46
47;ZME-DETI;0;;N;1;65;40;14.04.2025 21:46
45;SPO-DETI;0;;V;2;5;7;14.04.2025 21:46
45;SPO-DETI;0;;X;1;5;9;14.04.2025 21:46
45;SPO-DETI;0;;X;2;5;2;14.04.2025 21:46
45;SPO-DETI;0;;Y;1;35;54;14.04.2025 21:46
45;SPO-DETI;0;;Y;2;5;6;14.04.2025 21:46
45;SPO-DETI;0;;Z;1;15;36;14.04.2025 21:46
45;SPO-DETI;0;;Z;2;5;2;14.04.2025 21:46
45;SPO-DETI;0;ost.naucna;;1;5;17;14.04.2025 21:46
45;SPO-DETI;0;ost.naucna;;2;5;0;14.04.2025 21:46
45;SPO-KOMDE;28081993;komiksy;;1;150;129;14.04.2025 21:46
45;SPO-KOMDE;28081993;komiksy;;2;5;9;14.04.2025 21:46
45;SPO-KOMIKS;28081993;komiksy;;0;230;299;14.04.2025 21:46
45;SPO-LEPO;2000088;leporela;;1;200;208;14.04.2025 21:46
45;SPO-NAUDO;0;;C;0;300;392;14.04.2025 21:46
45;SPO-NAUDO;0;;D;0;695;638;14.04.2025 21:46
45;SPO-NAUDO;0;;E;0;400;332;14.04.2025 21:46
38;DEJ-LITML;2017760;MÁG (piktogram);;0;100;143;14.04.2025 21:46
45;SPO-NAUDO;0;;G;0;330;435;14.04.2025 21:46
45;SPO-NAUDO;0;;K;0;300;343;14.04.2025 21:46
45;SPO-NAUDO;0;;L;0;470;663;14.04.2025 21:46
45;SPO-NAUDO;0;;N;0;230;218;14.04.2025 21:46
45;SPO-NAUDO;0;;O;0;65;49;14.04.2025 21:46
45;SPO-NAUDO;0;;P;0;300;307;14.04.2025 21:46
38;DEJ-LITML;2017759;E.T. (piktogram);;1;10;11;14.04.2025 21:46
21;HOS-LITDE;0;;A1;2;10;30;14.04.2025 21:45
38;DEJ-LITML;2017759;E.T. (piktogram);;2;10;11;14.04.2025 21:46
38;DEJ-LITML;28081993;komiksy;;0;60;0;14.04.2025 21:46
47;ZME-DETI;0;;N;2;10;11;14.04.2025 21:46
38;DEJ-NAU1;0;;D;0;1720;1551;14.04.2025 21:46
45;SPO-NAUDO;0;;R;0;245;196;14.04.2025 21:46
45;SPO-NAUDO;0;;S;0;280;212;14.04.2025 21:46
45;SPO-NAUDO;0;;T;0;145;115;14.04.2025 21:46
45;SPO-NAUDO;0;;V;0;75;68;14.04.2025 21:46
45;SPO-NAUDO;0;;W;0;130;144;14.04.2025 21:46
45;SPO-NAUDO;0;;X;0;285;245;14.04.2025 21:46
45;SPO-NAUDO;0;;Y;0;140;171;14.04.2025 21:46
45;SPO-NAUDO;0;;Z;0;200;229;14.04.2025 21:46
45;SPO-POEDIV;0;;J1;0;5;10;14.04.2025 21:46
45;SPO-POEDIV;0;;J2;0;10;22;14.04.2025 21:46
45;SPO-POEDIV;0;;J3;0;20;53;14.04.2025 21:46
45;SPO-POEDIV;0;;J4;0;110;221;14.04.2025 21:46
45;SPO-POEDIV;0;;J5;0;35;65;14.04.2025 21:46
45;SPO-POEDIV;0;ost.cizi;;0;5;6;14.04.2025 21:46
45;SPO-POEDIV;0;;B1;0;25;32;14.04.2025 21:46
45;SPO-POEDIV;0;;B2;0;315;407;14.04.2025 21:46
48;OSV-BELDE;0;;A1;2;10;39;14.04.2025 21:46
48;OSV-BELDE;0;;A1;1;20;40;14.04.2025 21:46
48;OSV-BELDE;0;;A4;0;325;310;14.04.2025 21:46
48;OSV-BELDE;0;;A2;0;170;249;14.04.2025 21:46
38;DEJ-NAU1;0;;G;0;1115;1467;14.04.2025 21:46
54;PRO-NAUDE;0;;G;1;45;0;14.04.2025 21:46
48;OSV-BELDE;0;;A3;0;400;537;14.04.2025 21:46
48;OSV-BELDE;2017753;PRINCEZNA (piktogram);;0;50;65;14.04.2025 21:46
48;OSV-BELDE;2017761;DÍVKA (piktogram);;1;80;108;14.04.2025 21:46
48;OSV-BELDE;2017761;DÍVKA (piktogram);;2;20;40;14.04.2025 21:46
38;DEJ-NAU1;0;;L;0;1245;1302;14.04.2025 21:46
38;DEJ-NAU1;0;;O;0;100;179;14.04.2025 21:46
51;DIT-LITDE;0;;V;2;5;12;14.04.2025 21:46
38;DEJ-NAU1;0;;R;0;285;271;14.04.2025 21:46
38;DEJ-NAU1;0;;S;0;700;595;14.04.2025 21:46
38;DEJ-NAU1;0;;V;0;170;96;14.04.2025 21:46
27;MOD-NAUDE;0;;K;1;400;391;14.04.2025 21:45
48;OSV-BELDE;2017759;E.T. (piktogram);;1;19;14;14.04.2025 21:46
48;OSV-BELDE;2017759;E.T. (piktogram);;2;1;2;14.04.2025 21:46
48;OSV-BELDE;2017760;MÁG (piktogram);;1;70;113;14.04.2025 21:46
48;OSV-BELDE;2017760;MÁG (piktogram);;2;5;9;14.04.2025 21:46
48;OSV-BELDE;0;poezie deti;;1;155;143;14.04.2025 21:46
48;OSV-BELDE;0;;B2;2;5;6;14.04.2025 21:46
48;OSV-BELDE;0;;J4;1;55;36;14.04.2025 21:46
48;OSV-BELDE;0;ost.cizi;;1;20;22;14.04.2025 21:46
31;CHU-BELDE;2017759;E.T. (piktogram);;1;20;12;14.04.2025 21:45
31;CHU-BELDE;2017760;MÁG (piktogram);;1;35;67;14.04.2025 21:45
48;OSV-BELDO;0;;A1;0;990;1477;14.04.2025 21:46
48;OSV-BELDO;2017756;PISTOLE (piktogram);A1;0;190;309;14.04.2025 21:46
48;OSV-BELDO;0;;B1;0;15;16;14.04.2025 21:46
48;OSV-BELDO;0;;B2;0;105;129;14.04.2025 21:46
48;OSV-BELDO;2017759;E.T. (piktogram);A1;0;40;68;14.04.2025 21:46
48;OSV-BELDO;2017760;MÁG (piktogram);A1;0;55;76;14.04.2025 21:46
48;OSV-BELDO;0;;J2;0;10;12;14.04.2025 21:46
48;OSV-BELDO;0;;J3;0;10;12;14.04.2025 21:46
48;OSV-BELDO;0;;J4;0;85;147;14.04.2025 21:46
48;OSV-BELDO;0;ost.cizi;;0;10;16;14.04.2025 21:46
38;DEJ-NAU1;0;;X;0;590;719;14.04.2025 21:46
47;ZME-DETI;0;;P;1;40;33;14.04.2025 21:46
48;OSV-NAUDO;0;;C;1;70;32;14.04.2025 21:46
48;OSV-NAUDO;0;;C;2;115;144;14.04.2025 21:46
48;OSV-NAUDO;0;;D;1;100;68;14.04.2025 21:46
27;MOD-NAUDE;0;;L;1;90;52;14.04.2025 21:45
38;DEJ-NAU2;0;;C;0;665;725;14.04.2025 21:46
38;DEJ-NAU2;0;;E;0;830;801;14.04.2025 21:46
38;DEJ-NAU2;0;;K;0;1030;673;14.04.2025 21:46
48;OSV-NAUDO;0;;D;2;240;325;14.04.2025 21:46
48;OSV-NAUDO;0;;E;1;20;26;14.04.2025 21:46
48;OSV-NAUDO;0;;E;2;155;172;14.04.2025 21:46
48;OSV-NAUDO;0;;G;1;5;2;14.04.2025 21:46
48;OSV-NAUDO;0;;G;2;135;212;14.04.2025 21:46
48;OSV-NAUDO;0;;K;1;210;225;14.04.2025 21:46
48;OSV-NAUDO;0;;K;2;160;143;14.04.2025 21:46
48;OSV-NAUDO;0;;L;1;35;11;14.04.2025 21:46
48;OSV-NAUDO;0;;L;2;150;207;14.04.2025 21:46
48;OSV-NAUDO;0;;N;1;20;17;14.04.2025 21:46
48;OSV-NAUDO;0;;N;2;60;86;14.04.2025 21:46
48;OSV-NAUDO;0;;O;1;1;0;14.04.2025 21:46
48;OSV-NAUDO;0;;O;2;14;22;14.04.2025 21:46
48;OSV-NAUDO;0;;P;1;30;6;14.04.2025 21:46
48;OSV-NAUDO;0;;P;2;115;154;14.04.2025 21:46
48;OSV-NAUDO;0;;R;1;35;18;14.04.2025 21:46
48;OSV-NAUDO;0;;R;2;30;50;14.04.2025 21:46
48;OSV-NAUDO;0;;S;1;35;18;14.04.2025 21:46
48;OSV-NAUDO;0;;S;2;75;108;14.04.2025 21:46
48;OSV-NAUDO;0;;T;1;35;21;14.04.2025 21:46
48;OSV-NAUDO;0;;T;2;15;23;14.04.2025 21:46
48;OSV-NAUDO;0;;U;1;9;12;14.04.2025 21:46
47;ZME-DETI;0;;P;2;5;3;14.04.2025 21:46
47;ZME-DETI;0;;R;1;20;31;14.04.2025 21:46
48;OSV-NAUDO;0;;U;2;1;1;14.04.2025 21:46
27;MOD-NAUDE;0;;N;1;100;53;14.04.2025 21:45
48;OSV-NAUDO;0;;V;1;35;32;14.04.2025 21:46
48;OSV-NAUDO;0;;V;2;25;37;14.04.2025 21:46
48;OSV-NAUDO;0;;W;1;1;2;14.04.2025 21:46
38;DEJ-NAU2;0;;N;0;480;611;14.04.2025 21:46
38;DEJ-NAU2;0;;P;0;690;681;14.04.2025 21:46
38;DEJ-NAU2;0;;T;0;410;308;14.04.2025 21:46
38;DEJ-NAU2;0;;U;0;10;18;14.04.2025 21:46
48;OSV-NAUDO;0;;W;2;44;46;14.04.2025 21:46
48;OSV-NAUDO;0;;X;1;5;0;14.04.2025 21:46
48;OSV-NAUDO;0;;X;2;20;39;14.04.2025 21:46
48;OSV-NAUDO;0;;Y;1;35;24;14.04.2025 21:46
48;OSV-NAUDO;0;;Y;2;60;93;14.04.2025 21:46
48;OSV-NAUDO;0;;Z;1;50;35;14.04.2025 21:46
48;OSV-NAUDO;0;;Z;2;55;83;14.04.2025 21:46
54;PRO-NAUDE;0;;L;1;75;56;14.04.2025 21:46
54;PRO-NAUDE;0;;L;2;10;4;14.04.2025 21:46
54;PRO-NAUDE;0;;N;1;170;52;14.04.2025 21:46
54;PRO-NAUDE;0;;N;2;20;24;14.04.2025 21:46
54;PRO-NAUDE;0;;P;1;75;23;14.04.2025 21:46
54;PRO-NAUDE;0;;P;2;5;6;14.04.2025 21:46
54;PRO-NAUDE;0;;S;1;80;44;14.04.2025 21:46
54;PRO-NAUDE;0;;S;2;10;23;14.04.2025 21:46
51;DIT-LITDE;0;;X;1;45;13;14.04.2025 21:46
54;PRO-NAUDE;0;;U;1;30;36;14.04.2025 21:46
54;PRO-NAUDE;0;;U;2;5;0;14.04.2025 21:46
38;DEJ-NAU2;0;;W;0;530;465;14.04.2025 21:46
54;PRO-NAUDE;0;;Z;1;45;41;14.04.2025 21:46
54;PRO-NAUDE;0;;Z;2;10;16;14.04.2025 21:46
38;DEJ-NAU2;0;;Y;0;425;387;14.04.2025 21:46
38;DEJ-NAU2;0;;Z;0;340;318;14.04.2025 21:46
54;PRO-NAUDE;0;ost.naucna;;1;25;121;14.04.2025 21:46
54;PRO-NAUDO;0;;C;0;320;418;14.04.2025 21:46
54;PRO-NAUDO;0;;D;0;590;727;14.04.2025 21:46
54;PRO-NAUDO;0;;E;0;430;484;14.04.2025 21:46
54;PRO-NAUDO;0;;G;0;510;587;14.04.2025 21:46
54;PRO-NAUDO;0;;K;0;340;412;14.04.2025 21:46
54;PRO-NAUDO;0;;L;0;470;600;14.04.2025 21:46
54;PRO-NAUDO;0;;N;0;250;199;14.04.2025 21:46
54;PRO-NAUDO;0;;O;0;80;88;14.04.2025 21:46
54;PRO-NAUDO;0;;P;0;350;345;14.04.2025 21:46
54;PRO-NAUDO;0;;S;0;160;228;14.04.2025 21:46
54;PRO-NAUDO;0;;W;0;175;198;14.04.2025 21:46
