pobocka_cislo,lokace_short_norm,OCH,kapacita_fyzicka,stav_na_regalu,lokace_id
43,NVE-LEP,Beletrie - děti,150.0,0.0,1250
43,NVE-LEP,Naučná - děti,50.0,0.0,1250
43,NVE-LITDE,Beletrie - děti,2823.0,0.0,500
43,NVE-LITDE,Naučná - děti,1540.0,0.0,500
43,NVE-LITML,AK,11.0,0.0,499
43,NVE-LITML,Beletrie - dospělí,3008.0,0.0,499
43,NVE-LITML,JK,11.0,0.0,499
43,NVE-LITML,Naučná - dospělí,2197.0,0.0,499
43,NVE-POEDE,Beletrie - dospělí,17.0,0.0,844
43,NVE-POEDE,Beletrie - děti,281.0,0.0,844
43,NVE-SAMOPRA,Opravuje se na pobočce,123.0,0.0,
43,REZERVACE,Rezervace,181.0,0.0,
45,45.44,Beletrie - dospělí,17398.0,0.0,
45,REZERVACE,Rezervace,0.0,0.0,
45,SPO-BELDO,Beletrie - dospělí,6546.0,0.0,435
45,SPO-CASDE,Časopisy pro děti,61.0,0.0,1057
45,SPO-CASDO,Časopisy pro dospělé,150.0,0.0,436
45,SPO-DESK,Deskové hry,0.0,0.0,1027
45,SPO-DETI,Beletrie - děti,3398.0,0.0,437
45,SPO-DETI,Naučná - děti,1580.0,0.0,437
45,SPO-DOPOR,Doporučujeme (dospělí),349.0,0.0,788
45,SPO-HRAB,Dnes vrácené knihy,197.0,0.0,433
45,SPO-KOMDE,Beletrie - děti,195.0,0.0,1024
45,SPO-KOMIKS,Beletrie - dospělí,292.0,0.0,955
45,SPO-LEPO,Beletrie - děti,195.0,0.0,1025
45,SPO-NAUDO,Naučná - dospělí,6484.0,0.0,434
45,SPO-POEDIV,Beletrie - dospělí,781.0,0.0,441
45,SPO-VSMS,CD,343.0,0.0,1026
47,REZERVACE,Rezervace,152.0,5.0,
47,ZME-BELDE,Beletrie - děti,1553.0,0.0,1091
47,ZME-BELDO,Beletrie - dospělí,3718.0,68.0,699
47,ZME-CASDE,Časopisy pro děti,30.0,1.0,704
47,ZME-CASDO,Časopisy pro dospělé,74.0,5.0,703
47,ZME-DETI,Naučná - děti,1030.0,0.5,701
47,ZME-DOPDE,Doporučujeme dětem,0.0,2.0,1094
47,ZME-DOPOR,Deskové hry,13.0,0.0,793
47,ZME-DOPOR,Doporučujeme (dospělí),295.0,6.0,793
47,ZME-HRAB,Dnes vrácené knihy,152.0,5.0,705
47,ZME-KOMDE,Beletrie - děti,50.0,1.0,1092
47,ZME-KOMDO,Beletrie - dospělí,250.0,5.0,1093
47,ZME-LITML,Beletrie - děti,768.0,20.5,1095
47,ZME-NAUDO,Naučná - dospělí,4188.0,95.0,700
47,ZME-VSMS,CD,24.0,0.0,749
47,ČTENÁŘI ČTENÁŘŮM,None,152.0,5.0,
48,OSV-BELDE,Beletrie - děti,2008.0,0.0,654
48,OSV-BELDO,Beletrie - dospělí,2155.0,0.0,653
48,OSV-CASDE,Časopisy pro děti,30.0,0.0,917
48,OSV-CASDO,Časopisy pro dospělé,60.0,0.0,916
48,OSV-DOPOR,Doporučujeme (dospělí),181.0,0.0,781
48,OSV-DOPORD,Doporučujeme dětem,160.0,0.0,782
48,OSV-HRAB,Dnes vrácené knihy,160.0,0.0,629
48,OSV-KOMDE,Beletrie - děti,105.0,0.0,1259
48,OSV-KOMDO,Beletrie - dospělí,100.0,0.0,1258
48,OSV-LEPOR,Beletrie - děti,80.0,0.0,1260
48,OSV-NAUDO,AK,27.0,0.0,655
48,OSV-NAUDO,Naučná - dospělí,2102.0,0.0,655
48,OSV-NAUDO,Naučná - děti,1190.0,0.0,655
48,OSV-VSMS,CD,21.0,0.0,761
48,REZERVACE,Rezervace,160.0,0.0,
51,DIT-BELDO,Beletrie - dospělí,3490.0,9.0,207
51,DIT-CASDE,Časopisy pro děti,47.0,0.0,
51,DIT-CASDO,Časopisy pro dospělé,26.0,0.0,
51,DIT-DOMDE,Beletrie - děti,190.0,0.0,1020
51,DIT-DOMDE,Naučná - děti,50.0,0.0,1020
51,DIT-DOPOR,Beletrie - dospělí,51.0,0.0,806
51,DIT-KOMDE,Beletrie - děti,90.0,0.0,1068
51,DIT-KOMDE,Naučná - děti,30.0,0.0,1068
51,DIT-KOMDO,Beletrie - dospělí,180.0,0.0,960
51,DIT-KOMDO,Deskové hry,15.0,0.0,960
51,DIT-LITDE,Beletrie - děti,2239.0,5.0,212
51,DIT-LITDE,Naučná - děti,1738.0,9.5,212
51,DIT-NAUDO,JK,15.0,0.0,213
51,DIT-NAUDO,Naučná - dospělí,4379.0,72.25,213
51,DIT-VITRIN,Beletrie - děti,6.0,0.0,216
51,DIT-VITRIN,Naučná - dospělí,15.0,0.0,216
51,DIT-VITRIN,Časopisy pro děti,5.0,0.0,216
51,DIT-VSMS,CD,18.0,0.0,733
51,DIT-VYSTAV,Beletrie - dospělí,56.0,0.0,818
51,DIT_VITRIN,Časopisy pro dospělé,1.0,0.0,
51,NONE,Dnes vrácené knihy,323.0,0.0,
51,NONE,Rezervace,331.0,0.0,
52,BOH-BELDO,Beletrie - dospělí,13841.0,0.0,218
52,BOH-CASOP,Časopisy pro dospělé,0.0,0.0,230
52,BOH-CHFI1,Chráněný fond,301.0,0.0,232
52,BOH-CHFI1,Deskové hry,181.0,0.0,232
52,BOH-CHFOND,Chráněný fond,0.0,0.0,224
52,BOH-CIZOJ,Beletrie - dospělí,372.0,0.0,1253
52,BOH-CIZOJ,Naučná - dospělí,181.0,0.0,1253
52,BOH-DETCAS,Časopisy pro děti,0.0,0.0,220
52,BOH-DOPOR,Doporučujeme (dospělí),1084.0,0.0,766
52,BOH-HRAB,Dnes vrácené knihy,482.0,0.0,222
52,BOH-HUDBA,Naučná - dospělí,2162.0,0.0,227
52,BOH-HUDCAS,Časopisy pro dospělé,0.0,0.0,228
52,BOH-KOMDO,Beletrie - dospělí,900.0,0.0,1139
52,BOH-LITDE,Beletrie - děti,5341.0,24.0,219
52,BOH-LITDE,Naučná - děti,2056.0,0.0,219
52,BOH-NAUDO,Naučná - dospělí,16066.0,0.0,221
52,BOH-SKLAD,AK,120.0,0.0,223
52,BOH-SKLAD,JK,120.0,0.0,223
52,BOH-SKLAD,Sklad,11868.0,0.0,223
52,BOH-VYSTAV,Beletrie - dospělí,365.0,0.0,1251
52,BOH-VYSTAV,Doporučujeme (dospělí),181.0,0.0,1251
52,BOH-VYSTAV,Naučná - dospělí,38.0,0.0,1251
52,NONE,Rezervace,542.0,0.0,
54,PRO- BELDO,Doporučujeme (dospělí),424.0,0.0,
54,PRO-BELDE,Beletrie - děti,4200.0,3.0,327
54,PRO-BELDO,Beletrie - dospělí,5670.0,0.0,324
54,PRO-CASDE,Časopisy pro děti,90.0,0.0,329
54,PRO-CASDO,Časopisy pro dospělé,63.0,0.0,326
54,PRO-CHFDE,AK,75.0,0.0,333
54,PRO-CHFDE,Deskové hry,90.0,0.0,333
54,PRO-CHFDE,JK,75.0,0.0,333
54,PRO-CHFDE,Naučná - děti,60.0,0.0,333
54,PRO-CHFOND,Naučná - dospělí,90.0,0.0,323
54,PRO-DOPOR,Beletrie - dospělí,60.0,0.0,786
54,PRO-DOPOR,CD,0.0,0.0,786
54,PRO-DOPOR,Naučná - dospělí,30.0,0.0,786
54,PRO-DOPORD,Naučná - děti,102.0,0.0,787
54,PRO-DOPORD,None,120.0,0.0,787
54,PRO-HRAB,Dnes vrácené knihy,181.0,0.0,322
54,PRO-HRABDE,Dnes vrácené knihy,90.0,0.0,334
54,PRO-KOMDE,Beletrie - dospělí,200.0,0.0,981
54,PRO-KOMDO,Beletrie - dospělí,260.0,0.0,982
54,PRO-NAU,Naučná - dospělí,1293.0,0.0,332
54,PRO-NAUDE,Naučná - děti,2069.0,0.0,328
54,PRO-NAUDO,Doporučujeme (dospělí),12.0,0.0,325
54,PRO-NAUDO,Naučná - dospělí,5162.0,0.0,325
54,PRO-POE,Beletrie - dospělí,660.0,0.0,331
54,PRO-PRSK,Příruční sklad,1755.0,0.0,976
54,REZERVACE,Rezervace,361.0,0.0,
56,56.44,Beletrie - dospělí,30912.0,0.0,
56,REZERVACE,Rezervace,179.0,0.0,
56,RUS-BELDO,Beletrie - dospělí,12721.0,8.0,752
56,RUS-DETI,Beletrie - dospělí,46.0,0.0,754
56,RUS-DETI,Beletrie - děti,5445.0,80.0,754
56,RUS-DETI,Naučná - děti,2448.0,0.0,754
56,RUS-HRAB,Dnes vrácené knihy,438.0,0.0,755
56,RUS-NAUDO,Naučná - dospělí,11223.0,0.0,753
56,RUS-OST1,CD,600.0,0.0,948
56,RUS-OST1,None,336.0,0.0,948
56,RUS-OST2,AK,197.0,0.0,949
56,RUS-OST2,Časopisy pro dospělé,0.0,0.0,949
56,RUS-OST3,CD,284.0,0.0,950
56,RUS-OST3,Časopisy pro děti,0.0,0.0,950
56,SKLAD,Sklad,2539.0,0.0,
58,OPA-ARTCAS,Časopisy pro dospělé,361.0,0.0,281
58,OPA-ARTCHF,Naučná - dospělí,237.0,0.0,279
58,OPA-ARTMAP,Naučná - dospělí,0.0,0.0,280
58,OPA-ARTO,Naučná - dospělí,3680.0,0.0,278
58,OPA-ARTSKL,Naučná - dospělí,6400.0,0.0,721
58,OPA-ARTSKL,Časopisy pro dospělé,840.0,0.0,721
58,OPA-AUDIO,AK,186.0,0.0,961
58,OPA-BELDO,Beletrie - dospělí,17485.0,0.0,273
58,OPA-CASOP,Časopisy pro dospělé,452.0,0.0,275
58,OPA-CD,CD,130.0,0.0,1009
58,OPA-DETCAS,Časopisy pro děti,120.0,0.0,271
58,OPA-DETCD,CD,80.0,0.0,1010
58,OPA-DETKOM,Beletrie - děti,250.0,0.0,1138
58,OPA-DOPOR,Doporučujeme (dospělí),100.0,0.0,809
58,OPA-HRAB,Dnes vrácené knihy,572.0,0.0,276
58,OPA-KOMIKS,Beletrie - dospělí,605.0,0.0,882
58,OPA-LITDE,Beletrie - děti,5421.0,0.0,270
58,OPA-LITDE,Naučná - děti,3866.0,0.0,270
58,OPA-LITLEP,Beletrie - děti,100.0,0.0,850
58,OPA-MAPY,Naučná - dospělí,204.0,0.0,1021
58,OPA-MONOGR,Naučná - dospělí,1820.0,0.0,285
58,OPA-NAUDO,Naučná - dospělí,21047.0,0.0,274
58,OPA-SAMOPRA,None,90.0,0.0,
58,OPA-SKLAD,Beletrie - dospělí,17068.0,0.0,272
58,OPA-SKLAD,Beletrie - děti,5645.0,0.0,272
58,OPA-SKLAD,CD,2240.0,0.0,272
58,OPA-SKLAD,JK,271.0,0.0,272
58,OPA-SKLAD,Naučná - dospělí,12106.0,0.0,272
58,OPA-STUD,Naučná - dospělí,4552.0,0.0,267
58,OPA-VITRIN,Doporučujeme (dospělí),14.0,0.0,277
58,REZERVACE,Rezervace,722.0,0.0,
60,KRC-AUDIO,CD,274.0,0.0,1276
60,KRC-BELDO,Beletrie - dospělí,5219.0,0.0,1277
60,KRC-CASDE,Časopisy pro děti,25.0,0.0,526
60,KRC-CASDO,Časopisy pro dospělé,101.0,0.0,524
60,KRC-DOPOR,Doporučujeme (dospělí),454.0,0.0,776
60,KRC-HRAB,Dnes vrácené knihy,181.0,0.0,522
60,KRC-KOMDE,Beletrie - děti,250.0,0.0,1278
60,KRC-KOMDO,Beletrie - dospělí,360.0,0.0,1279
60,KRC-LITDE,Beletrie - děti,4435.0,0.0,525
60,KRC-LITDE,Naučná - děti,1886.0,0.0,525
60,KRC-NAUDO,Naučná - dospělí,5956.0,0.0,1280
60,KRC-POEDIV,Beletrie - dospělí,380.0,0.0,1281
60,KRC-PRSK,Příruční sklad,1393.0,0.0,529
60,KRC-RODIC,Beletrie - dospělí,57.0,0.0,1287
60,KRC-RODIC,Naučná - dospělí,181.0,0.0,1287
60,KRC-VYSTAV,Doporučujeme (dospělí),90.0,0.0,1282
60,REZERVACE,Rezervace,181.0,0.0,
61,MAL-BELDO,Beletrie - dospělí,3175.0,45.0,1037
61,MAL-CASDE,Časopisy pro děti,0.0,0.0,1041
61,MAL-CASDO,Časopisy pro dospělé,105.0,0.0,1039
61,MAL-DETI,Beletrie - děti,1243.0,30.0,1040
61,MAL-DETI,Naučná - děti,697.0,3.0,1040
61,MAL-DOPDE,Doporučujeme dětem,406.0,0.0,1045
61,MAL-DOPDO,Doporučujeme (dospělí),160.0,0.0,1043
61,MAL-DOPML,None,365.0,0.0,
61,MAL-HRAB,Dnes vrácené knihy,746.0,0.0,1046
61,MAL-KOMIKS,Beletrie - dospělí,200.0,3.0,1066
61,MAL-LITML,Beletrie - dospělí,668.0,0.0,1042
61,MAL-LITML,Naučná - dospělí,179.0,3.0,1042
61,MAL-NAUDO,Naučná - dospělí,2552.0,24.0,1038
61,REZERVACE,Rezervace,130.0,0.0,
61,SAMOPRA,Opravuje se na pobočce,27.0,0.0,
62,BAR-AKJK,AK,30.0,0.0,1255
62,BAR-BELDE,Beletrie - děti,2865.0,0.0,465
62,BAR-BELDO,Beletrie - dospělí,4730.0,0.0,461
62,BAR-CASDE,Časopisy pro děti,30.0,0.0,887
62,BAR-CASDO,Časopisy pro dospělé,120.0,0.0,888
62,BAR-DOPOR,Doporučujeme (dospělí),1349.0,0.0,765
62,BAR-HRAB,Dnes vrácené knihy,487.0,0.0,459
62,BAR-KOMDE,Beletrie - děti,100.0,0.0,1072
62,BAR-KOMDO,Beletrie - dospělí,100.0,0.0,1071
62,BAR-LEPOR,Beletrie - děti,200.0,0.0,1146
62,BAR-NAUDE,Naučná - děti,1368.0,2.0,464
62,BAR-NAUDO,Naučná - dospělí,3897.0,18.0,462
62,BAR-PRSK,Opravuje se na pobočce,361.0,0.0,675
62,BAR-VSMS,CD,301.0,0.0,1145
62,REZERVACE,Rezervace,361.0,0.0,
65,NONE,Dnes vrácené knihy,306.0,0.0,
65,NONE,Rezervace,153.0,0.0,
65,ZAH-BELDO,Beletrie - dospělí,2408.0,0.0,352
65,ZAH-CASDE,Časopisy pro děti,5.0,0.0,898
65,ZAH-CASDO,Časopisy pro dospělé,21.0,0.0,353
65,ZAH-CHFDE,Deskové hry,20.0,0.0,346
65,ZAH-CHFDE,Naučná - dospělí,23.0,0.0,346
65,ZAH-DETI,Beletrie - děti,2162.0,0.5,360
65,ZAH-DETI,Naučná - děti,1589.0,5.5,360
65,ZAH-DOPOR,Doporučujeme (dospělí),182.0,0.0,794
65,ZAH-DOPORD,Naučná - děti,26.0,0.0,795
65,ZAH-KOMDO,Beletrie - dospělí,200.0,0.0,1070
65,ZAH-KOMIKS,Beletrie - děti,150.0,0.0,899
65,ZAH-LEPDE,Beletrie - děti,90.0,0.0,1069
65,ZAH-LEPDE,Naučná - děti,60.0,0.0,1069
65,ZAH-NAUDE,Beletrie - dospělí,262.0,10.0,355
65,ZAH-NAUDE,Naučná - dospělí,751.0,12.0,355
65,ZAH-NAUDO,Naučná - dospělí,3640.0,34.75,351
65,ZAH-POEDIV,Beletrie - dospělí,281.0,6.5,361
65,ZAH-SCIFI,Beletrie - dospělí,484.0,13.0,359
65,ZAH-SCIFI,Beletrie - děti,107.0,5.0,359
65,ZAH-VSMS,CD,50.0,0.0,748
66,CHM-BELDO,Beletrie - dospělí,5271.0,0.0,537
66,CHM-CASDE,Časopisy pro děti,21.0,0.0,985
66,CHM-CASDO,Časopisy pro dospělé,21.0,0.0,984
66,CHM-DOPOR,Deskové hry,25.0,0.0,773
66,CHM-DOPOR,Dnes vrácené knihy,133.0,0.0,773
66,CHM-DOPOR,Doporučujeme (dospělí),144.0,0.0,773
66,CHM-DOPOR,Doporučujeme dětem,240.0,0.0,773
66,CHM-KOMDE,Beletrie - děti,125.0,0.0,987
66,CHM-KOMDO,Beletrie - dospělí,160.0,0.0,986
66,CHM-LITDE,Beletrie - děti,2680.0,0.0,539
66,CHM-LITDE,Naučná - děti,1412.0,1.0,539
66,CHM-NAUDO,CHM-NAUDO,9.0,0.0,538
66,CHM-NAUDO,JK,40.0,0.0,538
66,CHM-NAUDO,Naučná - dospělí,6529.0,5.0,538
66,CHM-VSMS,CD,17.0,0.0,737
66,CHM-VYST,Doporučujeme (dospělí),28.0,0.0,988
66,NONE,Rezervace,331.0,0.0,
70,REZERVACE,Rezervace,227.0,0.0,
70,SKA-BELDO,Beletrie - dospělí,3959.0,91.5,544
70,SKA-CASDE,Časopisy pro děti,30.0,0.0,952
70,SKA-CASDO,Časopisy pro dospělé,256.0,0.0,951
70,SKA-DOPOR,Doporučujeme (dospělí),370.0,0.0,792
70,SKA-HRAB,Dnes vrácené knihy,90.0,0.0,547
70,SKA-KOMIKS,None,200.0,6.0,1150
70,SKA-LITDE,Beletrie - děti,2012.0,32.0,543
70,SKA-LITDE,Naučná - děti,720.0,0.0,543
70,SKA-NAUDO,Naučná - dospělí,3949.0,71.0,545
70,SKA-VSMS,CD,30.0,0.0,743
81,LUZ-BELCAS,Časopisy pro dospělé,61.0,0.0,871
81,LUZ-BELDO,Beletrie - dospělí,6719.0,0.0,136
81,LUZ-CIZJAZ,AK,305.0,0.0,875
81,LUZ-CIZJAZ,Beletrie - dospělí,1481.0,0.0,875
81,LUZ-CIZJAZ,Beletrie - děti,217.0,0.0,875
81,LUZ-DEBEL,Beletrie - děti,5054.0,0.0,167
81,LUZ-DELEP,Beletrie - děti,100.0,0.0,1086
81,LUZ-DENA,Naučná - děti,3399.0,0.0,168
81,LUZ-DETCAS,Časopisy pro děti,61.0,0.0,870
81,LUZ-DOPOR,Doporučujeme (dospělí),1827.0,0.0,777
81,LUZ-DOPORD,Doporučujeme dětem,731.0,0.0,869
81,LUZ-HRAB,Dnes vrácené knihy,609.0,0.0,140
81,LUZ-KOMDE,Beletrie - děti,200.0,0.0,1256
81,LUZ-KOMDO,Beletrie - dospělí,300.0,0.0,1257
81,LUZ-MAPY,None,0.0,0.0,873
81,LUZ-NAUCAS,Časopisy pro dospělé,183.0,0.0,872
81,LUZ-NAUDO,Naučná - dospělí,12349.0,0.0,137
81,LUZ-VSMS,CD,0.0,0.0,874
81,LUZ-YA,Doporučujeme (dospělí),546.0,0.0,1224
81,REZERVACE,Rezervace,609.0,0.0,
84,REZERVACE,Rezervace,168.0,0.0,
84,STO-AKJK,AK,34.0,0.0,1222
84,STO-BELDE,Beletrie - děti,2967.0,0.0,617
84,STO-BELDO,Beletrie - dospělí,5177.0,0.0,614
84,STO-CASDE,Časopisy pro děti,51.0,0.0,920
84,STO-CASDO,Časopisy pro dospělé,69.0,0.0,919
84,STO-DOPOR,Doporučujeme (dospělí),176.0,0.0,758
84,STO-DOPORD,Doporučujeme dětem,353.0,0.0,1223
84,STO-HRAB,Dnes vrácené knihy,336.0,0.0,582
84,STO-KOMDE,Beletrie - děti,120.0,0.0,1075
84,STO-KOMDO,Beletrie - dospělí,150.0,0.0,1074
84,STO-LEPOR,Beletrie - děti,100.0,0.0,1147
84,STO-NAUDE,Naučná - děti,1614.0,0.0,618
84,STO-NAUDO,Naučná - dospělí,2733.0,0.0,615
84,STO-PRSK,Příruční sklad,914.0,0.0,620
84,STO-VSMS,CD,168.0,0.0,744
87,NONE,Rezervace,235.0,0.0,
87,RAJ-CASDE,Časopisy pro děti,16.0,0.0,943
87,RAJ-CASDO,Časopisy pro dospělé,98.0,0.0,942
87,RAJ-DOPOR,CD,22.0,0.0,769
87,RAJ-DOPOR,Doporučujeme (dospělí),158.0,0.0,769
87,RAJ-HRAB,Dnes vrácené knihy,147.0,0.0,472
87,RAJ-KOMDE,Beletrie - děti,90.0,0.0,1059
87,RAJ-KOMDO,Beletrie - dospělí,155.0,0.0,1060
87,RAJ-LITDE,Beletrie - děti,1591.0,0.0,474
87,RAJ-LITDE,Naučná - děti,695.0,0.0,474
87,RAJ-LITDO,Beletrie - dospělí,3137.0,89.0,473
87,RAJ-LITDO,Naučná - dospělí,2281.0,3.5,473
87,RAJ-MLSLDE,CD,0.0,0.0,1061
87,RAJ-MLSLDO,CD,0.0,0.0,1062
87,RAJ-PRSK,Příruční sklad,270.0,0.0,1132
87,VÝSTAVKA DOSPĚLÍ,Doporučujeme (dospělí),0.0,0.0,
87,VÝSTAVKA DĚTI,Deskové hry,20.0,0.0,
87,VÝSTAVKA DĚTI,Doporučujeme dětem,79.0,0.0,
88,DAB-BELDO,Beletrie - dospělí,7466.0,0.0,515
88,DAB-CASDE,Časopisy pro děti,30.0,0.0,945
88,DAB-CASDO,Časopisy pro dospělé,0.0,0.0,520
88,DAB-DOPOR,Deskové hry,151.0,0.0,770
88,DAB-DOPOR,Doporučujeme (dospělí),301.0,0.0,770
88,DAB-HRAB,Dnes vrácené knihy,572.0,0.0,512
88,DAB-JAZYK,Beletrie - dospělí,470.0,0.0,516
88,DAB-JAZYK,Naučná - dospělí,430.0,0.0,516
88,DAB-JK/AK,AK,217.0,0.0,1137
88,DAB-JK/AK,JK,526.0,0.0,1137
88,DAB-KOMDO,Beletrie - dospělí,300.0,0.0,971
88,DAB-LITDE,Beletrie - děti,4624.0,0.0,513
88,DAB-LITDE,Deskové hry,60.0,0.0,513
88,DAB-LITDE,Doporučujeme dětem,140.0,0.0,513
88,DAB-LITDE,Naučná - děti,1477.0,0.0,513
88,DAB-MAPY,Naučná - dospělí,150.0,0.0,970
88,DAB-NAUC,Naučná - dospělí,13557.0,0.0,514
88,DAB-PIKTO,Beletrie - dospělí,1055.0,0.0,517
88,DAB-POEZIE,Beletrie - dospělí,477.0,0.0,969
88,DAB-VSMS,CD,25.0,0.0,731
88,DAB-VYSTAV,Doporučujeme (dospělí),26.0,0.0,1221
88,NONE,Rezervace,482.0,0.0,
89,JIR-AUDIO,CD,368.0,0.0,1007
89,JIR-BELDO,Beletrie - dospělí,10276.0,0.0,247
89,JIR-CASOP,Časopisy pro dospělé,131.0,0.0,254
89,JIR-DETCAS,Časopisy pro děti,39.0,0.0,250
89,JIR-DOPOR,Beletrie - dospělí,310.0,0.0,774
89,JIR-DOPOR,Deskové hry,20.0,0.0,774
89,JIR-HRAB,Dnes vrácené knihy,289.0,0.0,255
89,JIR-KOM,Beletrie - dospělí,160.0,0.0,1006
89,JIR-LEPOR,Beletrie - děti,190.0,0.0,1065
89,JIR-LITDE,Beletrie - děti,3663.0,0.0,249
89,JIR-LITDE,Naučná - děti,1748.0,0.0,249
89,JIR-NAUDO,Naučná - dospělí,6526.0,0.0,251
89,JIR-SAMOPRA,Opravuje se na pobočce,95.0,0.0,
89,JIR-ZIVOT,Beletrie - dospělí,85.0,0.0,1249
89,JIR-ZIVOT,Naučná - dospělí,165.0,0.0,1249
89,REZERVACE,Rezervace,260.0,0.0,
92,JEN-DEPJST,Beletrie - dospělí,547140.0,0.0,1067
92,JEN-PV,Beletrie - dospělí,2158.0,0.0,863
92,JEN-PVP,Beletrie - dospělí,56100.0,0.0,862
92,JEN-ZASOB,Beletrie - dospělí,79223.0,0.0,867
