stav_fondu_celkem,kapacita_celkem,stav_pri_pokryti_kapacitou,pocet_lokaci,pocet_lokaci_s_kapacitou,naplnenost_pct
1573683.0,1604733.0,1162203.0,963,571,72.42344988231687
