lokace_id,lokace_short,lokace_short_norm,knoddel_cisloknih,knoddel_nazev,stav_fondu_celkem_zdroj,datum,pobocka_cislo,je_realokace
215,DIT-POK,DIT-POK,51.0,Dittrichova,23,2025-09-30,51,False
211,DIT-HRAB,DIT-HRAB,51.0,Dittrichova,195,2025-09-30,51,False
212,DIT-LITDE,DIT-LITDE,51.0,Dittrichova,2640,2025-09-30,51,True
960,DIT-KOMDO,DIT-KOMDO,51.0,Dittrichova,308,2025-09-30,51,True
806,DIT-DOPOR,DIT-DOPOR,51.0,Dittrichova,41,2025-09-30,51,False
818,DIT-VYSTAV,DIT-VYSTAV,51.0,Dittrichova,295,2025-09-30,51,False
216,DIT-VITRIN,DIT-VITRIN,51.0,Dittrichova,30,2025-09-30,51,False
1068,DIT-KOMDE,DIT-KOMDE,51.0,Dittrichova,106,2025-09-30,51,True
217,DIT-DETCAS,DIT-DETCAS,51.0,Dittrichova,175,2025-09-30,51,False
1153,DED-DOPOR,DED-DOPOR,37.0,Dědina,155,2025-09-30,37,False
1078,DED-KOMIKS,DED-KOMIKS,37.0,Dědina,164,2025-09-30,37,True
851,DED-PERDE,DED-PERDE,37.0,Dědina,54,2025-09-30,37,False
822,DED-LITDE,DED-LITDE,37.0,Dědina,2509,2025-09-30,37,True
852,DED-PERDO,DED-PERDO,37.0,Dědina,285,2025-09-30,37,False
581,DED-POK,DED-POK,37.0,Dědina,17,2025-09-30,37,False
823,DED-LITDO,DED-LITDO,37.0,Dědina,4898,2025-09-30,37,True
732,DED-VSMS,DED-VSMS,37.0,Dědina,38,2025-09-30,37,False
821,DED-HRAB,DED-HRAB,37.0,Dědina,5,2025-09-30,37,False
754,RUS-DETI,RUS-DETI,56.0,Dům čtení,4486,2025-09-30,56,True
755,RUS-HRAB,RUS-HRAB,56.0,Dům čtení,223,2025-09-30,56,False
764,RUS-CTECKY,RUS-CTECKY,56.0,Dům čtení,2,2025-09-30,56,False
752,RUS-BELDO,RUS-BELDO,56.0,Dům čtení,11384,2025-09-30,56,True
756,RUS-SKLAD,RUS-SKLAD,56.0,Dům čtení,144,2025-09-30,56,False
811,RUS-MOF,RUS-MOF,56.0,Dům čtení,8,2025-09-30,56,False
757,RUS-DOPOR,RUS-DOPOR,56.0,Dům čtení,83,2025-09-30,56,False
948,RUS-OST1,RUS-OST1,56.0,Dům čtení,1985,2025-09-30,56,False
949,RUS-OST2,RUS-OST2,56.0,Dům čtení,437,2025-09-30,56,False
950,RUS-OST3,RUS-OST3,56.0,Dům čtení,949,2025-09-30,56,False
563,RUS-POK,RUS-POK,56.0,Dům čtení,99,2025-09-30,56,False
753,RUS-NAUDO,RUS-NAUDO,56.0,Dům čtení,8860,2025-09-30,56,True
1128,TRIDEXPED,TRIDEXPED,203.0,Expedice,1,2025-09-30,203,False
586,HLO-LITDE,HLO-LITDE,13.0,Hloubětín,1355,2025-09-30,13,True
589,HLO-PRSK,HLO-PRSK,13.0,Hloubětín,84,2025-09-30,13,False
1119,HLO-KOMDO,HLO-KOMDO,13.0,Hloubětín,110,2025-09-30,13,True
800,HLO-DOPOR,HLO-DOPOR,13.0,Hloubětín,178,2025-09-30,13,False
1121,HLO-LITDO,HLO-LITDO,13.0,Hloubětín,3136,2025-09-30,13,True
1120,HLO-KOMDE,HLO-KOMDE,13.0,Hloubětín,80,2025-09-30,13,True
541,HLO-HRAB,HLO-HRAB,13.0,Hloubětín,11,2025-09-30,13,False
734,HLO-VSMS,HLO-VSMS,13.0,Hloubětín,48,2025-09-30,13,False
585,HLO-CHF,HLO-CHF,13.0,Hloubětín,1,2025-09-30,13,False
540,HLO-POK,HLO-POK,13.0,Hloubětín,13,2025-09-30,13,False
1163,HLO-SELF,HLO-SELF,13.0,Hloubětín,1,2025-09-30,13,False
959,HLO-CASDE,HLO-CASDE,13.0,Hloubětín,1,2025-09-30,13,False
498,HOS-HRAB,HOS-HRAB,21.0,Hostivař,23,2025-09-30,21,False
1084,HOS-KOMDO,HOS-KOMDO,21.0,Hostivař,192,2025-09-30,21,True
735,HOS-VSMS,HOS-VSMS,21.0,Hostivař,43,2025-09-30,21,False
1085,HOS-KOMDE,HOS-KOMDE,21.0,Hostivař,121,2025-09-30,21,True
771,HOS-DOPOR,HOS-DOPOR,21.0,Hostivař,190,2025-09-30,21,False
495,HOS-CASDO,HOS-CASDO,21.0,Hostivař,111,2025-09-30,21,False
490,HOS-POK,HOS-POK,21.0,Hostivař,31,2025-09-30,21,False
493,HOS-BELDO,HOS-BELDO,21.0,Hostivař,3846,2025-09-30,21,True
1017,HOS-DOPDE,HOS-DOPDE,21.0,Hostivař,68,2025-09-30,21,False
496,HOS-LITDE,HOS-LITDE,21.0,Hostivař,2548,2025-09-30,21,True
494,HOS-NAUDO,HOS-NAUDO,21.0,Hostivař,3189,2025-09-30,21,True
885,HOS-CASDE,HOS-CASDE,21.0,Hostivař,13,2025-09-30,21,False
669,HRA-CHF,HRA-CHF,3.0,Hradčany,614,2025-09-30,3,False
671,HRA-POEDI,HRA-POEDI,3.0,Hradčany,176,2025-09-30,3,True
673,HRA-NAUDO,HRA-NAUDO,3.0,Hradčany,1092,2025-09-30,3,True
672,HRA-BELDO,HRA-BELDO,3.0,Hradčany,1245,2025-09-30,3,True
772,HRA-DOPOR,HRA-DOPOR,3.0,Hradčany,163,2025-09-30,3,False
652,HRA-HRAB,HRA-HRAB,3.0,Hradčany,58,2025-09-30,3,False
670,HRA-DE,HRA-DE,3.0,Hradčany,1108,2025-09-30,3,True
890,HRA-CASDE,HRA-CASDE,3.0,Hradčany,123,2025-09-30,3,False
674,HRA-PIKTO,HRA-PIKTO,3.0,Hradčany,151,2025-09-30,3,True
889,HRA-CASDO,HRA-CASDO,3.0,Hradčany,392,2025-09-30,3,False
1109,JEZ-KOMDO,JEZ-KOMDO,24.0,Jezerka,263,2025-09-30,24,True
549,JEZ-POK,JEZ-POK,24.0,Jezerka,62,2025-09-30,24,False
1103,JEZ-HRY,JEZ-HRY,24.0,Jezerka,33,2025-09-30,24,False
1294,JEZ-SKOLA,JEZ-SKOLA,24.0,Jezerka,131,2025-09-30,24,False
1111,JEZ-VSMS,JEZ-VSMS,24.0,Jezerka,63,2025-09-30,24,False
1098,JEZ-ATELI,JEZ-ATELI,24.0,Jezerka,137,2025-09-30,24,True
1114,JEZ-TEENS,JEZ-TEENS,24.0,Jezerka,1042,2025-09-30,24,True
1105,JEZ-HRABDO,JEZ-HRABDO,24.0,Jezerka,23,2025-09-30,24,False
1108,JEZ-KOMDE,JEZ-KOMDE,24.0,Jezerka,78,2025-09-30,24,True
1107,JEZ-DOPOR,JEZ-DOPOR,24.0,Jezerka,241,2025-09-30,24,False
1101,JEZ-CASDE,JEZ-CASDE,24.0,Jezerka,102,2025-09-30,24,False
1168,JEZ-SELF,JEZ-SELF,24.0,Jezerka,310,2025-09-30,24,False
1115,JEZ-ROD,JEZ-ROD,24.0,Jezerka,149,2025-09-30,24,True
1116,JEZ-ZIVOT,JEZ-ZIVOT,24.0,Jezerka,200,2025-09-30,24,True
1112,JEZ-NAUDO,JEZ-NAUDO,24.0,Jezerka,3037,2025-09-30,24,True
1110,JEZ-LEPOR,JEZ-LEPOR,24.0,Jezerka,209,2025-09-30,24,True
1099,JEZ-LITDE,JEZ-LITDE,24.0,Jezerka,2128,2025-09-30,24,True
1113,JEZ-PRSK,JEZ-PRSK,24.0,Jezerka,1740,2025-09-30,24,True
1102,JEZ-CASDO,JEZ-CASDO,24.0,Jezerka,394,2025-09-30,24,False
1100,JEZ-BELDO,JEZ-BELDO,24.0,Jezerka,3107,2025-09-30,24,True
1106,JEZ-HRABDE,JEZ-HRABDE,24.0,Jezerka,1,2025-09-30,24,False
1271,WCH-POK,WCH-POK,83.0,Kiosek Chodov,4,2025-09-30,83,False
1272,WCH-HRAB,WCH-HRAB,83.0,Kiosek Chodov,552,2025-09-30,83,False
1143,CCM-HRAB,CCM-HRAB,86.0,Kiosek CČM,100,2025-09-30,86,False
1142,CCM-POK,CCM-POK,86.0,Kiosek CČM,18,2025-09-30,86,False
1268,DBK-POK,DBK-POK,82.0,Kiosek DBK,1,2025-09-30,82,False
1269,DBK-HRAB,DBK-HRAB,82.0,Kiosek DBK,610,2025-09-30,82,False
801,KOB-DOPOR,KOB-DOPOR,7.0,Kobylisy,228,2025-09-30,7,False
763,KOB-HRABDE,KOB-HRABDE,7.0,Kobylisy,14,2025-09-30,7,False
605,KOB-VYLOHY,KOB-VYLOHY,7.0,Kobylisy,30,2025-09-30,7,False
802,KOB-DOPORD,KOB-DOPORD,7.0,Kobylisy,13,2025-09-30,7,False
603,KOB-DO,KOB-DO,7.0,Kobylisy,5911,2025-09-30,7,True
561,KOB-POK,KOB-POK,7.0,Kobylisy,70,2025-09-30,7,False
604,KOB-PRSK,KOB-PRSK,7.0,Kobylisy,768,2025-09-30,7,True
602,KOB-CHFDO,KOB-CHFDO,7.0,Kobylisy,25,2025-09-30,7,False
934,KOB-CASDE,KOB-CASDE,7.0,Kobylisy,11,2025-09-30,7,False
933,KOB-CASDO,KOB-CASDO,7.0,Kobylisy,44,2025-09-30,7,False
600,KOB-LITDE,KOB-LITDE,7.0,Kobylisy,3560,2025-09-30,7,True
601,KOB-CHFDE,KOB-CHFDE,7.0,Kobylisy,1,2025-09-30,7,False
562,KOB-HRAB,KOB-HRAB,7.0,Kobylisy,86,2025-09-30,7,False
1141,KOR-KOMDO,KOR-KOMDO,18.0,Korunní,431,2025-09-30,18,True
376,KOR-NAUDO,KOR-NAUDO,18.0,Korunní,8173,2025-09-30,18,True
993,KOR-DOPDE,KOR-DOPDE,18.0,Korunní,75,2025-09-30,18,False
991,KOR-JK,KOR-JK,18.0,Korunní,86,2025-09-30,18,False
946,KOR-CASDE,KOR-CASDE,18.0,Korunní,41,2025-09-30,18,False
1293,KOR-CDDE,KOR-CDDE,18.0,Korunní,131,2025-09-30,18,False
1008,KOR-CIZODE,KOR-CIZODE,18.0,Korunní,1533,2025-09-30,18,False
380,KOR-DETI,KOR-DETI,18.0,Korunní,4184,2025-09-30,18,True
378,KOR-CASDO,KOR-CASDO,18.0,Korunní,244,2025-09-30,18,False
374,KOR-POK,KOR-POK,18.0,Korunní,56,2025-09-30,18,False
1035,KOR-CIZODO,KOR-CIZODO,18.0,Korunní,830,2025-09-30,18,True
1209,KOR-YA,KOR-YA,18.0,Korunní,310,2025-09-30,18,True
994,KOR-KOMDE,KOR-KOMDE,18.0,Korunní,163,2025-09-30,18,True
775,KOR-DOPOR,KOR-DOPOR,18.0,Korunní,403,2025-09-30,18,False
995,KOR-MAPY,KOR-MAPY,18.0,Korunní,301,2025-09-30,18,False
992,KOR-AK,KOR-AK,18.0,Korunní,133,2025-09-30,18,False
373,KOR-HRAB,KOR-HRAB,18.0,Korunní,43,2025-09-30,18,False
989,KOR-CDDO,KOR-CDDO,18.0,Korunní,869,2025-09-30,18,False
375,KOR-BELDO,KOR-BELDO,18.0,Korunní,6519,2025-09-30,18,True
381,KOR-CHFDO,KOR-CHFDO,18.0,Korunní,1,2025-09-30,18,False
998,BB4-NAUBE,BB4-NAUBE,99.0,Krabice,8,2025-09-30,99,False
997,BB4-HRAB,BB4-HRAB,99.0,Krabice,14,2025-09-30,99,False
996,BB4-PULT,BB4-PULT,99.0,Krabice,2,2025-09-30,99,False
1286,KRC-LEPOR,KRC-LEPOR,60.0,Krč,40,2025-09-30,60,False
529,KRC-PRSK,KRC-PRSK,60.0,Krč,988,2025-09-30,60,False
1277,KRC-BELDO,KRC-BELDO,60.0,Krč,2918,2025-09-30,60,False
526,KRC-CASDE,KRC-CASDE,60.0,Krč,81,2025-09-30,60,False
525,KRC-LITDE,KRC-LITDE,60.0,Krč,4314,2025-09-30,60,True
524,KRC-CASDO,KRC-CASDO,60.0,Krč,228,2025-09-30,60,False
1287,KRC-RODIC,KRC-RODIC,60.0,Krč,139,2025-09-30,60,False
1280,KRC-NAUDO,KRC-NAUDO,60.0,Krč,4340,2025-09-30,60,False
1281,KRC-POEDIV,KRC-POEDIV,60.0,Krč,294,2025-09-30,60,False
1279,KRC-KOMDO,KRC-KOMDO,60.0,Krč,269,2025-09-30,60,False
1190,KRC-SELF,KRC-SELF,60.0,Krč,1,2025-09-30,60,False
527,KRC-CHFVYP,KRC-CHFVYP,60.0,Krč,1,2025-09-30,60,False
776,KRC-DOPOR,KRC-DOPOR,60.0,Krč,221,2025-09-30,60,False
522,KRC-HRAB,KRC-HRAB,60.0,Krč,93,2025-09-30,60,False
1278,KRC-KOMDE,KRC-KOMDE,60.0,Krč,173,2025-09-30,60,False
521,KRC-POK,KRC-POK,60.0,Krč,29,2025-09-30,60,False
1282,KRC-VYSTAV,KRC-VYSTAV,60.0,Krč,129,2025-09-30,60,False
1276,KRC-AUDIO,KRC-AUDIO,60.0,Krč,595,2025-09-30,60,False
1056,LET-LITDO,LET-LITDO,39.0,Letná,85,2025-09-30,39,True
1050,LET-DOPOR,LET-DOPOR,39.0,Letná,89,2025-09-30,39,False
1127,LET-LITDE,LET-LITDE,39.0,Letná,2127,2025-09-30,39,True
205,LET-POK,LET-POK,39.0,Letná,16,2025-09-30,39,False
1055,LET-HRAB,LET-HRAB,39.0,Letná,15,2025-09-30,39,False
1052,LET-CASDE,LET-CASDE,39.0,Letná,16,2025-09-30,39,False
1054,LET-KOMIKS,LET-KOMIKS,39.0,Letná,171,2025-09-30,39,True
140,LUZ-HRAB,LUZ-HRAB,81.0,Lužiny,51,2025-09-30,81,False
137,LUZ-NAUDO,LUZ-NAUDO,81.0,Lužiny,10799,2025-09-30,81,True
874,LUZ-VSMS,LUZ-VSMS,81.0,Lužiny,343,2025-09-30,81,False
871,LUZ-BELCAS,LUZ-BELCAS,81.0,Lužiny,177,2025-09-30,81,False
875,LUZ-CIZJAZ,LUZ-CIZJAZ,81.0,Lužiny,1836,2025-09-30,81,True
1086,LUZ-DELEP,LUZ-DELEP,81.0,Lužiny,149,2025-09-30,81,True
870,LUZ-DETCAS,LUZ-DETCAS,81.0,Lužiny,55,2025-09-30,81,False
872,LUZ-NAUCAS,LUZ-NAUCAS,81.0,Lužiny,468,2025-09-30,81,False
160,LUZ-POK,LUZ-POK,81.0,Lužiny,7,2025-09-30,81,False
164,LUZ-KAN,LUZ-KAN,81.0,Lužiny,2,2025-09-30,81,False
1224,LUZ-YA,LUZ-YA,81.0,Lužiny,368,2025-09-30,81,False
777,LUZ-DOPOR,LUZ-DOPOR,81.0,Lužiny,1022,2025-09-30,81,False
168,LUZ-DENA,LUZ-DENA,81.0,Lužiny,2355,2025-09-30,81,True
1257,LUZ-KOMDO,LUZ-KOMDO,81.0,Lužiny,597,2025-09-30,81,True
1256,LUZ-KOMDE,LUZ-KOMDE,81.0,Lužiny,300,2025-09-30,81,True
167,LUZ-DEBEL,LUZ-DEBEL,81.0,Lužiny,4221,2025-09-30,81,True
136,LUZ-BELDO,LUZ-BELDO,81.0,Lužiny,6983,2025-09-30,81,True
873,LUZ-MAPY,LUZ-MAPY,81.0,Lužiny,186,2025-09-30,81,False
869,LUZ-DOPORD,LUZ-DOPORD,81.0,Lužiny,604,2025-09-30,81,False
516,DAB-JAZYK,DAB-JAZYK,88.0,Ládví,697,2025-09-30,88,True
511,DAB-POK,DAB-POK,88.0,Ládví,54,2025-09-30,88,False
517,DAB-PIKTO,DAB-PIKTO,88.0,Ládví,904,2025-09-30,88,True
971,DAB-KOMDO,DAB-KOMDO,88.0,Ládví,352,2025-09-30,88,True
520,DAB-CASDO,DAB-CASDO,88.0,Ládví,251,2025-09-30,88,False
514,DAB-NAUC,DAB-NAUC,88.0,Ládví,10127,2025-09-30,88,True
515,DAB-BELDO,DAB-BELDO,88.0,Ládví,6982,2025-09-30,88,True
970,DAB-MAPY,DAB-MAPY,88.0,Ládví,163,2025-09-30,88,False
1137,DAB-JK/AK,DAB-JK/AK,88.0,Ládví,830,2025-09-30,88,False
731,DAB-VSMS,DAB-VSMS,88.0,Ládví,27,2025-09-30,88,False
945,DAB-CASDE,DAB-CASDE,88.0,Ládví,30,2025-09-30,88,False
1295,DAB-KOMDE,DAB-KOMDE,88.0,Ládví,45,2025-09-30,88,False
512,DAB-HRAB,DAB-HRAB,88.0,Ládví,286,2025-09-30,88,False
969,DAB-POEZIE,DAB-POEZIE,88.0,Ládví,440,2025-09-30,88,True
513,DAB-LITDE,DAB-LITDE,88.0,Ládví,4143,2025-09-30,88,True
1221,DAB-VYSTAV,DAB-VYSTAV,88.0,Ládví,55,2025-09-30,88,False
770,DAB-DOPOR,DAB-DOPOR,88.0,Ládví,103,2025-09-30,88,False
1296,DAB-LEPOR,DAB-LEPOR,88.0,Ládví,62,2025-09-30,88,False
967,MET-ROZTOK,MET-ROZTOK,94.0,MVK Roztoky,40,2025-09-30,94,False
876,MET-ZLICIN,MET-ZLICIN,94.0,MVK Zličín,7,2025-09-30,94,False
878,MET-REPY,MET-REPY,94.0,MVK Řepy,30,2025-09-30,94,False
571,MAL-POK,MAL-POK,61.0,Malešice,14,2025-09-30,61,False
1037,MAL-BELDO,MAL-BELDO,61.0,Malešice,3372,2025-09-30,61,True
1046,MAL-HRAB,MAL-HRAB,61.0,Malešice,476,2025-09-30,61,False
1066,MAL-KOMIKS,MAL-KOMIKS,61.0,Malešice,292,2025-09-30,61,True
1038,MAL-NAUDO,MAL-NAUDO,61.0,Malešice,2669,2025-09-30,61,True
1041,MAL-CASDE,MAL-CASDE,61.0,Malešice,16,2025-09-30,61,False
1039,MAL-CASDO,MAL-CASDO,61.0,Malešice,70,2025-09-30,61,False
1043,MAL-DOPDO,MAL-DOPDO,61.0,Malešice,297,2025-09-30,61,False
1042,MAL-LITML,MAL-LITML,61.0,Malešice,2,2025-09-30,61,True
1040,MAL-DETI,MAL-DETI,61.0,Malešice,2198,2025-09-30,61,True
1045,MAL-DOPDE,MAL-DOPDE,61.0,Malešice,737,2025-09-30,61,False
666,MOD-CAS,MOD-CAS,27.0,Modřany,138,2025-09-30,27,False
668,MOD-POEDIV,MOD-POEDIV,27.0,Modřany,418,2025-09-30,27,True
664,MOD-BELDE,MOD-BELDE,27.0,Modřany,3178,2025-09-30,27,True
741,MOD-VSMS,MOD-VSMS,27.0,Modřany,32,2025-09-30,27,False
779,MOD-DOPOR,MOD-DOPOR,27.0,Modřany,475,2025-09-30,27,False
624,MOD-HRAB,MOD-HRAB,27.0,Modřany,107,2025-09-30,27,False
662,MOD-NAU,MOD-NAU,27.0,Modřany,5203,2025-09-30,27,True
663,MOD-BELDO,MOD-BELDO,27.0,Modřany,5537,2025-09-30,27,True
661,MOD-CHF,MOD-CHF,27.0,Modřany,67,2025-09-30,27,False
858,MOD-KOM,MOD-KOM,27.0,Modřany,206,2025-09-30,27,True
1254,MOD-NAUDE,MOD-NAUDE,27.0,Modřany,1232,2025-09-30,27,True
579,MOD-POK,MOD-POK,27.0,Modřany,42,2025-09-30,27,False
780,NOV-DOPOR,NOV-DOPOR,41.0,Novodvorská,87,2025-09-30,41,False
905,NOV-MAPY,NOV-MAPY,41.0,Novodvorská,171,2025-09-30,41,False
241,NOV-DETCAS,NOV-DETCAS,41.0,Novodvorská,77,2025-09-30,41,False
238,NOV-BELDO,NOV-BELDO,41.0,Novodvorská,4269,2025-09-30,41,True
963,NOV-POEDI,NOV-POEDI,41.0,Novodvorská,302,2025-09-30,41,True
964,NOV-KOMDE,NOV-KOMDE,41.0,Novodvorská,93,2025-09-30,41,True
1285,NOV-VYSTAV,NOV-VYSTAV,41.0,Novodvorská,9,2025-09-30,41,False
966,NOV-MLSL,NOV-MLSL,41.0,Novodvorská,567,2025-09-30,41,False
962,NOV-AUDIO,NOV-AUDIO,41.0,Novodvorská,57,2025-09-30,41,False
830,NOV-KOMIKS,NOV-KOMIKS,41.0,Novodvorská,329,2025-09-30,41,True
242,NOV-NAUDO,NOV-NAUDO,41.0,Novodvorská,3962,2025-09-30,41,True
243,NOV-CHFOND,NOV-CHFOND,41.0,Novodvorská,7,2025-09-30,41,False
965,NOV-REZ,NOV-REZ,41.0,Novodvorská,2,2025-09-30,41,False
245,NOV-HRAB,NOV-HRAB,41.0,Novodvorská,125,2025-09-30,41,False
246,NOV-POK,NOV-POK,41.0,Novodvorská,11,2025-09-30,41,False
240,NOV-LITDE,NOV-LITDE,41.0,Novodvorská,3755,2025-09-30,41,True
244,NOV-CASOP,NOV-CASOP,41.0,Novodvorská,306,2025-09-30,41,False
285,OPA-MONOGR,OPA-MONOGR,58.0,Opatov,1871,2025-09-30,58,False
281,OPA-ARTCAS,OPA-ARTCAS,58.0,Opatov,807,2025-09-30,58,False
275,OPA-CASOP,OPA-CASOP,58.0,Opatov,772,2025-09-30,58,False
721,OPA-ARTSKL,OPA-ARTSKL,58.0,Opatov,7629,2025-09-30,58,False
279,OPA-ARTCHF,OPA-ARTCHF,58.0,Opatov,1416,2025-09-30,58,False
278,OPA-ARTO,OPA-ARTO,58.0,Opatov,5479,2025-09-30,58,False
272,OPA-SKLAD,OPA-SKLAD,58.0,Opatov,25278,2025-09-30,58,False
276,OPA-HRAB,OPA-HRAB,58.0,Opatov,848,2025-09-30,58,False
273,OPA-BELDO,OPA-BELDO,58.0,Opatov,12729,2025-09-30,58,True
271,OPA-DETCAS,OPA-DETCAS,58.0,Opatov,99,2025-09-30,58,False
277,OPA-VITRIN,OPA-VITRIN,58.0,Opatov,151,2025-09-30,58,False
1010,OPA-DETCD,OPA-DETCD,58.0,Opatov,93,2025-09-30,58,False
282,OPA-POK,OPA-POK,58.0,Opatov,75,2025-09-30,58,False
882,OPA-KOMIKS,OPA-KOMIKS,58.0,Opatov,757,2025-09-30,58,True
286,OPA-DETINF,OPA-DETINF,58.0,Opatov,2,2025-09-30,58,False
270,OPA-LITDE,OPA-LITDE,58.0,Opatov,6091,2025-09-30,58,True
1009,OPA-CD,OPA-CD,58.0,Opatov,450,2025-09-30,58,False
280,OPA-ARTMAP,OPA-ARTMAP,58.0,Opatov,644,2025-09-30,58,False
269,OPA-STUCAS,OPA-STUCAS,58.0,Opatov,34,2025-09-30,58,False
1033,OPA-LEPSKL,OPA-LEPSKL,58.0,Opatov,3,2025-09-30,58,False
274,OPA-NAUDO,OPA-NAUDO,58.0,Opatov,15535,2025-09-30,58,True
1021,OPA-MAPY,OPA-MAPY,58.0,Opatov,511,2025-09-30,58,False
267,OPA-STUD,OPA-STUD,58.0,Opatov,1950,2025-09-30,58,False
1138,OPA-DETKOM,OPA-DETKOM,58.0,Opatov,155,2025-09-30,58,True
850,OPA-LITLEP,OPA-LITLEP,58.0,Opatov,88,2025-09-30,58,True
809,OPA-DOPOR,OPA-DOPOR,58.0,Opatov,97,2025-09-30,58,False
693,OPA-CHRREG,OPA-CHRREG,58.0,Opatov,50,2025-09-30,58,False
961,OPA-AUDIO,OPA-AUDIO,58.0,Opatov,215,2025-09-30,58,False
917,OSV-CASDE,OSV-CASDE,48.0,Ostrovského,59,2025-09-30,48,False
1258,OSV-KOMDO,OSV-KOMDO,48.0,Ostrovského,213,2025-09-30,48,True
916,OSV-CASDO,OSV-CASDO,48.0,Ostrovského,206,2025-09-30,48,False
761,OSV-VSMS,OSV-VSMS,48.0,Ostrovského,48,2025-09-30,48,False
1260,OSV-LEPOR,OSV-LEPOR,48.0,Ostrovského,68,2025-09-30,48,True
655,OSV-NAUDO,OSV-NAUDO,48.0,Ostrovského,2524,2025-09-30,48,True
781,OSV-DOPOR,OSV-DOPOR,48.0,Ostrovského,176,2025-09-30,48,False
654,OSV-BELDE,OSV-BELDE,48.0,Ostrovského,1754,2025-09-30,48,True
573,OSV-POK,OSV-POK,48.0,Ostrovského,20,2025-09-30,48,False
629,OSV-HRAB,OSV-HRAB,48.0,Ostrovského,34,2025-09-30,48,False
782,OSV-DOPORD,OSV-DOPORD,48.0,Ostrovského,71,2025-09-30,48,False
653,OSV-BELDO,OSV-BELDO,48.0,Ostrovského,2110,2025-09-30,48,True
1259,OSV-KOMDE,OSV-KOMDE,48.0,Ostrovského,53,2025-09-30,48,True
370,OST-DETI,OST-DETI,4.0,Ostrčilovo nám.,1762,2025-09-30,4,True
805,OST-DOPOR,OST-DOPOR,4.0,Ostrčilovo nám.,82,2025-09-30,4,False
366,OST-NAUDO,OST-NAUDO,4.0,Ostrčilovo nám.,1911,2025-09-30,4,True
893,OST-KOMIKS,OST-KOMIKS,4.0,Ostrčilovo nám.,164,2025-09-30,4,True
365,OST-CHF,OST-CHF,4.0,Ostrčilovo nám.,1,2025-09-30,4,False
892,OST-CASDE,OST-CASDE,4.0,Ostrčilovo nám.,44,2025-09-30,4,False
371,OST-POK,OST-POK,4.0,Ostrčilovo nám.,15,2025-09-30,4,False
891,OST-CASDO,OST-CASDO,4.0,Ostrčilovo nám.,187,2025-09-30,4,False
368,OST-HRAB,OST-HRAB,4.0,Ostrčilovo nám.,115,2025-09-30,4,False
762,OST-VSMS,OST-VSMS,4.0,Ostrčilovo nám.,15,2025-09-30,4,False
367,OST-BEL,OST-BEL,4.0,Ostrčilovo nám.,3941,2025-09-30,4,True
1250,NVE-LEP,NVE-LEP,43.0,Pankrác,119,2025-09-30,43,True
467,NVE-POK,NVE-POK,43.0,Pankrác,12,2025-09-30,43,False
499,NVE-LITML,NVE-LITML,43.0,Pankrác,4289,2025-09-30,43,True
504,NVE-HRAB,NVE-HRAB,43.0,Pankrác,18,2025-09-30,43,False
844,NVE-POEDE,NVE-POEDE,43.0,Pankrác,160,2025-09-30,43,True
500,NVE-LITDE,NVE-LITDE,43.0,Pankrác,2640,2025-09-30,43,True
784,NVE-DOPOR,NVE-DOPOR,43.0,Pankrác,12,2025-09-30,43,False
843,NVE-KOMDO,NVE-KOMDO,43.0,Pankrác,59,2025-09-30,43,True
1023,NVE-KOMDE,NVE-KOMDE,43.0,Pankrác,105,2025-09-30,43,True
907,NVE-CASDE,NVE-CASDE,43.0,Pankrác,264,2025-09-30,43,False
906,NVE-CASDO,NVE-CASDO,43.0,Pankrác,125,2025-09-30,43,False
507,NVE-CHFDE,NVE-CHFDE,43.0,Pankrác,387,2025-09-30,43,True
1237,PET-HRAB2,PET-HRAB2,42.0,Petřiny,66,2025-09-30,42,False
1242,PET-KOMDO2,PET-KOMDO2,42.0,Petřiny,416,2025-09-30,42,True
1238,PET-DOPML2,PET-DOPML2,42.0,Petřiny,40,2025-09-30,42,False
1231,PET-KOMDE1,PET-KOMDE1,42.0,Petřiny,58,2025-09-30,42,True
1240,PET-LITML2,PET-LITML2,42.0,Petřiny,1211,2025-09-30,42,True
1226,PET-CASDE1,PET-CASDE1,42.0,Petřiny,43,2025-09-30,42,False
1241,PET-NAUDO2,PET-NAUDO2,42.0,Petřiny,3780,2025-09-30,42,True
1239,PET-DOPOR2,PET-DOPOR2,42.0,Petřiny,221,2025-09-30,42,False
1235,PET-VITRI1,PET-VITRI1,42.0,Petřiny,93,2025-09-30,42,False
1232,PET-LEPDE1,PET-LEPDE1,42.0,Petřiny,184,2025-09-30,42,True
1236,PET-BELDO2,PET-BELDO2,42.0,Petřiny,4086,2025-09-30,42,True
478,PET-HRAB,PET-HRAB,42.0,Petřiny,267,2025-09-30,42,False
477,PET-POK,PET-POK,42.0,Petřiny,18,2025-09-30,42,False
1233,PET-LITDE1,PET-LITDE1,42.0,Petřiny,1453,2025-09-30,42,True
1230,PET-DOPOR1,PET-DOPOR1,42.0,Petřiny,87,2025-09-30,42,False
1229,PET-DOPDE1,PET-DOPDE1,42.0,Petřiny,75,2025-09-30,42,False
1228,PET-HRAB1,PET-HRAB1,42.0,Petřiny,7,2025-09-30,42,False
1234,PET-VSMS1,PET-VSMS1,42.0,Petřiny,17,2025-09-30,42,False
1227,PET-CASDO1,PET-CASDO1,42.0,Petřiny,277,2025-09-30,42,False
