lokace_id,oznaceni,typ
629,None,Dnes vrácené knihy
1227,None,Časopisy pro dospělé
1226,None,Časopisy pro děti
411,None,Dnes vrácené knihy
884,None,AK
807,None,Doporučujeme (dospělí)
808,None,Doporučujeme dětem
1149,None,JK
582,None,Dnes vrácené knihy
758,None,Doporučujeme (dospělí)
1223,None,Doporučujeme dětem
744,None,CD
816,None,CD
353,None,Časopisy pro dospělé
898,None,Časopisy pro děti
897,None,Časopisy pro děti
887,None,Časopisy pro děti
915,None,Časopisy pro děti
216,None,Časopisy pro děti
755,None,Dnes vrácené knihy
1007,None,CD
250,None,Časopisy pro děti
774,None,Beletrie - dospělí
255,None,Dnes vrácené knihy
1101,None,None
1102,None,None
1103,None,None
1107,None,None
526,None,Časopisy pro děti
524,None,Časopisy pro dospělé
1055,None,Dnes vrácené knihy
870,None,Časopisy pro děti
1046,None,Dnes vrácené knihy
241,None,None
1009,None,CD
1010,None,CD
499,None,JK
907,None,Časopisy pro děti
906,None,Časopisy pro dospělé
504,None,Dnes vrácené knihy
472,None,Dnes vrácené knihy
413,None,JK
807,None,Deskové hry
883,None,None
1057,None,Časopisy pro děti
1027,None,Deskové hry
433,None,Dnes vrácené knihy
788,None,Doporučujeme (dospělí)
1026,None,CD
920,None,Časopisy pro děti
111,None,AK
87,None,Sklad
134,None,Chráněný fond
1089,None,DVD - dětské knihy v přízemí
68,None,Chráněný fond
1022,None,JK
1136,None,Komiksy - knihy na galerii pro mládež
1031,None,CD
66,None,Chráněný fond
1,None,Naučná - dospělí
1135,None,Beletrie - děti
24,None,Studovna pro děti a mládež
27,None,Naučná - dospělí
64,None,Příruční sklad
1129,None,Tematické výstavky na příčné galerii pro mládež
25,None,Sklad
1217,None,Dnes vrácené knihy
559,None,Dnes vrácené knihy
745,None,CD
452,None,Dnes vrácené knihy
638,C - DOMÁCNOST.,Naučná - děti
638,D - DĚJINY. DĚJEPIS.,Naučná - děti
638,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
638,K - PŘÍRODNÍ VĚDY.,Naučná - děti
638,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
638,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
638,T - TECHNIKA.,Naučná - děti
638,V - HUDBA.,Naučná - děti
638,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
638,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
822,K - PŘÍRODNÍ VĚDY.,Naučná - děti
822,X - LITERATURA.,Naučná - děti
715,C - DOMÁCNOST.,Naučná - děti
715,K - PŘÍRODNÍ VĚDY.,Naučná - děti
715,X - LITERATURA.,Naučná - děti
212,C - DOMÁCNOST.,Naučná - děti
754,C - DOMÁCNOST.,Naučná - děti
754,D - DĚJINY. DĚJEPIS.,Naučná - děti
754,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
754,K - PŘÍRODNÍ VĚDY.,Naučná - děti
754,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
754,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
754,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
754,S - UMĚNÍ.,Naučná - děti
754,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
754,V - HUDBA.,Naučná - děti
754,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
754,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
249,C - DOMÁCNOST.,Naučná - děti
249,D - DĚJINY. DĚJEPIS.,Naučná - děti
249,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
249,K - PŘÍRODNÍ VĚDY.,Naučná - děti
249,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
249,R - JAZYKOVĚDA.,Naučná - děti
249,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
1099,C - DOMÁCNOST.,Naučná - děti
1099,D - DĚJINY. DĚJEPIS.,Naučná - děti
1099,K - PŘÍRODNÍ VĚDY.,Naučná - děti
1099,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
1114,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
380,C - DOMÁCNOST.,Naučná - děti
380,D - DĚJINY. DĚJEPIS.,Naučná - děti
380,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
380,K - PŘÍRODNÍ VĚDY.,Naučná - děti
380,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
525,D - DĚJINY. DĚJEPIS.,Naučná - děti
525,K - PŘÍRODNÍ VĚDY.,Naučná - děti
1127,D - DĚJINY. DĚJEPIS.,Naučná - děti
1127,K - PŘÍRODNÍ VĚDY.,Naučná - děti
1127,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
1127,T - TECHNIKA.,Naučná - děti
1127,X - LITERATURA.,Naučná - děti
1127,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
168,C - DOMÁCNOST.,Naučná - děti
168,D - DĚJINY. DĚJEPIS.,Naučná - děti
168,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
168,K - PŘÍRODNÍ VĚDY.,Naučná - děti
168,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
168,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
168,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
168,R - JAZYKOVĚDA.,Naučná - děti
168,S - UMĚNÍ.,Naučná - děti
168,T - TECHNIKA.,Naučná - děti
168,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
168,V - HUDBA.,Naučná - děti
168,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
168,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
655,C - DOMÁCNOST.,Naučná - děti
655,D - DĚJINY. DĚJEPIS.,Naučná - děti
655,K - PŘÍRODNÍ VĚDY.,Naučná - děti
655,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
500,C - DOMÁCNOST.,Naučná - děti
500,D - DĚJINY. DĚJEPIS.,Naučná - děti
500,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
500,K - PŘÍRODNÍ VĚDY.,Naučná - děti
500,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
500,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
500,X - LITERATURA.,Naučná - děti
500,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
1233,X - LITERATURA.,Naučná - děti
415,C - DOMÁCNOST.,Naučná - děti
415,D - DĚJINY. DĚJEPIS.,Naučná - děti
415,K - PŘÍRODNÍ VĚDY.,Naučná - děti
415,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
415,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
415,S - UMĚNÍ.,Naučná - děti
393,C - DOMÁCNOST.,Naučná - děti
393,D - DĚJINY. DĚJEPIS.,Naučná - děti
393,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
393,K - PŘÍRODNÍ VĚDY.,Naučná - děti
393,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
393,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
393,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
393,S - UMĚNÍ.,Naučná - děti
393,T - TECHNIKA.,Naučná - děti
393,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
393,V - HUDBA.,Naučná - děti
393,X - LITERATURA.,Naučná - děti
393,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
393,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
437,D - DĚJINY. DĚJEPIS.,Naučná - děti
437,G - SPOLEČENSKÉ VĚDY.,Naučná - děti
437,K - PŘÍRODNÍ VĚDY.,Naučná - děti
437,V - HUDBA.,Naučná - děti
437,X - LITERATURA.,Naučná - děti
618,C - DOMÁCNOST.,Naučná - děti
618,D - DĚJINY. DĚJEPIS.,Naučná - děti
618,K - PŘÍRODNÍ VĚDY.,Naučná - děti
618,V - HUDBA.,Naučná - děti
618,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
1212,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
1212,K - PŘÍRODNÍ VĚDY.,Naučná - děti
1212,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
1212,S - UMĚNÍ.,Naučná - děti
1212,T - TECHNIKA.,Naučná - děti
1212,V - HUDBA.,Naučná - děti
1212,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
1212,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
539,D - DĚJINY. DĚJEPIS.,Naučná - děti
539,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
539,K - PŘÍRODNÍ VĚDY.,Naučná - děti
701,D - DĚJINY. DĚJEPIS.,Naučná - děti
701,K - PŘÍRODNÍ VĚDY.,Naučná - děti
701,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
360,D - DĚJINY. DĚJEPIS.,Naučná - děti
360,K - PŘÍRODNÍ VĚDY.,Naučná - děti
360,S - UMĚNÍ.,Naučná - děti
360,V - HUDBA.,Naučná - děti
1003,D - DĚJINY. DĚJEPIS.,Naučná - děti
1003,K - PŘÍRODNÍ VĚDY.,Naučná - děti
1003,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
822,C - DOMÁCNOST.,Naučná - děti
822,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
822,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
822,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
822,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
822,R - JAZYKOVĚDA.,Naučná - děti
822,S - UMĚNÍ.,Naučná - děti
822,T - TECHNIKA.,Naučná - děti
822,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
822,V - HUDBA.,Naučná - děti
822,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
822,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
715,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
715,R - JAZYKOVĚDA.,Naučná - děti
715,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
249,X - LITERATURA.,Naučná - děti
1099,G - SPOLEČENSKÉ VĚDY.,Naučná - děti
1099,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
1099,R - JAZYKOVĚDA.,Naučná - děti
1099,S - UMĚNÍ.,Naučná - děti
1099,T - TECHNIKA.,Naučná - děti
1099,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
1099,V - HUDBA.,Naučná - děti
1099,X - LITERATURA.,Naučná - děti
380,X - LITERATURA.,Naučná - děti
525,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
525,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
525,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
525,R - JAZYKOVĚDA.,Naučná - děti
525,S - UMĚNÍ.,Naučná - děti
525,T - TECHNIKA.,Naučná - děti
525,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
525,V - HUDBA.,Naučná - děti
525,X - LITERATURA.,Naučná - děti
525,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
525,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
1127,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
1127,R - JAZYKOVĚDA.,Naučná - děti
1127,S - UMĚNÍ.,Naučná - děti
1127,V - HUDBA.,Naučná - děti
655,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
655,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
500,G - SPOLEČENSKÉ VĚDY.,Naučná - děti
500,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
474,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
474,R - JAZYKOVĚDA.,Naučná - děti
474,T - TECHNIKA.,Naučná - děti
474,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
474,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
393,GOW - společný OCH,Naučná - děti
437,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
437,R - JAZYKOVĚDA.,Naučná - děti
437,T - TECHNIKA.,Naučná - děti
618,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
618,X - LITERATURA.,Naučná - děti
1212,C - DOMÁCNOST.,Naučná - děti
1212,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
539,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
701,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
701,R - JAZYKOVĚDA.,Naučná - děti
701,S - UMĚNÍ.,Naučná - děti
701,T - TECHNIKA.,Naučná - děti
701,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
701,V - HUDBA.,Naučná - děti
360,X - LITERATURA.,Naučná - děti
1003,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
1003,R - JAZYKOVĚDA.,Naučná - děti
1003,S - UMĚNÍ.,Naučná - děti
1003,T - TECHNIKA.,Naučná - děti
1003,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
1003,V - HUDBA.,Naučná - děti
1003,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
1003,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
148,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
822,D - DĚJINY. DĚJEPIS.,Naučná - děti
715,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
715,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
715,T - TECHNIKA.,Naučná - děti
715,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
715,V - HUDBA.,Naučná - děti
715,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
754,R - JAZYKOVĚDA.,Naučná - děti
754,T - TECHNIKA.,Naučná - děti
754,X - LITERATURA.,Naučná - děti
249,G - SPOLEČENSKÉ VĚDY.,Naučná - děti
249,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
249,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
249,S - UMĚNÍ.,Naučná - děti
249,T - TECHNIKA.,Naučná - děti
249,V - HUDBA.,Naučná - děti
249,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
249,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
1099,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
1099,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
1099,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
380,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
380,S - UMĚNÍ.,Naučná - děti
380,T - TECHNIKA.,Naučná - děti
380,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
380,V - HUDBA.,Naučná - děti
380,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
525,C - DOMÁCNOST.,Naučná - děti
525,GOW - společný OCH,Naučná - děti
525,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
1127,C - DOMÁCNOST.,Naučná - děti
1127,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
1127,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
1127,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
1127,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
168,X - LITERATURA.,Naučná - děti
168,GOW - společný OCH,Naučná - děti
655,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
655,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
655,R - JAZYKOVĚDA.,Naučná - děti
655,S - UMĚNÍ.,Naučná - děti
655,T - TECHNIKA.,Naučná - děti
655,V - HUDBA.,Naučná - děti
655,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
500,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
500,R - JAZYKOVĚDA.,Naučná - děti
500,S - UMĚNÍ.,Naučná - děti
500,T - TECHNIKA.,Naučná - děti
500,V - HUDBA.,Naučná - děti
500,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
1233,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
474,C - DOMÁCNOST.,Naučná - děti
474,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
474,V - HUDBA.,Naučná - děti
415,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
415,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
415,R - JAZYKOVĚDA.,Naučná - děti
415,T - TECHNIKA.,Naučná - děti
415,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
415,V - HUDBA.,Naučná - děti
415,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
415,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
393,R - JAZYKOVĚDA.,Naučná - děti
437,C - DOMÁCNOST.,Naučná - děti
437,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
437,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
437,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
437,S - UMĚNÍ.,Naučná - děti
437,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
437,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
437,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
618,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
618,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
618,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
618,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
618,R - JAZYKOVĚDA.,Naučná - děti
618,S - UMĚNÍ.,Naučná - děti
618,T - TECHNIKA.,Naučná - děti
618,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
1212,D - DĚJINY. DĚJEPIS.,Naučná - děti
1212,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
539,C - DOMÁCNOST.,Naučná - děti
539,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
539,T - TECHNIKA.,Naučná - děti
539,V - HUDBA.,Naučná - děti
539,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
539,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
701,C - DOMÁCNOST.,Naučná - děti
701,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
701,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
701,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
701,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
360,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
360,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
360,R - JAZYKOVĚDA.,Naučná - děti
360,T - TECHNIKA.,Naučná - děti
360,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
360,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
360,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
1003,C - DOMÁCNOST.,Naučná - děti
1003,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
461,E.T. - sci-fi,Beletrie - dospělí
912,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - dospělí
912,E.T. - sci-fi,Beletrie - dospělí
912,MÁG - fantasy,Beletrie - dospělí
912,"B1 – dramatická literatura, divadelní hry, rozhlasové hry, filmové a televizní scénáře",Beletrie - dospělí
912,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - dospělí
823,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - dospělí
711,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - dospělí
752,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - dospělí
752,ERB - historická,Beletrie - dospělí
752,KMET - životopisná,Beletrie - dospělí
752,LEBKA - horory,Beletrie - dospělí
752,KOVBOJ - dobrodružné,Beletrie - dospělí
752,PISTOLE - detektivky,Beletrie - dospělí
752,E.T. - sci-fi,Beletrie - dospělí
752,MÁG - fantasy,Beletrie - dospělí
752,MILENCI - pro ženy,Beletrie - dospělí
752,DÍVKA - dívčí četba,Beletrie - dospělí
752,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - dospělí
1121,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - dospělí
1121,MILENCI - pro ženy,Beletrie - dospělí
1121,PISTOLE - detektivky,Beletrie - dospělí
1121,MÁG - fantasy,Beletrie - dospělí
1121,E.T. - sci-fi,Beletrie - dospělí
493,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - dospělí
247,A - BELETRIE VŠEOBECNĚ.,Beletrie - dospělí
247,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - dospělí
247,J6-J14,Beletrie - dospělí
1249,KMET - životopisná,Beletrie - dospělí
1100,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - dospělí
1100,PISTOLE - detektivky,Beletrie - dospělí
1100,LEBKA - horory,Beletrie - dospělí
1100,MILENCI - pro ženy,Beletrie - dospělí
1100,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - dospělí
1100,"B1 – dramatická literatura, divadelní hry, rozhlasové hry, filmové a televizní scénáře",Beletrie - dospělí
1100,J6-J14,Beletrie - dospělí
1115,A - BELETRIE VŠEOBECNĚ.,Beletrie - dospělí
1116,A - BELETRIE VŠEOBECNĚ.,Beletrie - dospělí
603,"B1 – dramatická literatura, divadelní hry, rozhlasové hry, filmové a televizní scénáře",Beletrie - dospělí
603,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - dospělí
375,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - dospělí
375,PISTOLE - detektivky,Beletrie - dospělí
375,LEBKA - horory,Beletrie - dospělí
375,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - dospělí
375,E.T. - sci-fi,Beletrie - dospělí
375,MÁG - fantasy,Beletrie - dospělí
1277,A - BELETRIE VŠEOBECNĚ.,Beletrie - dospělí
1279,Komiksy pro dospělé,Beletrie - dospělí
1281,"B1 – dramatická literatura, divadelní hry, rozhlasové hry, filmové a televizní scénáře",Beletrie - dospělí
1281,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - dospělí
136,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - dospělí
136,PISTOLE - detektivky,Beletrie - dospělí
136,"B1 – dramatická literatura, divadelní hry, rozhlasové hry, filmové a televizní scénáře",Beletrie - dospělí
136,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - dospělí
875,E.T. - sci-fi,Beletrie - dospělí
875,MÁG - fantasy,Beletrie - dospělí
875,J - CIZOJAZYČNÁ BELETRIE.,Beletrie - dospělí
1037,PISTOLE - detektivky,Beletrie - dospělí
1042,A4 – próza pro starší děti v češtině,Beletrie - dospělí
963,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - dospělí
653,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - dospělí
653,"B1 – dramatická literatura, divadelní hry, rozhlasové hry, filmové a televizní scénáře",Beletrie - dospělí
653,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - dospělí
499,PISTOLE - detektivky,Beletrie - dospělí
499,MILENCI - pro ženy,Beletrie - dospělí
499,E.T. - sci-fi,Beletrie - dospělí
499,MÁG - fantasy,Beletrie - dospělí
499,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - dospělí
