lokace_id,oznaceni,typ
525,A3 – knížky pro děti do deseti let v češtině,Beletrie - děti
525,A4 – próza pro starší děti v češtině,Beletrie - děti
529,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Příruční sklad
513,J - CIZOJAZYČNÁ BELETRIE.,Beletrie - děti
858,Komiksy pro dospělé,Beletrie - dospělí
666,None,Časopisy pro dospělé
666,None,Časopisy pro děti
779,None,Doporučujeme (dospělí)
624,None,Dnes vrácené knihy
661,None,Deskové hry
661,None,JK
830,A - BELETRIE VŠEOBECNĚ.,Beletrie - dospělí
244,None,None
780,None,None
281,None,Časopisy pro dospělé
275,None,Časopisy pro dospělé
271,None,Časopisy pro děti
882,Komiksy pro dospělé,Beletrie - dospělí
272,J6-J14,Beletrie - dospělí
272,None,JK
276,None,Dnes vrácené knihy
1259,Komiksy pro děti,Beletrie - děti
917,None,Časopisy pro děti
507,None,CD
976,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Příruční sklad
976,MILENCI - pro ženy,Příruční sklad
976,PISTOLE - detektivky,Příruční sklad
976,J - CIZOJAZYČNÁ BELETRIE.,Příruční sklad
976,Komiksy pro dospělé,Příruční sklad
976,C - DOMÁCNOST.,Příruční sklad
976,D - DĚJINY. DĚJEPIS.,Příruční sklad
976,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Příruční sklad
976,G - SPOLEČENSKÉ VĚDY.,Příruční sklad
976,K - PŘÍRODNÍ VĚDY.,Příruční sklad
976,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Příruční sklad
976,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Příruční sklad
976,O - PRÁVO. PRÁVNÍ VĚDA.,Příruční sklad
976,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Příruční sklad
976,R - JAZYKOVĚDA.,Příruční sklad
976,S - UMĚNÍ.,Příruční sklad
976,X - LITERATURA.,Příruční sklad
976,W - VOJENSTVÍ.,Příruční sklad
322,None,Dnes vrácené knihy
952,None,Časopisy pro děti
951,None,Časopisy pro dospělé
547,None,Dnes vrácené knihy
792,None,Doporučujeme (dospělí)
118,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - děti
118,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - děti
135,V - HUDBA.,Chráněný fond
63,None,Naučná - dospělí
65,None,Naučná - dospělí
592,Leporela,Beletrie - děti
592,Komiksy pro děti,Beletrie - děti
789,None,Doporučujeme (dospělí)
570,None,Dnes vrácené knihy
594,None,Časopisy pro dospělé
594,None,Časopisy pro děti
568,A - BELETRIE VŠEOBECNĚ.,Beletrie - dospělí
568,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - dospělí
568,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - dospělí
1274,None,Naučná - dospělí
903,None,Časopisy pro děti
790,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - dospělí
464,D - DĚJINY. DĚJEPIS.,Naučná - děti
464,K - PŘÍRODNÍ VĚDY.,Naučná - děti
219,C - DOMÁCNOST.,Naučná - děti
219,D - DĚJINY. DĚJEPIS.,Naučná - děti
219,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
219,GOW - společný OCH,Naučná - děti
219,K - PŘÍRODNÍ VĚDY.,Naučná - děti
219,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
219,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
219,R - JAZYKOVĚDA.,Naučná - děti
219,S - UMĚNÍ.,Naučná - děti
219,T - TECHNIKA.,Naučná - děti
219,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
219,V - HUDBA.,Naučná - děti
219,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
148,D - DĚJINY. DĚJEPIS.,Naučná - děti
148,K - PŘÍRODNÍ VĚDY.,Naučná - děti
148,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
148,T - TECHNIKA.,Naučná - děti
212,K - PŘÍRODNÍ VĚDY.,Naučná - děti
212,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
212,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
496,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
496,X - LITERATURA.,Naučná - děti
670,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
670,K - PŘÍRODNÍ VĚDY.,Naučná - děti
670,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
670,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
670,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
670,R - JAZYKOVĚDA.,Naučná - děti
670,S - UMĚNÍ.,Naučná - děti
670,T - TECHNIKA.,Naučná - děti
670,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
670,V - HUDBA.,Naučná - děti
670,X - LITERATURA.,Naučná - děti
670,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
600,D - DĚJINY. DĚJEPIS.,Naučná - děti
600,K - PŘÍRODNÍ VĚDY.,Naučná - děti
600,S - UMĚNÍ.,Naučná - děti
600,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
513,D - DĚJINY. DĚJEPIS.,Naučná - děti
513,K - PŘÍRODNÍ VĚDY.,Naučná - děti
513,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
513,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
513,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
513,X - LITERATURA.,Naučná - děti
513,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
513,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
1254,C - DOMÁCNOST.,Naučná - děti
1254,D - DĚJINY. DĚJEPIS.,Naučná - děti
1254,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
1254,K - PŘÍRODNÍ VĚDY.,Naučná - děti
1254,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
1254,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
1254,T - TECHNIKA.,Naučná - děti
1254,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
1254,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
240,D - DĚJINY. DĚJEPIS.,Naučná - děti
240,G - SPOLEČENSKÉ VĚDY.,Naučná - děti
240,K - PŘÍRODNÍ VĚDY.,Naučná - děti
240,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
240,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
370,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
370,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
370,R - JAZYKOVĚDA.,Naučná - děti
370,S - UMĚNÍ.,Naučná - děti
370,T - TECHNIKA.,Naučná - děti
370,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
370,V - HUDBA.,Naučná - děti
370,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
370,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
328,C - DOMÁCNOST.,Naučná - děti
328,D - DĚJINY. DĚJEPIS.,Naučná - děti
328,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
328,K - PŘÍRODNÍ VĚDY.,Naučná - děti
328,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
328,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
328,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
328,S - UMĚNÍ.,Naučná - děti
474,K - PŘÍRODNÍ VĚDY.,Naučná - děti
543,D - DĚJINY. DĚJEPIS.,Naučná - děti
543,K - PŘÍRODNÍ VĚDY.,Naučná - děti
118,K - PŘÍRODNÍ VĚDY.,Naučná - děti
1018,C - DOMÁCNOST.,Naučná - děti
1018,D - DĚJINY. DĚJEPIS.,Naučná - děti
1018,K - PŘÍRODNÍ VĚDY.,Naučná - děti
565,C - DOMÁCNOST.,Naučná - děti
565,D - DĚJINY. DĚJEPIS.,Naučná - děti
565,K - PŘÍRODNÍ VĚDY.,Naučná - děti
565,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
565,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
539,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
464,S - UMĚNÍ.,Naučná - děti
464,X - LITERATURA.,Naučná - děti
464,GOW - společný OCH,Naučná - děti
219,X - LITERATURA.,Naučná - děti
148,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
148,S - UMĚNÍ.,Naučná - děti
148,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
496,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
496,R - JAZYKOVĚDA.,Naučná - děti
496,S - UMĚNÍ.,Naučná - děti
496,T - TECHNIKA.,Naučná - děti
496,V - HUDBA.,Naučná - děti
670,C - DOMÁCNOST.,Naučná - děti
670,D - DĚJINY. DĚJEPIS.,Naučná - děti
513,T - TECHNIKA.,Naučná - děti
513,GOW - společný OCH,Naučná - děti
1040,D - DĚJINY. DĚJEPIS.,Naučná - děti
1040,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
1040,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
1040,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
1040,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
1040,R - JAZYKOVĚDA.,Naučná - děti
1040,S - UMĚNÍ.,Naučná - děti
1040,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
1040,V - HUDBA.,Naučná - děti
1040,X - LITERATURA.,Naučná - děti
1040,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
1040,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
1254,GOW - společný OCH,Naučná - děti
1254,R - JAZYKOVĚDA.,Naučná - děti
1254,S - UMĚNÍ.,Naučná - děti
1254,V - HUDBA.,Naučná - děti
1254,X - LITERATURA.,Naučná - děti
240,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
240,X - LITERATURA.,Naučná - děti
240,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
240,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
370,C - DOMÁCNOST.,Naučná - děti
370,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
370,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
474,GOW - společný OCH,Naučná - děti
474,S - UMĚNÍ.,Naučná - děti
543,C - DOMÁCNOST.,Naučná - děti
543,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
543,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
543,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
543,R - JAZYKOVĚDA.,Naučná - děti
543,S - UMĚNÍ.,Naučná - děti
543,T - TECHNIKA.,Naučná - děti
543,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
543,V - HUDBA.,Naučná - děti
543,X - LITERATURA.,Naučná - děti
543,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
543,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
118,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
118,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
118,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
118,X - LITERATURA.,Naučná - děti
1018,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
1018,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
1018,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
1018,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
1018,R - JAZYKOVĚDA.,Naučná - děti
1018,T - TECHNIKA.,Naučná - děti
1018,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
1018,V - HUDBA.,Naučná - děti
1018,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
1018,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
565,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
565,X - LITERATURA.,Naučná - děti
464,C - DOMÁCNOST.,Naučná - děti
464,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
464,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
464,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
464,T - TECHNIKA.,Naučná - děti
464,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
464,V - HUDBA.,Naučná - děti
464,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
464,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
219,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
219,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
148,C - DOMÁCNOST.,Naučná - děti
148,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
148,R - JAZYKOVĚDA.,Naučná - děti
148,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
148,V - HUDBA.,Naučná - děti
148,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
212,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
212,R - JAZYKOVĚDA.,Naučná - děti
212,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
212,V - HUDBA.,Naučná - děti
496,C - DOMÁCNOST.,Naučná - děti
600,C - DOMÁCNOST.,Naučná - děti
600,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
600,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
600,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
600,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - děti
600,R - JAZYKOVĚDA.,Naučná - děti
600,T - TECHNIKA.,Naučná - děti
600,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
600,V - HUDBA.,Naučná - děti
600,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
513,C - DOMÁCNOST.,Naučná - děti
513,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
513,R - JAZYKOVĚDA.,Naučná - děti
513,S - UMĚNÍ.,Naučná - děti
513,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
513,V - HUDBA.,Naučná - děti
1040,C - DOMÁCNOST.,Naučná - děti
1254,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
1254,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
240,C - DOMÁCNOST.,Naučná - děti
240,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
240,R - JAZYKOVĚDA.,Naučná - děti
240,S - UMĚNÍ.,Naučná - děti
240,T - TECHNIKA.,Naučná - děti
240,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
240,V - HUDBA.,Naučná - děti
328,GOW - společný OCH,Naučná - děti
328,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
328,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
474,D - DĚJINY. DĚJEPIS.,Naučná - děti
474,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
474,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
474,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
543,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
118,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
118,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - děti
118,R - JAZYKOVĚDA.,Naučná - děti
118,S - UMĚNÍ.,Naučná - děti
118,T - TECHNIKA.,Naučná - děti
118,V - HUDBA.,Naučná - děti
118,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - děti
118,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - děti
565,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - děti
565,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
565,R - JAZYKOVĚDA.,Naučná - děti
565,S - UMĚNÍ.,Naučná - děti
565,T - TECHNIKA.,Naučná - děti
565,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - děti
565,V - HUDBA.,Naučná - děti
539,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - děti
539,S - UMĚNÍ.,Naučná - děti
145,Komiksy pro dospělé,Beletrie - dospělí
638,Leporela,Beletrie - děti
638,Komiksy pro děti,Beletrie - děti
912,Komiksy pro dospělé,Beletrie - dospělí
714,C - DOMÁCNOST.,Naučná - dospělí
714,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - dospělí
714,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - dospělí
212,PRINCEZNA - pohádky,Beletrie - děti
754,DÍVKA - dívčí četba,Beletrie - děti
754,MÁG - fantasy,Beletrie - děti
754,E.T. - sci-fi,Beletrie - děti
754,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - děti
1006,Komiksy pro dospělé,Beletrie - dospělí
249,Komiksy pro děti,Beletrie - děti
1098,S - UMĚNÍ.,Naučná - dospělí
1108,Komiksy pro děti,Beletrie - děti
1109,Komiksy pro dospělé,Beletrie - dospělí
1113,A - BELETRIE VŠEOBECNĚ.,Beletrie - dospělí
1113,J - CIZOJAZYČNÁ BELETRIE.,Beletrie - dospělí
1113,C - DOMÁCNOST.,Naučná - dospělí
1113,D - DĚJINY. DĚJEPIS.,Naučná - dospělí
1113,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - dospělí
1113,G - SPOLEČENSKÉ VĚDY.,Naučná - dospělí
1113,K - PŘÍRODNÍ VĚDY.,Naučná - dospělí
1113,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - dospělí
1113,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - dospělí
1113,O - PRÁVO. PRÁVNÍ VĚDA.,Naučná - dospělí
1113,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - dospělí
1113,S - UMĚNÍ.,Naučná - dospělí
1113,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - dospělí
1113,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - dospělí
525,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - děti
513,DÍVKA - dívčí četba,Beletrie - děti
1257,Komiksy pro dospělé,Beletrie - dospělí
1256,Komiksy pro děti,Beletrie - děti
1138,Komiksy pro děti,Beletrie - děti
272,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - dospělí
272,A2 - knížky pro předškolní děti v češtině,Beletrie - děti
272,A3 – knížky pro děti do deseti let v češtině,Beletrie - děti
272,A4 – próza pro starší děti v češtině,Beletrie - děti
272,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - dospělí
272,"B1 – dramatická literatura, divadelní hry, rozhlasové hry, filmové a televizní scénáře",Naučná - dospělí
272,C - DOMÁCNOST.,Naučná - dospělí
272,D - DĚJINY. DĚJEPIS.,Naučná - dospělí
272,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - dospělí
272,G - SPOLEČENSKÉ VĚDY.,Naučná - dospělí
272,K - PŘÍRODNÍ VĚDY.,Naučná - dospělí
272,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - dospělí
272,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - dospělí
272,O - PRÁVO. PRÁVNÍ VĚDA.,Naučná - dospělí
272,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - dospělí
272,R - JAZYKOVĚDA.,Naučná - dospělí
272,T - TECHNIKA.,Naučná - dospělí
272,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - dospělí
272,V - HUDBA.,Naučná - dospělí
272,W - VOJENSTVÍ.,Naučná - dospělí
272,X - LITERATURA.,Naučná - dospělí
272,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - dospělí
272,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - dospělí
272,J1-J5,Beletrie - dospělí
1258,Komiksy pro dospělé,Beletrie - dospělí
1023,Komiksy pro děti,Beletrie - děti
1023,Komiksy pro dospělé,Beletrie - dospělí
843,Komiksy pro dospělé,Beletrie - dospělí
413,S - UMĚNÍ.,Naučná - dospělí
857,A - BELETRIE VŠEOBECNĚ.,Příruční sklad
857,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Příruční sklad
857,C - DOMÁCNOST.,Příruční sklad
857,D - DĚJINY. DĚJEPIS.,Příruční sklad
857,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Příruční sklad
857,G - SPOLEČENSKÉ VĚDY.,Příruční sklad
857,K - PŘÍRODNÍ VĚDY.,Příruční sklad
857,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Příruční sklad
857,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Příruční sklad
857,O - PRÁVO. PRÁVNÍ VĚDA.,Příruční sklad
857,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Příruční sklad
857,R - JAZYKOVĚDA.,Příruční sklad
857,S - UMĚNÍ.,Příruční sklad
857,T - TECHNIKA.,Příruční sklad
857,U - VŠEOBECNÉ ENCYKLOPEDIE.,Příruční sklad
857,V - HUDBA.,Příruční sklad
857,X - LITERATURA.,Příruční sklad
854,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Doporučujeme (dospělí)
396,Komiksy pro děti,Beletrie - děti
395,Komiksy pro dospělé,Beletrie - dospělí
435,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - dospělí
437,A2 - knížky pro předškolní děti v češtině,Beletrie - děti
437,A3 – knížky pro děti do deseti let v češtině,Beletrie - děti
437,A4 – próza pro starší děti v češtině,Beletrie - děti
437,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - děti
437,J1-J5,Beletrie - děti
1024,A - BELETRIE VŠEOBECNĚ.,Beletrie - děti
955,A - BELETRIE VŠEOBECNĚ.,Beletrie - dospělí
1075,Komiksy pro děti,Beletrie - děti
1074,Komiksy pro dospělé,Beletrie - dospělí
3,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - dospělí
1134,Komiksy pro děti,Beletrie - děti
26,V - HUDBA.,Naučná - dospělí
1030,V - HUDBA.,Naučná - dospělí
1133,Leporela,Beletrie - děti
592,Komiksy pro dospělé,Beletrie - dospělí
450,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Příruční sklad
450,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Příruční sklad
449,C - DOMÁCNOST.,Příruční sklad
449,D - DĚJINY. DĚJEPIS.,Příruční sklad
449,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Příruční sklad
449,G - SPOLEČENSKÉ VĚDY.,Příruční sklad
449,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Příruční sklad
449,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Příruční sklad
449,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Příruční sklad
449,T - TECHNIKA.,Příruční sklad
449,S - UMĚNÍ.,Příruční sklad
449,Y - TĚLESNÁ VÝCHOVA A SPORT,Příruční sklad
1091,J - CIZOJAZYČNÁ BELETRIE.,Beletrie - děti
459,None,Dnes vrácené knihy
637,None,Dnes vrácené knihy
828,None,CD
851,None,Časopisy pro děti
929,None,Časopisy pro děti
733,None,CD
993,None,Doporučujeme dětem
1276,None,CD
140,None,Dnes vrácené knihy
869,None,Doporučujeme dětem
1039,None,Časopisy pro dospělé
245,None,None
1285,None,None
272,None,CD
