lokace_id,lokace_short,pobocka_nazev,pobocka_cislo,oblast,je_realokace,OCH,kapacita_fyzicka,kapacita_realokace,kapacita_effective,stav_fondu_och
1211,MLY-LITDO,Velký mlýn,11,Severovýchod,True,C,,55.0,55.0,
1211,MLY-LITDO,Velký mlýn,11,Severovýchod,True,D,,50.0,50.0,
1211,MLY-LITDO,Velký mlýn,11,Severovýchod,True,E,,70.0,70.0,
1211,MLY-LITDO,Velký mlýn,11,Severovýchod,True,G,,85.0,85.0,
1211,MLY-LITDO,Velký mlýn,11,Severovýchod,True,J,,90.0,90.0,
1211,MLY-LITDO,Velký mlýn,11,Severovýchod,True,K,,65.0,65.0,
1211,MLY-LITDO,Velký mlýn,11,Severovýchod,True,L,,75.0,75.0,
1211,MLY-LITDO,Velký mlýn,11,Severovýchod,True,N,,40.0,40.0,
1211,MLY-LITDO,Velký mlýn,11,Severovýchod,True,O,,10.0,10.0,
1211,MLY-LITDO,Velký mlýn,11,Severovýchod,True,P,,75.0,75.0,
1211,MLY-LITDO,Velký mlýn,11,Severovýchod,True,R,,30.0,30.0,
1211,MLY-LITDO,Velký mlýn,11,Severovýchod,True,S,,50.0,50.0,
1211,MLY-LITDO,Velký mlýn,11,Severovýchod,True,T,,40.0,40.0,
1211,MLY-LITDO,Velký mlýn,11,Severovýchod,True,W,,20.0,20.0,
1211,MLY-LITDO,Velký mlýn,11,Severovýchod,True,X,,25.0,25.0,
1211,MLY-LITDO,Velký mlýn,11,Severovýchod,True,Y,,35.0,35.0,
1211,MLY-LITDO,Velký mlýn,11,Severovýchod,True,Z,,45.0,45.0,
1211,MLY-LITDO,Velký mlýn,11,Severovýchod,True,,,640.0,640.0,
1120,HLO-KOMDE,Hloubětín,13,Severovýchod,True,,,90.0,90.0,
1119,HLO-KOMDO,Hloubětín,13,Severovýchod,True,,,120.0,120.0,
586,HLO-LITDE,Hloubětín,13,Severovýchod,True,A1,,15.0,15.0,
586,HLO-LITDE,Hloubětín,13,Severovýchod,True,A2,,140.0,140.0,
586,HLO-LITDE,Hloubětín,13,Severovýchod,True,A3,,300.0,300.0,
586,HLO-LITDE,Hloubětín,13,Severovýchod,True,A4,,310.0,310.0,
586,HLO-LITDE,Hloubětín,13,Severovýchod,True,B2,,5.0,5.0,
586,HLO-LITDE,Hloubětín,13,Severovýchod,True,C,,27.0,27.0,
586,HLO-LITDE,Hloubětín,13,Severovýchod,True,D,,52.0,52.0,
586,HLO-LITDE,Hloubětín,13,Severovýchod,True,E,,21.0,21.0,
586,HLO-LITDE,Hloubětín,13,Severovýchod,True,K,,75.0,75.0,
586,HLO-LITDE,Hloubětín,13,Severovýchod,True,L,,28.0,28.0,
586,HLO-LITDE,Hloubětín,13,Severovýchod,True,N,,25.0,25.0,
586,HLO-LITDE,Hloubětín,13,Severovýchod,True,P,,16.0,16.0,
586,HLO-LITDE,Hloubětín,13,Severovýchod,True,S,,16.0,16.0,
586,HLO-LITDE,Hloubětín,13,Severovýchod,True,U,,15.0,15.0,
586,HLO-LITDE,Hloubětín,13,Severovýchod,True,V,,18.0,18.0,
586,HLO-LITDE,Hloubětín,13,Severovýchod,True,Y,,25.0,25.0,
586,HLO-LITDE,Hloubětín,13,Severovýchod,True,Z,,17.0,17.0,
586,HLO-LITDE,Hloubětín,13,Severovýchod,True,,,235.0,235.0,
1121,HLO-LITDO,Hloubětín,13,Severovýchod,True,A1,,1061.0,1061.0,
1121,HLO-LITDO,Hloubětín,13,Severovýchod,True,B1,,30.0,30.0,
1121,HLO-LITDO,Hloubětín,13,Severovýchod,True,B2,,70.0,70.0,
1121,HLO-LITDO,Hloubětín,13,Severovýchod,True,C,,130.0,130.0,
1121,HLO-LITDO,Hloubětín,13,Severovýchod,True,D,,130.0,130.0,
1121,HLO-LITDO,Hloubětín,13,Severovýchod,True,E,,60.0,60.0,
1121,HLO-LITDO,Hloubětín,13,Severovýchod,True,G,,100.0,100.0,
1121,HLO-LITDO,Hloubětín,13,Severovýchod,True,J4,,70.0,70.0,
1121,HLO-LITDO,Hloubětín,13,Severovýchod,True,K,,55.0,55.0,
1121,HLO-LITDO,Hloubětín,13,Severovýchod,True,L,,140.0,140.0,
1121,HLO-LITDO,Hloubětín,13,Severovýchod,True,N,,65.0,65.0,
1121,HLO-LITDO,Hloubětín,13,Severovýchod,True,O,,15.0,15.0,
1121,HLO-LITDO,Hloubětín,13,Severovýchod,True,P,,125.0,125.0,
1121,HLO-LITDO,Hloubětín,13,Severovýchod,True,R,,30.0,30.0,
1121,HLO-LITDO,Hloubětín,13,Severovýchod,True,S,,40.0,40.0,
1121,HLO-LITDO,Hloubětín,13,Severovýchod,True,T,,15.0,15.0,
1121,HLO-LITDO,Hloubětín,13,Severovýchod,True,V,,15.0,15.0,
1121,HLO-LITDO,Hloubětín,13,Severovýchod,True,W,,45.0,45.0,
1121,HLO-LITDO,Hloubětín,13,Severovýchod,True,X,,20.0,20.0,
1121,HLO-LITDO,Hloubětín,13,Severovýchod,True,Y,,30.0,30.0,
1121,HLO-LITDO,Hloubětín,13,Severovýchod,True,Z,,35.0,35.0,
1121,HLO-LITDO,Hloubětín,13,Severovýchod,True,,,20.0,20.0,
310,HUS-BELDE,Žižkov,15,Středozápad,True,A1,,80.0,80.0,
310,HUS-BELDE,Žižkov,15,Středozápad,True,A2,,210.0,210.0,
310,HUS-BELDE,Žižkov,15,Středozápad,True,A3,,540.0,540.0,
310,HUS-BELDE,Žižkov,15,Středozápad,True,A4,,240.0,240.0,
310,HUS-BELDE,Žižkov,15,Středozápad,True,B2,,5.0,5.0,
310,HUS-BELDE,Žižkov,15,Středozápad,True,,,405.0,405.0,
307,HUS-BELDO,Žižkov,15,Středozápad,True,A1,,3852.0,3852.0,
307,HUS-BELDO,Žižkov,15,Středozápad,True,,,105.0,105.0,
315,HUS-DOMDE,Žižkov,15,Středozápad,True,A2,,40.0,40.0,
315,HUS-DOMDE,Žižkov,15,Středozápad,True,A3,,60.0,60.0,
315,HUS-DOMDE,Žižkov,15,Středozápad,True,,,100.0,100.0,
1002,HUS-KOMDE,Žižkov,15,Středozápad,True,,,130.0,130.0,
845,HUS-KOMDO,Žižkov,15,Středozápad,True,,,140.0,140.0,
311,HUS-NAUC,Žižkov,15,Středozápad,True,C,,200.0,200.0,
311,HUS-NAUC,Žižkov,15,Středozápad,True,D,,660.0,660.0,
311,HUS-NAUC,Žižkov,15,Středozápad,True,E,,260.0,260.0,
311,HUS-NAUC,Žižkov,15,Středozápad,True,G,,550.0,550.0,
311,HUS-NAUC,Žižkov,15,Středozápad,True,K,,210.0,210.0,
311,HUS-NAUC,Žižkov,15,Středozápad,True,L,,510.0,510.0,
311,HUS-NAUC,Žižkov,15,Středozápad,True,N,,200.0,200.0,
311,HUS-NAUC,Žižkov,15,Středozápad,True,O,,40.0,40.0,
311,HUS-NAUC,Žižkov,15,Středozápad,True,P,,200.0,200.0,
311,HUS-NAUC,Žižkov,15,Středozápad,True,R,,100.0,100.0,
311,HUS-NAUC,Žižkov,15,Středozápad,True,S,,280.0,280.0,
311,HUS-NAUC,Žižkov,15,Středozápad,True,T,,80.0,80.0,
311,HUS-NAUC,Žižkov,15,Středozápad,True,V,,30.0,30.0,
311,HUS-NAUC,Žižkov,15,Středozápad,True,W,,160.0,160.0,
311,HUS-NAUC,Žižkov,15,Středozápad,True,X,,160.0,160.0,
311,HUS-NAUC,Žižkov,15,Středozápad,True,Y,,70.0,70.0,
311,HUS-NAUC,Žižkov,15,Středozápad,True,Z,,130.0,130.0,
1003,HUS-NAUDE,Žižkov,15,Středozápad,True,C,,70.0,70.0,
1003,HUS-NAUDE,Žižkov,15,Středozápad,True,D,,110.0,110.0,
1003,HUS-NAUDE,Žižkov,15,Středozápad,True,E,,20.0,20.0,
1003,HUS-NAUDE,Žižkov,15,Středozápad,True,"G,O,W",,10.0,10.0,
1003,HUS-NAUDE,Žižkov,15,Středozápad,True,K,,150.0,150.0,
1003,HUS-NAUDE,Žižkov,15,Středozápad,True,L,,35.0,35.0,
1003,HUS-NAUDE,Žižkov,15,Středozápad,True,N,,50.0,50.0,
1003,HUS-NAUDE,Žižkov,15,Středozápad,True,P,,25.0,25.0,
1003,HUS-NAUDE,Žižkov,15,Středozápad,True,R,,25.0,25.0,
1003,HUS-NAUDE,Žižkov,15,Středozápad,True,S,,25.0,25.0,
1003,HUS-NAUDE,Žižkov,15,Středozápad,True,T,,25.0,25.0,
1003,HUS-NAUDE,Žižkov,15,Středozápad,True,U,,20.0,20.0,
1003,HUS-NAUDE,Žižkov,15,Středozápad,True,V,,25.0,25.0,
1003,HUS-NAUDE,Žižkov,15,Středozápad,True,X,,5.0,5.0,
1003,HUS-NAUDE,Žižkov,15,Středozápad,True,Y,,25.0,25.0,
1003,HUS-NAUDE,Žižkov,15,Středozápad,True,Z,,25.0,25.0,
312,HUS-POEDIV,Žižkov,15,Středozápad,True,B1,,75.0,75.0,
312,HUS-POEDIV,Žižkov,15,Středozápad,True,B2,,220.0,220.0,
312,HUS-POEDIV,Žižkov,15,Středozápad,True,J1,,15.0,15.0,
312,HUS-POEDIV,Žižkov,15,Středozápad,True,J2,,40.0,40.0,
312,HUS-POEDIV,Žižkov,15,Středozápad,True,J3,,30.0,30.0,
312,HUS-POEDIV,Žižkov,15,Středozápad,True,J4,,200.0,200.0,
312,HUS-POEDIV,Žižkov,15,Středozápad,True,J5,,25.0,25.0,
312,HUS-POEDIV,Žižkov,15,Středozápad,True,,,25.0,25.0,
840,HUS-SCIFI,Žižkov,15,Středozápad,True,A1,,560.0,560.0,
375,KOR-BELDO,Korunní,18,Jihovýchod,True,A1,,4660.0,4660.0,
375,KOR-BELDO,Korunní,18,Jihovýchod,True,B1,,90.0,90.0,
375,KOR-BELDO,Korunní,18,Jihovýchod,True,B2,,400.0,400.0,
1035,KOR-CIZODO,Korunní,18,Jihovýchod,True,J,,60.0,60.0,
1035,KOR-CIZODO,Korunní,18,Jihovýchod,True,J1,,10.0,10.0,
1035,KOR-CIZODO,Korunní,18,Jihovýchod,True,J2,,30.0,30.0,
1035,KOR-CIZODO,Korunní,18,Jihovýchod,True,J3,,40.0,40.0,
1035,KOR-CIZODO,Korunní,18,Jihovýchod,True,J4,,420.0,420.0,
1035,KOR-CIZODO,Korunní,18,Jihovýchod,True,J5,,10.0,10.0,
1035,KOR-CIZODO,Korunní,18,Jihovýchod,True,,,10.0,10.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,A1,,40.0,40.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,A2,,500.0,500.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,A3,,870.0,870.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,A4,,550.0,550.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,B2,,20.0,20.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,C,,100.0,100.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,D,,135.0,135.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,E,,55.0,55.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,J1,,5.0,5.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,J2,,20.0,20.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,J3,,40.0,40.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,J4,,170.0,170.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,J5,,20.0,20.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,K,,300.0,300.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,L,,70.0,70.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,N,,80.0,80.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,P,,40.0,40.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,R,,75.0,75.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,S,,40.0,40.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,T,,40.0,40.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,U,,25.0,25.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,V,,40.0,40.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,X,,25.0,25.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,Y,,60.0,60.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,Z,,40.0,40.0,
380,KOR-DETI,Korunní,18,Jihovýchod,True,,,640.0,640.0,
994,KOR-KOMDE,Korunní,18,Jihovýchod,True,,,200.0,200.0,
1141,KOR-KOMDO,Korunní,18,Jihovýchod,True,,,350.0,350.0,
376,KOR-NAUDO,Korunní,18,Jihovýchod,True,C,,400.0,400.0,
376,KOR-NAUDO,Korunní,18,Jihovýchod,True,D,,1190.0,1190.0,
376,KOR-NAUDO,Korunní,18,Jihovýchod,True,E,,580.0,580.0,
376,KOR-NAUDO,Korunní,18,Jihovýchod,True,G,,830.0,830.0,
376,KOR-NAUDO,Korunní,18,Jihovýchod,True,K,,450.0,450.0,
376,KOR-NAUDO,Korunní,18,Jihovýchod,True,L,,820.0,820.0,
376,KOR-NAUDO,Korunní,18,Jihovýchod,True,N,,280.0,280.0,
376,KOR-NAUDO,Korunní,18,Jihovýchod,True,O,,120.0,120.0,
376,KOR-NAUDO,Korunní,18,Jihovýchod,True,P,,500.0,500.0,
376,KOR-NAUDO,Korunní,18,Jihovýchod,True,R,,300.0,300.0,
376,KOR-NAUDO,Korunní,18,Jihovýchod,True,S,,400.0,400.0,
376,KOR-NAUDO,Korunní,18,Jihovýchod,True,T,,210.0,210.0,
376,KOR-NAUDO,Korunní,18,Jihovýchod,True,U,,20.0,20.0,
376,KOR-NAUDO,Korunní,18,Jihovýchod,True,V,,110.0,110.0,
376,KOR-NAUDO,Korunní,18,Jihovýchod,True,W,,340.0,340.0,
376,KOR-NAUDO,Korunní,18,Jihovýchod,True,X,,270.0,270.0,
376,KOR-NAUDO,Korunní,18,Jihovýchod,True,Y,,200.0,200.0,
376,KOR-NAUDO,Korunní,18,Jihovýchod,True,Z,,330.0,330.0,
1209,KOR-YA,Korunní,18,Jihovýchod,True,A1,,260.0,260.0,
493,HOS-BELDO,Hostivař,21,Jihovýchod,True,A1,,2600.0,2600.0,
493,HOS-BELDO,Hostivař,21,Jihovýchod,True,B1,,25.0,25.0,
493,HOS-BELDO,Hostivař,21,Jihovýchod,True,B2,,170.0,170.0,
493,HOS-BELDO,Hostivař,21,Jihovýchod,True,J1,,5.0,5.0,
493,HOS-BELDO,Hostivař,21,Jihovýchod,True,J2,,5.0,5.0,
493,HOS-BELDO,Hostivař,21,Jihovýchod,True,J3,,10.0,10.0,
493,HOS-BELDO,Hostivař,21,Jihovýchod,True,J4,,40.0,40.0,
493,HOS-BELDO,Hostivař,21,Jihovýchod,True,,,10.0,10.0,
1085,HOS-KOMDE,Hostivař,21,Jihovýchod,True,,,120.0,120.0,
1084,HOS-KOMDO,Hostivař,21,Jihovýchod,True,,,110.0,110.0,
496,HOS-LITDE,Hostivař,21,Jihovýchod,True,A1,,40.0,40.0,
496,HOS-LITDE,Hostivař,21,Jihovýchod,True,A2,,280.0,280.0,
496,HOS-LITDE,Hostivař,21,Jihovýchod,True,A3,,600.0,600.0,
496,HOS-LITDE,Hostivař,21,Jihovýchod,True,A4,,470.0,470.0,
496,HOS-LITDE,Hostivař,21,Jihovýchod,True,B2,,1.0,1.0,
496,HOS-LITDE,Hostivař,21,Jihovýchod,True,C,,51.0,51.0,
496,HOS-LITDE,Hostivař,21,Jihovýchod,True,D,,95.0,95.0,
496,HOS-LITDE,Hostivař,21,Jihovýchod,True,E,,25.0,25.0,
496,HOS-LITDE,Hostivař,21,Jihovýchod,True,K,,130.0,130.0,
496,HOS-LITDE,Hostivař,21,Jihovýchod,True,L,,21.0,21.0,
496,HOS-LITDE,Hostivař,21,Jihovýchod,True,N,,65.0,65.0,
496,HOS-LITDE,Hostivař,21,Jihovýchod,True,P,,21.0,21.0,
496,HOS-LITDE,Hostivař,21,Jihovýchod,True,R,,21.0,21.0,
496,HOS-LITDE,Hostivař,21,Jihovýchod,True,S,,21.0,21.0,
496,HOS-LITDE,Hostivař,21,Jihovýchod,True,T,,21.0,21.0,
496,HOS-LITDE,Hostivař,21,Jihovýchod,True,U,,15.0,15.0,
496,HOS-LITDE,Hostivař,21,Jihovýchod,True,V,,25.0,25.0,
496,HOS-LITDE,Hostivař,21,Jihovýchod,True,X,,40.0,40.0,
496,HOS-LITDE,Hostivař,21,Jihovýchod,True,Y,,40.0,40.0,
496,HOS-LITDE,Hostivař,21,Jihovýchod,True,Z,,10.0,10.0,
496,HOS-LITDE,Hostivař,21,Jihovýchod,True,,,432.0,432.0,
494,HOS-NAUDO,Hostivař,21,Jihovýchod,True,C,,191.0,191.0,
494,HOS-NAUDO,Hostivař,21,Jihovýchod,True,D,,450.0,450.0,
494,HOS-NAUDO,Hostivař,21,Jihovýchod,True,E,,271.0,271.0,
494,HOS-NAUDO,Hostivař,21,Jihovýchod,True,G,,201.0,201.0,
494,HOS-NAUDO,Hostivař,21,Jihovýchod,True,K,,220.0,220.0,
494,HOS-NAUDO,Hostivař,21,Jihovýchod,True,L,,291.0,291.0,
494,HOS-NAUDO,Hostivař,21,Jihovýchod,True,N,,131.0,131.0,
494,HOS-NAUDO,Hostivař,21,Jihovýchod,True,O,,31.0,31.0,
494,HOS-NAUDO,Hostivař,21,Jihovýchod,True,P,,131.0,131.0,
494,HOS-NAUDO,Hostivař,21,Jihovýchod,True,R,,95.0,95.0,
494,HOS-NAUDO,Hostivař,21,Jihovýchod,True,S,,201.0,201.0,
494,HOS-NAUDO,Hostivař,21,Jihovýchod,True,T,,71.0,71.0,
494,HOS-NAUDO,Hostivař,21,Jihovýchod,True,U,,11.0,11.0,
494,HOS-NAUDO,Hostivař,21,Jihovýchod,True,V,,61.0,61.0,
494,HOS-NAUDO,Hostivař,21,Jihovýchod,True,W,,100.0,100.0,
494,HOS-NAUDO,Hostivař,21,Jihovýchod,True,X,,111.0,111.0,
494,HOS-NAUDO,Hostivař,21,Jihovýchod,True,Y,,145.0,145.0,
494,HOS-NAUDO,Hostivař,21,Jihovýchod,True,Z,,125.0,125.0,
1098,JEZ-ATELI,Jezerka,24,Jih,True,C,,70.0,70.0,
1100,JEZ-BELDO,Jezerka,24,Jih,True,A1,,1815.0,1815.0,
1100,JEZ-BELDO,Jezerka,24,Jih,True,B1,,25.0,25.0,
1100,JEZ-BELDO,Jezerka,24,Jih,True,B2,,170.0,170.0,
1100,JEZ-BELDO,Jezerka,24,Jih,True,J,,10.0,10.0,
1100,JEZ-BELDO,Jezerka,24,Jih,True,J1-J3,,30.0,30.0,
1100,JEZ-BELDO,Jezerka,24,Jih,True,J4,,65.0,65.0,
1108,JEZ-KOMDE,Jezerka,24,Jih,True,,,130.0,130.0,
1109,JEZ-KOMDO,Jezerka,24,Jih,True,,,180.0,180.0,
1110,JEZ-LEPOR,Jezerka,24,Jih,True,,,250.0,250.0,
1099,JEZ-LITDE,Jezerka,24,Jih,True,A1,,20.0,20.0,
1099,JEZ-LITDE,Jezerka,24,Jih,True,A2,,250.0,250.0,
1099,JEZ-LITDE,Jezerka,24,Jih,True,A2-A4,,75.0,75.0,
1099,JEZ-LITDE,Jezerka,24,Jih,True,A3,,600.0,600.0,
1099,JEZ-LITDE,Jezerka,24,Jih,True,B2,,5.0,5.0,
1099,JEZ-LITDE,Jezerka,24,Jih,True,C,,70.0,70.0,
1099,JEZ-LITDE,Jezerka,24,Jih,True,D,,115.0,115.0,
1099,JEZ-LITDE,Jezerka,24,Jih,True,E,,40.0,40.0,
1099,JEZ-LITDE,Jezerka,24,Jih,True,"G,O,W",,5.0,5.0,
1099,JEZ-LITDE,Jezerka,24,Jih,True,J1-J5,,85.0,85.0,
1099,JEZ-LITDE,Jezerka,24,Jih,True,K,,180.0,180.0,
1099,JEZ-LITDE,Jezerka,24,Jih,True,L,,40.0,40.0,
1099,JEZ-LITDE,Jezerka,24,Jih,True,N,,90.0,90.0,
1099,JEZ-LITDE,Jezerka,24,Jih,True,P,,20.0,20.0,
1099,JEZ-LITDE,Jezerka,24,Jih,True,R,,35.0,35.0,
1099,JEZ-LITDE,Jezerka,24,Jih,True,S,,25.0,25.0,
1099,JEZ-LITDE,Jezerka,24,Jih,True,T,,25.0,25.0,
1099,JEZ-LITDE,Jezerka,24,Jih,True,U,,25.0,25.0,
1099,JEZ-LITDE,Jezerka,24,Jih,True,V,,20.0,20.0,
1099,JEZ-LITDE,Jezerka,24,Jih,True,X,,20.0,20.0,
1099,JEZ-LITDE,Jezerka,24,Jih,True,Z,,45.0,45.0,
1099,JEZ-LITDE,Jezerka,24,Jih,True,,,140.0,140.0,
1112,JEZ-NAUDO,Jezerka,24,Jih,True,C,,190.0,190.0,
1112,JEZ-NAUDO,Jezerka,24,Jih,True,D,,350.0,350.0,
1112,JEZ-NAUDO,Jezerka,24,Jih,True,E,,170.0,170.0,
1112,JEZ-NAUDO,Jezerka,24,Jih,True,G,,130.0,130.0,
1112,JEZ-NAUDO,Jezerka,24,Jih,True,K,,155.0,155.0,
1112,JEZ-NAUDO,Jezerka,24,Jih,True,L,,145.0,145.0,
1112,JEZ-NAUDO,Jezerka,24,Jih,True,N,,65.0,65.0,
1112,JEZ-NAUDO,Jezerka,24,Jih,True,O,,50.0,50.0,
1112,JEZ-NAUDO,Jezerka,24,Jih,True,P,,170.0,170.0,
1112,JEZ-NAUDO,Jezerka,24,Jih,True,R,,120.0,120.0,
1112,JEZ-NAUDO,Jezerka,24,Jih,True,S,,100.0,100.0,
1112,JEZ-NAUDO,Jezerka,24,Jih,True,T,,80.0,80.0,
1112,JEZ-NAUDO,Jezerka,24,Jih,True,V,,40.0,40.0,
1112,JEZ-NAUDO,Jezerka,24,Jih,True,W,,100.0,100.0,
1112,JEZ-NAUDO,Jezerka,24,Jih,True,X,,80.0,80.0,
1112,JEZ-NAUDO,Jezerka,24,Jih,True,Y,,85.0,85.0,
1112,JEZ-NAUDO,Jezerka,24,Jih,True,Z,,70.0,70.0,
1113,JEZ-PRSK,Jezerka,24,Jih,True,A1,,2150.0,2150.0,
1115,JEZ-ROD,Jezerka,24,Jih,True,AA,,20.0,20.0,
1115,JEZ-ROD,Jezerka,24,Jih,True,,,140.0,140.0,
1114,JEZ-TEENS,Jezerka,24,Jih,True,A1,,585.0,585.0,
1114,JEZ-TEENS,Jezerka,24,Jih,True,A4,,395.0,395.0,
1114,JEZ-TEENS,Jezerka,24,Jih,True,Y,,70.0,70.0,
1116,JEZ-ZIVOT,Jezerka,24,Jih,True,,,120.0,120.0,
567,VIK-BELDO,Vikova,25,Jih,True,A1,,2780.0,2780.0,
567,VIK-BELDO,Vikova,25,Jih,True,B1,,65.0,65.0,
567,VIK-BELDO,Vikova,25,Jih,True,B2,,220.0,220.0,
567,VIK-BELDO,Vikova,25,Jih,True,J1,,10.0,10.0,
567,VIK-BELDO,Vikova,25,Jih,True,J2,,10.0,10.0,
567,VIK-BELDO,Vikova,25,Jih,True,J3,,20.0,20.0,
567,VIK-BELDO,Vikova,25,Jih,True,J4,,100.0,100.0,
567,VIK-BELDO,Vikova,25,Jih,True,J5,,10.0,10.0,
567,VIK-BELDO,Vikova,25,Jih,True,,,5.0,5.0,
957,VIK-KOMDE,Vikova,25,Jih,True,,,105.0,105.0,
847,VIK-KOMDO,Vikova,25,Jih,True,,,125.0,125.0,
565,VIK-LITDE,Vikova,25,Jih,True,A1,,100.0,100.0,
565,VIK-LITDE,Vikova,25,Jih,True,A2,,190.0,190.0,
565,VIK-LITDE,Vikova,25,Jih,True,A3,,520.0,520.0,
565,VIK-LITDE,Vikova,25,Jih,True,A4,,960.0,960.0,
565,VIK-LITDE,Vikova,25,Jih,True,B2,,5.0,5.0,
565,VIK-LITDE,Vikova,25,Jih,True,C,,50.0,50.0,
565,VIK-LITDE,Vikova,25,Jih,True,D,,100.0,100.0,
565,VIK-LITDE,Vikova,25,Jih,True,E,,40.0,40.0,
565,VIK-LITDE,Vikova,25,Jih,True,K,,190.0,190.0,
565,VIK-LITDE,Vikova,25,Jih,True,L,,35.0,35.0,
565,VIK-LITDE,Vikova,25,Jih,True,N,,55.0,55.0,
565,VIK-LITDE,Vikova,25,Jih,True,P,,25.0,25.0,
565,VIK-LITDE,Vikova,25,Jih,True,R,,40.0,40.0,
565,VIK-LITDE,Vikova,25,Jih,True,S,,40.0,40.0,
565,VIK-LITDE,Vikova,25,Jih,True,T,,20.0,20.0,
565,VIK-LITDE,Vikova,25,Jih,True,U,,50.0,50.0,
565,VIK-LITDE,Vikova,25,Jih,True,V,,25.0,25.0,
565,VIK-LITDE,Vikova,25,Jih,True,X,,30.0,30.0,
565,VIK-LITDE,Vikova,25,Jih,True,Y,,55.0,55.0,
565,VIK-LITDE,Vikova,25,Jih,True,Z,,40.0,40.0,
565,VIK-LITDE,Vikova,25,Jih,True,,,635.0,635.0,
566,VIK-NAUDO,Vikova,25,Jih,True,C,,280.0,280.0,
566,VIK-NAUDO,Vikova,25,Jih,True,D,,390.0,390.0,
566,VIK-NAUDO,Vikova,25,Jih,True,E,,300.0,300.0,
566,VIK-NAUDO,Vikova,25,Jih,True,G,,355.0,355.0,
566,VIK-NAUDO,Vikova,25,Jih,True,K,,250.0,250.0,
566,VIK-NAUDO,Vikova,25,Jih,True,L,,260.0,260.0,
566,VIK-NAUDO,Vikova,25,Jih,True,N,,120.0,120.0,
566,VIK-NAUDO,Vikova,25,Jih,True,O,,65.0,65.0,
566,VIK-NAUDO,Vikova,25,Jih,True,P,,280.0,280.0,
566,VIK-NAUDO,Vikova,25,Jih,True,R,,110.0,110.0,
566,VIK-NAUDO,Vikova,25,Jih,True,S,,240.0,240.0,
566,VIK-NAUDO,Vikova,25,Jih,True,T,,95.0,95.0,
566,VIK-NAUDO,Vikova,25,Jih,True,U,,5.0,5.0,
566,VIK-NAUDO,Vikova,25,Jih,True,V,,85.0,85.0,
566,VIK-NAUDO,Vikova,25,Jih,True,W,,140.0,140.0,
566,VIK-NAUDO,Vikova,25,Jih,True,X,,130.0,130.0,
566,VIK-NAUDO,Vikova,25,Jih,True,Y,,140.0,140.0,
566,VIK-NAUDO,Vikova,25,Jih,True,Z,,90.0,90.0,
664,MOD-BELDE,Modřany,27,Jih,True,A1,,100.0,100.0,
664,MOD-BELDE,Modřany,27,Jih,True,A2,,350.0,350.0,
664,MOD-BELDE,Modřany,27,Jih,True,A3,,1200.0,1200.0,
664,MOD-BELDE,Modřany,27,Jih,True,A4,,600.0,600.0,
664,MOD-BELDE,Modřany,27,Jih,True,B2,,10.0,10.0,
664,MOD-BELDE,Modřany,27,Jih,True,J,,250.0,250.0,
664,MOD-BELDE,Modřany,27,Jih,True,,,1245.0,1245.0,
663,MOD-BELDO,Modřany,27,Jih,True,A1,,4050.0,4050.0,
663,MOD-BELDO,Modřany,27,Jih,True,J1,,15.0,15.0,
663,MOD-BELDO,Modřany,27,Jih,True,J2,,15.0,15.0,
663,MOD-BELDO,Modřany,27,Jih,True,J3,,15.0,15.0,
663,MOD-BELDO,Modřany,27,Jih,True,J4,,130.0,130.0,
663,MOD-BELDO,Modřany,27,Jih,True,J5,,20.0,20.0,
663,MOD-BELDO,Modřany,27,Jih,True,,,20.0,20.0,
858,MOD-KOM,Modřany,27,Jih,True,,,100.0,100.0,
662,MOD-NAU,Modřany,27,Jih,True,C,,240.0,240.0,
662,MOD-NAU,Modřany,27,Jih,True,D,,700.0,700.0,
662,MOD-NAU,Modřany,27,Jih,True,E,,550.0,550.0,
662,MOD-NAU,Modřany,27,Jih,True,G,,320.0,320.0,
662,MOD-NAU,Modřany,27,Jih,True,K,,460.0,460.0,
