lokace_id,lokace_short,pobocka_nazev,pobocka_cislo,oblast,je_realokace,OCH,kapacita_fyzicka,kapacita_realokace,kapacita_effective,stav_fondu_och
970,DAB-MAPY,Ládví,88,Severovýchod,False,Naučná - dospělí,150.0,,150.0,0.0
514,DAB-NAUC,Ládví,88,Severovýchod,True,Naučná - dospělí,13557.0,,,0.0
1249,JIR-ZIVOT,Chodov,89,Jih,True,Naučná - dospělí,165.0,,,0.0
22,děti,Ústřední knihovna,1,Ústřední knihovna,True,Beletrie - děti,5939.0,,,0.0
22,děti,Ústřední knihovna,1,Ústřední knihovna,True,Naučná - děti,2903.0,,,0.0
26,hudba,Ústřední knihovna,1,Ústřední knihovna,False,Naučná - dospělí,3034.0,,3034.0,0.0
63,masky,Ústřední knihovna,1,Ústřední knihovna,False,Naučná - dospělí,6932.0,,6932.0,0.0
669,HRA-CHF,Hradčany,3,Středozápad,False,CD,500.0,,500.0,0.0
670,HRA-DE,Hradčany,3,Středozápad,True,None,100.0,,,0.0
857,HOL-PRSK,Sedmička,5,Severovýchod,False,Příruční sklad,1797.0,,1797.0,0.0
812,SKO-DOPO1,Školská,8,Středozápad,False,Beletrie - dospělí,632.0,,632.0,5.0
445,VYS-NAUDE,Vysočany,10,Severovýchod,True,Naučná - dospělí,1841.0,,,0.0
1215,MLY-KOMDE,Velký mlýn,11,Severovýchod,True,Beletrie - děti,50.0,,,0.0
289,HUS-HRAB,Žižkov,15,Středozápad,False,Beletrie - děti,18.0,,18.0,0.0
1099,JEZ-LITDE,Jezerka,24,Jih,True,Beletrie - děti,1803.0,,,0.0
1099,JEZ-LITDE,Jezerka,24,Jih,True,Naučná - děti,1190.0,,,0.0
663,MOD-BELDO,Modřany,27,Jih,True,Beletrie - dospělí,5991.0,,,0.0
394,SMI-CASDE,Smíchov,29,Jihozápad,False,Časopisy pro děti,61.0,,61.0,0.0
826,BRE-CD,Břevnov,35,Středozápad,False,CD,463.0,,463.0,0.0
1055,LET-HRAB,Letná,39,Severovýchod,False,Dnes vrácené knihy,89.0,,89.0,0.0
964,NOV-KOMDE,Novodvorská,41,Jih,True,Beletrie - děti,114.0,,,0.0
1239,PET-DOPOR2,Petřiny,42,Středozápad,False,Beletrie - dospělí,159.0,,159.0,0.0
1250,NVE-LEP,Pankrác,43,Jih,True,Beletrie - děti,150.0,,,0.0
1250,NVE-LEP,Pankrác,43,Jih,True,Naučná - děti,50.0,,,0.0
499,NVE-LITML,Pankrác,43,Jih,True,Naučná - dospělí,2197.0,,,0.0
433,SPO-HRAB,Spořilov,45,Jih,False,Dnes vrácené knihy,197.0,,197.0,0.0
1026,SPO-VSMS,Spořilov,45,Jih,False,CD,343.0,,343.0,0.0
701,ZME-DETI,Zahradní Město,47,Jihovýchod,True,Naučná - děti,1030.0,,,0.5
960,DIT-KOMDO,Dittrichova,51,Středozápad,True,Beletrie - dospělí,180.0,,,0.0
787,PRO-DOPORD,Prosek,54,Severovýchod,False,Naučná - děti,102.0,,102.0,0.0
331,PRO-POE,Prosek,54,Severovýchod,True,Beletrie - dospělí,660.0,,,0.0
776,KRC-DOPOR,Krč,60,Jih,False,Doporučujeme (dospělí),454.0,,454.0,0.0
1278,KRC-KOMDE,Krč,60,Jih,False,Beletrie - děti,250.0,,250.0,0.0
1072,BAR-KOMDE,Barrandov,62,Jihozápad,True,Beletrie - děti,100.0,,,0.0
1071,BAR-KOMDO,Barrandov,62,Jihozápad,True,Beletrie - dospělí,100.0,,,0.0
353,ZAH-CASDO,Záhřebská,65,Středozápad,False,Časopisy pro dospělé,21.0,,21.0,0.0
1069,ZAH-LEPDE,Záhřebská,65,Středozápad,True,Beletrie - děti,90.0,,,0.0
1069,ZAH-LEPDE,Záhřebská,65,Středozápad,True,Naučná - děti,60.0,,,0.0
792,SKA-DOPOR,Skalka,70,Jihovýchod,False,Doporučujeme (dospělí),370.0,,370.0,0.0
920,STO-CASDE,Stodůlky,84,Jihozápad,False,Časopisy pro děti,51.0,,51.0,0.0
1075,STO-KOMDE,Stodůlky,84,Jihozápad,True,Beletrie - děti,120.0,,,0.0
942,RAJ-CASDO,Rajská zahrada,87,Severovýchod,False,Časopisy pro dospělé,98.0,,98.0,0.0
769,RAJ-DOPOR,Rajská zahrada,87,Severovýchod,False,Doporučujeme (dospělí),158.0,,158.0,0.0
1007,JIR-AUDIO,Chodov,89,Jih,False,CD,368.0,,368.0,0.0
66,praha,Ústřední knihovna,1,Ústřední knihovna,False,Chráněný fond,2253.0,,2253.0,0.0
53,časopisy,Ústřední knihovna,1,Ústřední knihovna,False,Časopisy pro dospělé,630.0,,630.0,0.0
670,HRA-DE,Hradčany,3,Středozápad,True,Beletrie - děti,733.0,,,0.0
670,HRA-DE,Hradčany,3,Středozápad,True,Naučná - děti,405.0,,,0.0
369,OST-DOPDE,Ostrčilovo nám.,4,Středozápad,False,Beletrie - děti,36.0,,36.0,0.0
893,OST-KOMIKS,Ostrčilovo nám.,4,Středozápad,True,Beletrie - dospělí,80.0,,,0.0
605,KOB-VYLOHY,Kobylisy,7,Severovýchod,False,Doporučujeme (dospělí),15.0,,15.0,0.0
605,KOB-VYLOHY,Kobylisy,7,Severovýchod,False,Doporučujeme dětem,15.0,,15.0,0.0
816,SKO-AUDIO,Školská,8,Středozápad,False,CD,179.0,,179.0,0.0
812,SKO-DOPO1,Školská,8,Středozápad,False,Naučná - dospělí,58.0,,58.0,0.0
541,HLO-HRAB,Hloubětín,13,Severovýchod,False,Dnes vrácené knihy,206.0,,206.0,0.0
312,HUS-POEDIV,Žižkov,15,Středozápad,True,Beletrie - dospělí,830.0,,,0.0
1107,JEZ-DOPOR,Jezerka,24,Jih,False,None,305.0,,305.0,0.0
662,MOD-NAU,Modřany,27,Jih,True,Naučná - dospělí,7272.0,,,0.0
807,SMI-DOPOR,Smíchov,29,Jihozápad,False,Doporučujeme (dospělí),761.0,,761.0,0.0
393,SMI-NAUDE,Smíchov,29,Jihozápad,True,Naučná - děti,4928.0,,,0.0
637,CI3-HRAB,Cibulka,30,Jihozápad,False,Dnes vrácené knihy,104.0,,104.0,0.0
590,CHU-CHF,Velká Chuchle,31,Jihozápad,False,Chráněný fond,14.0,,14.0,0.0
963,NOV-POEDI,Novodvorská,41,Jih,True,Beletrie - dospělí,341.0,,,0.0
499,NVE-LITML,Pankrác,43,Jih,True,Beletrie - dospělí,3008.0,,,0.0
435,SPO-BELDO,Spořilov,45,Jih,True,Beletrie - dospělí,6546.0,,,0.0
704,ZME-CASDE,Zahradní Město,47,Jihovýchod,False,Časopisy pro děti,30.0,,30.0,1.0
223,BOH-SKLAD,Bohnice,52,Severovýchod,True,Sklad,11868.0,,,0.0
787,PRO-DOPORD,Prosek,54,Severovýchod,False,None,120.0,,120.0,0.0
325,PRO-NAUDO,Prosek,54,Severovýchod,True,Naučná - dospělí,5162.0,,,0.0
754,RUS-DETI,Dům čtení,56,Jihovýchod,True,Beletrie - děti,5445.0,,,80.0
754,RUS-DETI,Dům čtení,56,Jihovýchod,True,Naučná - děti,2448.0,,,0.0
755,RUS-HRAB,Dům čtení,56,Jihovýchod,False,Dnes vrácené knihy,438.0,,438.0,0.0
948,RUS-OST1,Dům čtení,56,Jihovýchod,False,CD,600.0,,600.0,0.0
809,OPA-DOPOR,Opatov,58,Jih,False,Doporučujeme (dospělí),100.0,,100.0,0.0
1282,KRC-VYSTAV,Krč,60,Jih,False,Doporučujeme (dospělí),90.0,,90.0,0.0
765,BAR-DOPOR,Barrandov,62,Jihozápad,False,Doporučujeme (dospělí),1349.0,,1349.0,0.0
459,BAR-HRAB,Barrandov,62,Jihozápad,False,Dnes vrácené knihy,487.0,,487.0,0.0
513,DAB-LITDE,Ládví,88,Severovýchod,True,Beletrie - děti,4624.0,,,0.0
513,DAB-LITDE,Ládví,88,Severovýchod,True,Doporučujeme dětem,140.0,,,0.0
513,DAB-LITDE,Ládví,88,Severovýchod,True,Naučná - děti,1477.0,,,0.0
1129,VYSTAVML,Ústřední knihovna,1,Ústřední knihovna,False,Tematické výstavky na příčné galerii pro mládež,319.0,,319.0,0.0
370,OST-DETI,Ostrčilovo nám.,4,Středozápad,True,Beletrie - děti,2022.0,,,0.0
370,OST-DETI,Ostrčilovo nám.,4,Středozápad,True,Naučná - děti,426.0,,,2.25
735,HOS-VSMS,Hostivař,21,Jihovýchod,False,CD,30.0,,30.0,1.0
565,VIK-LITDE,Vikova,25,Jih,True,Beletrie - dospělí,114.0,,,0.0
1274,VIK-ZIVOT,Vikova,25,Jih,False,Naučná - dospělí,105.0,,105.0,0.0
389,SMI-BELDO,Smíchov,29,Jihozápad,True,Beletrie - dospělí,14251.0,,,18.0
1154,CI3-CASDO,Cibulka,30,Jihozápad,False,Časopisy pro dospělé,42.0,,42.0,0.0
592,CHU-BELDE,Velká Chuchle,31,Jihozápad,True,Beletrie - dospělí,130.0,,,0.0
1018,CHU-NAUDE,Velká Chuchle,31,Jihozápad,True,Naučná - děti,673.0,,,0.0
796,BRE-DOPOR,Břevnov,35,Středozápad,False,CD,125.0,,125.0,0.0
146,BRE-NAUDO,Břevnov,35,Středozápad,True,JK,37.0,,,0.0
732,DED-VSMS,Dědina,37,Středozápad,False,CD,21.0,,21.0,0.0
1036,DEJ-LITML,Dejvice,38,Středozápad,True,Beletrie - děti,575.0,,,0.0
1056,LET-LITDO,Letná,39,Severovýchod,True,Beletrie - dospělí,70.0,,,0.0
830,NOV-KOMIKS,Novodvorská,41,Jih,True,Beletrie - dospělí,329.0,,,0.0
1230,PET-DOPOR1,Petřiny,42,Středozápad,False,Naučná - dospělí,35.0,,35.0,0.0
906,NVE-CASDO,Pankrác,43,Jih,False,Časopisy pro dospělé,106.0,,106.0,0.0
700,ZME-NAUDO,Zahradní Město,47,Jihovýchod,True,Naučná - dospělí,4188.0,,,95.0
654,OSV-BELDE,Ostrovského,48,Jihozápad,True,Beletrie - děti,2008.0,,,0.0
653,OSV-BELDO,Ostrovského,48,Jihozápad,True,Beletrie - dospělí,2155.0,,,0.0
655,OSV-NAUDO,Ostrovského,48,Jihozápad,True,AK,27.0,,,0.0
655,OSV-NAUDO,Ostrovského,48,Jihozápad,True,Naučná - děti,1190.0,,,0.0
761,OSV-VSMS,Ostrovského,48,Jihozápad,False,CD,21.0,,21.0,0.0
212,DIT-LITDE,Dittrichova,51,Středozápad,True,Beletrie - děti,2239.0,,,5.0
212,DIT-LITDE,Dittrichova,51,Středozápad,True,Naučná - děti,1738.0,,,9.5
1253,BOH-CIZOJ,Bohnice,52,Severovýchod,True,Naučná - dospělí,181.0,,,0.0
222,BOH-HRAB,Bohnice,52,Severovýchod,False,Dnes vrácené knihy,482.0,,482.0,0.0
1251,BOH-VYSTAV,Bohnice,52,Severovýchod,False,Doporučujeme (dospělí),181.0,,181.0,0.0
753,RUS-NAUDO,Dům čtení,56,Jihovýchod,True,Naučná - dospělí,11223.0,,,0.0
950,RUS-OST3,Dům čtení,56,Jihovýchod,False,Časopisy pro děti,0.0,,0.0,0.0
267,OPA-STUD,Opatov,58,Jih,False,Naučná - dospělí,4552.0,,4552.0,0.0
1280,KRC-NAUDO,Krč,60,Jih,False,Naučná - dospělí,5956.0,,5956.0,0.0
1146,BAR-LEPOR,Barrandov,62,Jihozápad,True,Beletrie - děti,200.0,,,0.0
359,ZAH-SCIFI,Záhřebská,65,Středozápad,True,Beletrie - děti,107.0,,,5.0
1257,LUZ-KOMDO,Lužiny,81,Jihozápad,True,Beletrie - dospělí,300.0,,,0.0
615,STO-NAUDO,Stodůlky,84,Jihozápad,True,Naučná - dospělí,2733.0,,,0.0
744,STO-VSMS,Stodůlky,84,Jihozápad,False,CD,168.0,,168.0,0.0
770,DAB-DOPOR,Ládví,88,Severovýchod,False,Doporučujeme (dospělí),301.0,,301.0,0.0
516,DAB-JAZYK,Ládví,88,Severovýchod,True,Naučná - dospělí,430.0,,,0.0
969,DAB-POEZIE,Ládví,88,Severovýchod,True,Beletrie - dospělí,477.0,,,0.0
1249,JIR-ZIVOT,Chodov,89,Jih,True,Beletrie - dospělí,85.0,,,0.0
617,STO-BELDE,Stodůlky,84,Jihozápad,True,J4,,31.0,31.0,
617,STO-BELDE,Stodůlky,84,Jihozápad,True,,,512.0,512.0,
614,STO-BELDO,Stodůlky,84,Jihozápad,True,A1,,3315.0,3315.0,
614,STO-BELDO,Stodůlky,84,Jihozápad,True,B1,,25.0,25.0,
614,STO-BELDO,Stodůlky,84,Jihozápad,True,B2,,170.0,170.0,
614,STO-BELDO,Stodůlky,84,Jihozápad,True,J1,,5.0,5.0,
614,STO-BELDO,Stodůlky,84,Jihozápad,True,J2,,5.0,5.0,
614,STO-BELDO,Stodůlky,84,Jihozápad,True,J3,,5.0,5.0,
614,STO-BELDO,Stodůlky,84,Jihozápad,True,J4,,100.0,100.0,
614,STO-BELDO,Stodůlky,84,Jihozápad,True,,,10.0,10.0,
1075,STO-KOMDE,Stodůlky,84,Jihozápad,True,,,120.0,120.0,
1074,STO-KOMDO,Stodůlky,84,Jihozápad,True,,,150.0,150.0,
1147,STO-LEPOR,Stodůlky,84,Jihozápad,True,,,100.0,100.0,
618,STO-NAUDE,Stodůlky,84,Jihozápad,True,C,,100.0,100.0,
618,STO-NAUDE,Stodůlky,84,Jihozápad,True,D,,145.0,145.0,
618,STO-NAUDE,Stodůlky,84,Jihozápad,True,E,,40.0,40.0,
618,STO-NAUDE,Stodůlky,84,Jihozápad,True,K,,230.0,230.0,
618,STO-NAUDE,Stodůlky,84,Jihozápad,True,L,,40.0,40.0,
618,STO-NAUDE,Stodůlky,84,Jihozápad,True,N,,40.0,40.0,
618,STO-NAUDE,Stodůlky,84,Jihozápad,True,P,,40.0,40.0,
618,STO-NAUDE,Stodůlky,84,Jihozápad,True,R,,40.0,40.0,
618,STO-NAUDE,Stodůlky,84,Jihozápad,True,S,,40.0,40.0,
618,STO-NAUDE,Stodůlky,84,Jihozápad,True,T,,40.0,40.0,
618,STO-NAUDE,Stodůlky,84,Jihozápad,True,U,,10.0,10.0,
618,STO-NAUDE,Stodůlky,84,Jihozápad,True,V,,60.0,60.0,
618,STO-NAUDE,Stodůlky,84,Jihozápad,True,X,,20.0,20.0,
618,STO-NAUDE,Stodůlky,84,Jihozápad,True,Y,,70.0,70.0,
618,STO-NAUDE,Stodůlky,84,Jihozápad,True,Z,,40.0,40.0,
618,STO-NAUDE,Stodůlky,84,Jihozápad,True,,,10.0,10.0,
615,STO-NAUDO,Stodůlky,84,Jihozápad,True,C,,220.0,220.0,
615,STO-NAUDO,Stodůlky,84,Jihozápad,True,D,,210.0,210.0,
615,STO-NAUDO,Stodůlky,84,Jihozápad,True,E,,145.0,145.0,
615,STO-NAUDO,Stodůlky,84,Jihozápad,True,G,,220.0,220.0,
615,STO-NAUDO,Stodůlky,84,Jihozápad,True,K,,120.0,120.0,
615,STO-NAUDO,Stodůlky,84,Jihozápad,True,L,,235.0,235.0,
615,STO-NAUDO,Stodůlky,84,Jihozápad,True,N,,105.0,105.0,
615,STO-NAUDO,Stodůlky,84,Jihozápad,True,O,,30.0,30.0,
615,STO-NAUDO,Stodůlky,84,Jihozápad,True,P,,195.0,195.0,
615,STO-NAUDO,Stodůlky,84,Jihozápad,True,R,,45.0,45.0,
615,STO-NAUDO,Stodůlky,84,Jihozápad,True,S,,110.0,110.0,
615,STO-NAUDO,Stodůlky,84,Jihozápad,True,T,,50.0,50.0,
615,STO-NAUDO,Stodůlky,84,Jihozápad,True,V,,15.0,15.0,
615,STO-NAUDO,Stodůlky,84,Jihozápad,True,W,,40.0,40.0,
615,STO-NAUDO,Stodůlky,84,Jihozápad,True,X,,45.0,45.0,
615,STO-NAUDO,Stodůlky,84,Jihozápad,True,Y,,50.0,50.0,
615,STO-NAUDO,Stodůlky,84,Jihozápad,True,Z,,80.0,80.0,
1059,RAJ-KOMDE,Rajská zahrada,87,Severovýchod,True,,,90.0,90.0,
1060,RAJ-KOMDO,Rajská zahrada,87,Severovýchod,True,,,155.0,155.0,
474,RAJ-LITDE,Rajská zahrada,87,Severovýchod,True,A1,,40.0,40.0,
474,RAJ-LITDE,Rajská zahrada,87,Severovýchod,True,A2,,140.0,140.0,
474,RAJ-LITDE,Rajská zahrada,87,Severovýchod,True,A3,,450.0,450.0,
474,RAJ-LITDE,Rajská zahrada,87,Severovýchod,True,A4,,290.0,290.0,
474,RAJ-LITDE,Rajská zahrada,87,Severovýchod,True,B2,,5.0,5.0,
474,RAJ-LITDE,Rajská zahrada,87,Severovýchod,True,C,,35.0,35.0,
474,RAJ-LITDE,Rajská zahrada,87,Severovýchod,True,D,,50.0,50.0,
474,RAJ-LITDE,Rajská zahrada,87,Severovýchod,True,E,,20.0,20.0,
474,RAJ-LITDE,Rajská zahrada,87,Severovýchod,True,J1-J5,,50.0,50.0,
474,RAJ-LITDE,Rajská zahrada,87,Severovýchod,True,K,,120.0,120.0,
474,RAJ-LITDE,Rajská zahrada,87,Severovýchod,True,L,,40.0,40.0,
474,RAJ-LITDE,Rajská zahrada,87,Severovýchod,True,N,,45.0,45.0,
474,RAJ-LITDE,Rajská zahrada,87,Severovýchod,True,P,,10.0,10.0,
474,RAJ-LITDE,Rajská zahrada,87,Severovýchod,True,R,,20.0,20.0,
474,RAJ-LITDE,Rajská zahrada,87,Severovýchod,True,S,,25.0,25.0,
474,RAJ-LITDE,Rajská zahrada,87,Severovýchod,True,T,,10.0,10.0,
474,RAJ-LITDE,Rajská zahrada,87,Severovýchod,True,U,,10.0,10.0,
474,RAJ-LITDE,Rajská zahrada,87,Severovýchod,True,V,,20.0,20.0,
474,RAJ-LITDE,Rajská zahrada,87,Severovýchod,True,Y,,40.0,40.0,
474,RAJ-LITDE,Rajská zahrada,87,Severovýchod,True,Z,,20.0,20.0,
474,RAJ-LITDE,Rajská zahrada,87,Severovýchod,True,,,285.0,285.0,
473,RAJ-LITDO,Rajská zahrada,87,Severovýchod,True,A1,,2105.0,2105.0,
473,RAJ-LITDO,Rajská zahrada,87,Severovýchod,True,B1,,20.0,20.0,
473,RAJ-LITDO,Rajská zahrada,87,Severovýchod,True,B2,,70.0,70.0,
473,RAJ-LITDO,Rajská zahrada,87,Severovýchod,True,C,,110.0,110.0,
473,RAJ-LITDO,Rajská zahrada,87,Severovýchod,True,D,,210.0,210.0,
473,RAJ-LITDO,Rajská zahrada,87,Severovýchod,True,E,,120.0,120.0,
473,RAJ-LITDO,Rajská zahrada,87,Severovýchod,True,G,,220.0,220.0,
473,RAJ-LITDO,Rajská zahrada,87,Severovýchod,True,J1-J14,,115.0,115.0,
473,RAJ-LITDO,Rajská zahrada,87,Severovýchod,True,K,,80.0,80.0,
473,RAJ-LITDO,Rajská zahrada,87,Severovýchod,True,L,,200.0,200.0,
473,RAJ-LITDO,Rajská zahrada,87,Severovýchod,True,N,,90.0,90.0,
473,RAJ-LITDO,Rajská zahrada,87,Severovýchod,True,O,,55.0,55.0,
473,RAJ-LITDO,Rajská zahrada,87,Severovýchod,True,P,,180.0,180.0,
473,RAJ-LITDO,Rajská zahrada,87,Severovýchod,True,R,,50.0,50.0,
473,RAJ-LITDO,Rajská zahrada,87,Severovýchod,True,S,,30.0,30.0,
473,RAJ-LITDO,Rajská zahrada,87,Severovýchod,True,T,,60.0,60.0,
473,RAJ-LITDO,Rajská zahrada,87,Severovýchod,True,U,,5.0,5.0,
473,RAJ-LITDO,Rajská zahrada,87,Severovýchod,True,V,,30.0,30.0,
473,RAJ-LITDO,Rajská zahrada,87,Severovýchod,True,W,,60.0,60.0,
473,RAJ-LITDO,Rajská zahrada,87,Severovýchod,True,X,,40.0,40.0,
473,RAJ-LITDO,Rajská zahrada,87,Severovýchod,True,Y,,70.0,70.0,
473,RAJ-LITDO,Rajská zahrada,87,Severovýchod,True,Z,,90.0,90.0,
1132,RAJ-PRSK,Rajská zahrada,87,Severovýchod,True,A1-A4,,200.0,200.0,
1132,RAJ-PRSK,Rajská zahrada,87,Severovýchod,True,C-Z,,70.0,70.0,
515,DAB-BELDO,Ládví,88,Severovýchod,True,A1,,5450.0,5450.0,
516,DAB-JAZYK,Ládví,88,Severovýchod,True,J1,,10.0,10.0,
516,DAB-JAZYK,Ládví,88,Severovýchod,True,J2,,10.0,10.0,
516,DAB-JAZYK,Ládví,88,Severovýchod,True,J3,,50.0,50.0,
516,DAB-JAZYK,Ládví,88,Severovýchod,True,J4,,240.0,240.0,
516,DAB-JAZYK,Ládví,88,Severovýchod,True,J5,,15.0,15.0,
516,DAB-JAZYK,Ládví,88,Severovýchod,True,R,,300.0,300.0,
516,DAB-JAZYK,Ládví,88,Severovýchod,True,,,30.0,30.0,
971,DAB-KOMDO,Ládví,88,Severovýchod,True,,,300.0,300.0,
513,DAB-LITDE,Ládví,88,Severovýchod,True,A1,,90.0,90.0,
513,DAB-LITDE,Ládví,88,Severovýchod,True,A2,,400.0,400.0,
513,DAB-LITDE,Ládví,88,Severovýchod,True,A3,,1050.0,1050.0,
513,DAB-LITDE,Ládví,88,Severovýchod,True,A4,,570.0,570.0,
513,DAB-LITDE,Ládví,88,Severovýchod,True,B2,,2.0,2.0,
513,DAB-LITDE,Ládví,88,Severovýchod,True,C,,68.0,68.0,
513,DAB-LITDE,Ládví,88,Severovýchod,True,D,,125.0,125.0,
513,DAB-LITDE,Ládví,88,Severovýchod,True,E,,42.0,42.0,
513,DAB-LITDE,Ládví,88,Severovýchod,True,K,,305.0,305.0,
513,DAB-LITDE,Ládví,88,Severovýchod,True,L,,50.0,50.0,
513,DAB-LITDE,Ládví,88,Severovýchod,True,N,,61.0,61.0,
513,DAB-LITDE,Ládví,88,Severovýchod,True,P,,30.0,30.0,
513,DAB-LITDE,Ládví,88,Severovýchod,True,R,,46.0,46.0,
513,DAB-LITDE,Ládví,88,Severovýchod,True,S,,50.0,50.0,
513,DAB-LITDE,Ládví,88,Severovýchod,True,T,,26.0,26.0,
513,DAB-LITDE,Ládví,88,Severovýchod,True,U,,32.0,32.0,
513,DAB-LITDE,Ládví,88,Severovýchod,True,V,,40.0,40.0,
513,DAB-LITDE,Ládví,88,Severovýchod,True,X,,11.0,11.0,
513,DAB-LITDE,Ládví,88,Severovýchod,True,Y,,51.0,51.0,
513,DAB-LITDE,Ládví,88,Severovýchod,True,Z,,35.0,35.0,
513,DAB-LITDE,Ládví,88,Severovýchod,True,,,1141.0,1141.0,
514,DAB-NAUC,Ládví,88,Severovýchod,True,C,,750.0,750.0,
514,DAB-NAUC,Ládví,88,Severovýchod,True,D,,1350.0,1350.0,
514,DAB-NAUC,Ládví,88,Severovýchod,True,E,,830.0,830.0,
514,DAB-NAUC,Ládví,88,Severovýchod,True,G,,1220.0,1220.0,
514,DAB-NAUC,Ládví,88,Severovýchod,True,K,,650.0,650.0,
514,DAB-NAUC,Ládví,88,Severovýchod,True,L,,1050.0,1050.0,
514,DAB-NAUC,Ládví,88,Severovýchod,True,N,,540.0,540.0,
514,DAB-NAUC,Ládví,88,Severovýchod,True,O,,165.0,165.0,
514,DAB-NAUC,Ládví,88,Severovýchod,True,P,,670.0,670.0,
514,DAB-NAUC,Ládví,88,Severovýchod,True,S,,600.0,600.0,
514,DAB-NAUC,Ládví,88,Severovýchod,True,T,,360.0,360.0,
514,DAB-NAUC,Ládví,88,Severovýchod,True,U,,10.0,10.0,
514,DAB-NAUC,Ládví,88,Severovýchod,True,V,,145.0,145.0,
514,DAB-NAUC,Ládví,88,Severovýchod,True,W,,340.0,340.0,
514,DAB-NAUC,Ládví,88,Severovýchod,True,X,,245.0,245.0,
514,DAB-NAUC,Ládví,88,Severovýchod,True,Y,,340.0,340.0,
514,DAB-NAUC,Ládví,88,Severovýchod,True,Z,,400.0,400.0,
517,DAB-PIKTO,Ládví,88,Severovýchod,True,A1,,755.0,755.0,
969,DAB-POEZIE,Ládví,88,Severovýchod,True,B1,,30.0,30.0,
969,DAB-POEZIE,Ládví,88,Severovýchod,True,B2,,360.0,360.0,
247,JIR-BELDO,Chodov,89,Jih,True,A1,,4000.0,4000.0,
247,JIR-BELDO,Chodov,89,Jih,True,B2,,250.0,250.0,
247,JIR-BELDO,Chodov,89,Jih,True,J3,,35.0,35.0,
247,JIR-BELDO,Chodov,89,Jih,True,J4,,90.0,90.0,
247,JIR-BELDO,Chodov,89,Jih,True,,,35.0,35.0,
1006,JIR-KOM,Chodov,89,Jih,True,,,160.0,160.0,
1252,JIR-KOMDE,Chodov,89,Jih,True,,,175.0,175.0,
1065,JIR-LEPOR,Chodov,89,Jih,True,,,190.0,190.0,
249,JIR-LITDE,Chodov,89,Jih,True,A1,,140.0,140.0,
249,JIR-LITDE,Chodov,89,Jih,True,A2,,315.0,315.0,
249,JIR-LITDE,Chodov,89,Jih,True,A2-A,,100.0,100.0,
249,JIR-LITDE,Chodov,89,Jih,True,A3,,645.0,645.0,
249,JIR-LITDE,Chodov,89,Jih,True,A4,,555.0,555.0,
249,JIR-LITDE,Chodov,89,Jih,True,B2,,5.0,5.0,
249,JIR-LITDE,Chodov,89,Jih,True,C,,81.0,81.0,
249,JIR-LITDE,Chodov,89,Jih,True,D,,96.0,96.0,
249,JIR-LITDE,Chodov,89,Jih,True,E,,26.0,26.0,
249,JIR-LITDE,Chodov,89,Jih,True,J,,40.0,40.0,
249,JIR-LITDE,Chodov,89,Jih,True,K,,231.0,231.0,
249,JIR-LITDE,Chodov,89,Jih,True,L,,31.0,31.0,
249,JIR-LITDE,Chodov,89,Jih,True,N,,71.0,71.0,
249,JIR-LITDE,Chodov,89,Jih,True,P,,41.0,41.0,
249,JIR-LITDE,Chodov,89,Jih,True,R,,81.0,81.0,
249,JIR-LITDE,Chodov,89,Jih,True,S,,31.0,31.0,
249,JIR-LITDE,Chodov,89,Jih,True,T,,31.0,31.0,
249,JIR-LITDE,Chodov,89,Jih,True,U,,61.0,61.0,
249,JIR-LITDE,Chodov,89,Jih,True,V,,31.0,31.0,
249,JIR-LITDE,Chodov,89,Jih,True,X,,26.0,26.0,
249,JIR-LITDE,Chodov,89,Jih,True,Y,,31.0,31.0,
249,JIR-LITDE,Chodov,89,Jih,True,Z,,31.0,31.0,
249,JIR-LITDE,Chodov,89,Jih,True,,,871.0,871.0,
251,JIR-NAUDO,Chodov,89,Jih,True,B1,,55.0,55.0,
251,JIR-NAUDO,Chodov,89,Jih,True,C,,470.0,470.0,
251,JIR-NAUDO,Chodov,89,Jih,True,D,,600.0,600.0,
251,JIR-NAUDO,Chodov,89,Jih,True,E,,500.0,500.0,
251,JIR-NAUDO,Chodov,89,Jih,True,G,,265.0,265.0,
251,JIR-NAUDO,Chodov,89,Jih,True,K,,390.0,390.0,
251,JIR-NAUDO,Chodov,89,Jih,True,L,,400.0,400.0,
251,JIR-NAUDO,Chodov,89,Jih,True,N,,200.0,200.0,
251,JIR-NAUDO,Chodov,89,Jih,True,O,,65.0,65.0,
251,JIR-NAUDO,Chodov,89,Jih,True,P,,350.0,350.0,
251,JIR-NAUDO,Chodov,89,Jih,True,R,,130.0,130.0,
251,JIR-NAUDO,Chodov,89,Jih,True,S,,270.0,270.0,
251,JIR-NAUDO,Chodov,89,Jih,True,T,,110.0,110.0,
251,JIR-NAUDO,Chodov,89,Jih,True,V,,100.0,100.0,
251,JIR-NAUDO,Chodov,89,Jih,True,W,,90.0,90.0,
251,JIR-NAUDO,Chodov,89,Jih,True,X,,125.0,125.0,
251,JIR-NAUDO,Chodov,89,Jih,True,Y,,140.0,140.0,
251,JIR-NAUDO,Chodov,89,Jih,True,Z,,130.0,130.0,
1249,JIR-ZIVOT,Chodov,89,Jih,True,A1,,65.0,65.0,
1249,JIR-ZIVOT,Chodov,89,Jih,True,G,,55.0,55.0,
1249,JIR-ZIVOT,Chodov,89,Jih,True,S,,60.0,60.0,
