lokace_id,lokace_short,pobocka_nazev,pobocka_cislo,oblast,je_realokace,stav_fondu_celkem,kapacita_celkem,kapacita_fyzicka_sum,kapacita_realokace_sum,volna_kapacita,naplnenost_pct,rozdil,pretizena,rizikova
539,CHM-LITDE,Vozovna,66,Středozápad,True,3371,2855.0,4092.0,2855.0,-516.0,118.07355516637479,516.0,True,True
924,BRE-CASDE,Břevnov,35,Středozápad,False,46,21.0,21.0,,-25.0,219.04761904761907,25.0,True,True
81,hrabátko,Ústřední knihovna,1,Ústřední knihovna,False,1709,3140.0,3140.0,,1431.0,54.426751592356695,-1431.0,False,False
738,CHU-VSMS,Velká Chuchle,31,Jihozápad,False,32,0.0,0.0,,-32.0,,32.0,,
980,zvuk,Ústřední knihovna,1,Ústřední knihovna,False,3482,1463.0,1463.0,,-2019.0,238.00410116199592,2019.0,True,True
856,HOL-DOPOR3,Sedmička,5,Severovýchod,False,188,299.0,299.0,,111.0,62.87625418060201,-111.0,False,False
773,CHM-DOPOR,Vozovna,66,Středozápad,False,422,542.0,542.0,,120.0,77.85977859778598,-120.0,False,False
807,SMI-DOPOR,Smíchov,29,Jihozápad,False,290,1187.0,1187.0,,897.0,24.43133951137321,-897.0,False,False
1153,DED-DOPOR,Dědina,37,Středozápad,False,155,178.0,178.0,,23.0,87.07865168539325,-23.0,False,False
751,DEJ-DOPOR2,Dejvice,38,Středozápad,False,275,148.0,148.0,,-127.0,185.8108108108108,127.0,True,True
768,CIB3-DOPOR,Cibulka,30,Jihozápad,False,6,26.0,26.0,,20.0,23.076923076923077,-20.0,False,False
872,LUZ-NAUCAS,Lužiny,81,Jihozápad,False,468,183.0,183.0,,-285.0,255.73770491803282,285.0,True,True
666,MOD-CAS,Modřany,27,Jih,False,138,120.0,120.0,,-18.0,114.99999999999999,18.0,True,True
1235,PET-VITRI1,Petřiny,42,Středozápad,False,93,58.0,58.0,,-35.0,160.3448275862069,35.0,True,True
498,HOS-HRAB,Hostivař,21,Jihovýchod,False,23,331.0,331.0,,308.0,6.948640483383686,-308.0,False,False
1057,SPO-CASDE,Spořilov,45,Jih,False,10,61.0,61.0,,51.0,16.39344262295082,-51.0,False,False
56,1.patro,Ústřední knihovna,1,Ústřední knihovna,False,61009,81602.0,81602.0,,20593.0,74.76409891914415,-20593.0,False,False
1101,JEZ-CASDE,Jezerka,24,Jih,False,102,61.0,61.0,,-41.0,167.21311475409837,41.0,True,True
334,PRO-HRABDE,Prosek,54,Severovýchod,False,18,90.0,90.0,,72.0,20.0,-72.0,False,False
590,CHU-CHF,Velká Chuchle,31,Jihozápad,False,18,14.0,14.0,,-4.0,128.57142857142858,4.0,True,True
755,RUS-HRAB,Dům čtení,56,Jihovýchod,False,223,438.0,438.0,,215.0,50.91324200913242,-215.0,False,False
459,BAR-HRAB,Barrandov,62,Jihozápad,False,31,487.0,487.0,,456.0,6.365503080082135,-456.0,False,False
761,OSV-VSMS,Ostrovského,48,Jihozápad,False,48,21.0,21.0,,-27.0,228.57142857142856,27.0,True,True
222,BOH-HRAB,Bohnice,52,Severovýchod,False,234,482.0,482.0,,248.0,48.54771784232365,-248.0,False,False
626,5KV-NAUDO,(zrušeno) Pankrác,43,Jih,False,0,,,,,,,,
1191,MAL-SELF,Malešice,61,Jihovýchod,False,0,,,,,,,,
1271,WCH-POK,Kiosek Chodov,83,,False,4,,,,,,,,
693,OPA-CHRREG,Opatov,58,Jih,False,50,,,,,,,,
1272,WCH-HRAB,Kiosek Chodov,83,,False,552,,,,,,,,
457,BRU-POK,Vzácné tisky - objednávka,97,,False,2,,,,,,,,
79,příručky,Ústřední knihovna,1,Ústřední knihovna,False,0,,,,,,,,
1185,BOH-SELF,Bohnice,52,Severovýchod,False,0,,,,,,,,
579,MOD-POK,Modřany,27,Jih,False,42,,,,,,,,
1267,VR,Ústřední knihovna,1,Ústřední knihovna,False,8,,,,,,,,
60,skladhud,Ústřední knihovna,1,Ústřední knihovna,False,73657,,,,,,,,
455,DOKNIHARU,,,,False,1574,,,,,,,,
1096,PVZ-HUDKAT,Provaznická,111,,False,0,,,,,,,,
641,5KV-VYLOHY,(zrušeno) Pankrác,43,Jih,False,0,,,,,,,,
860,JEN-KANC,Jeneč,92,Sklad,False,0,,,,,,,,
80,mapy,Ústřední knihovna,1,Ústřední knihovna,False,0,,,,,,,,
84,VRACP,Ústřední knihovna,1,Ústřední knihovna,False,241,,,,,,,,
99,CAPULT,Ústřední knihovna,1,Ústřední knihovna,False,189,,,,,,,,
730,CI1-VSMS,(zrušeno) Cibulka,30,Jihozápad,False,0,,,,,,,,
431,VRS-CHFVYP,(zrušeno) Vršovice,19,,False,0,,,,,,,,
876,MET-ZLICIN,MVK Zličín,94,,False,7,,,,,,,,
430,VRS-CHFI,(zrušeno) Vršovice,19,,False,0,,,,,,,,
632,CI1-CHFDO,(zrušeno) Cibulka,30,Jihozápad,False,0,,,,,,,,
1172,CI3-SELF,Cibulka,30,Jihozápad,False,0,,,,,,,,
722,INET,Internetový přístup,1,Ústřední knihovna,False,0,,,,,,,,
895,SKO-KOMIKS,Školská,8,Středozápad,True,135,180.0,180.0,180.0,45.0,75.0,-45.0,False,False
444,VYS-NAUDO,Vysočany,10,Severovýchod,True,2901,2345.0,3164.0,2345.0,-556.0,123.71002132196163,556.0,True,True
449,VYS-PRSKDE,Vysočany,10,Severovýchod,True,805,800.0,1074.0,800.0,-5.0,100.62500000000001,5.0,True,True
307,HUS-BELDO,Žižkov,15,Středozápad,True,4753,3957.0,5512.0,3957.0,-796.0,120.11624968410413,796.0,True,True
1084,HOS-KOMDO,Hostivař,21,Jihovýchod,True,192,110.0,110.0,110.0,-82.0,174.54545454545453,82.0,True,True
1109,JEZ-KOMDO,Jezerka,24,Jih,True,263,180.0,200.0,180.0,-83.0,146.11111111111111,83.0,True,True
665,MOD-PRSK,Modřany,27,Jih,True,0,10.0,,10.0,10.0,0.0,-10.0,False,False
1250,NVE-LEP,Pankrác,43,Jih,True,119,200.0,200.0,200.0,81.0,59.5,-81.0,False,False
437,SPO-DETI,Spořilov,45,Jih,True,3713,3075.0,4978.0,3075.0,-638.0,120.7479674796748,638.0,True,True
441,SPO-POEDIV,Spořilov,45,Jih,True,813,525.0,781.0,525.0,-288.0,154.85714285714286,288.0,True,True
1259,OSV-KOMDE,Ostrovského,48,Jihozápad,True,53,105.0,105.0,105.0,52.0,50.476190476190474,-52.0,False,False
219,BOH-LITDE,Bohnice,52,Severovýchod,True,4750,5010.0,7397.0,5010.0,260.0,94.81037924151696,-260.0,False,True
929,DEJ-CASDE,Dejvice,38,Středozápad,False,30,11.0,11.0,,-19.0,272.7272727272727,19.0,True,True
271,OPA-DETCAS,Opatov,58,Jih,False,99,120.0,120.0,,21.0,82.5,-21.0,False,False
1277,KRC-BELDO,Krč,60,Jih,False,2918,5219.0,5219.0,,2301.0,55.911094079325544,-2301.0,False,False
705,ZME-HRAB,Zahradní Město,47,Jihovýchod,False,108,152.0,152.0,,44.0,71.05263157894737,-44.0,False,False
620,STO-PRSK,Stodůlky,84,Jihozápad,False,4,914.0,914.0,,910.0,0.437636761487965,-910.0,False,False
414,HOL-CASDO,Sedmička,5,Severovýchod,False,406,126.0,126.0,,-280.0,322.22222222222223,280.0,True,True
526,KRC-CASDE,Krč,60,Jih,False,81,25.0,25.0,,-56.0,324.0,56.0,True,True
1222,STO-AKJK,Stodůlky,84,Jihozápad,False,24,34.0,34.0,,10.0,70.58823529411765,-10.0,False,False
289,HUS-HRAB,Žižkov,15,Středozápad,False,410,507.0,507.0,,97.0,80.86785009861933,-97.0,False,False
884,SMI-AUDIO,Smíchov,29,Jihozápad,False,159,365.0,365.0,,206.0,43.56164383561644,-206.0,False,False
1234,PET-VSMS1,Petřiny,42,Středozápad,False,17,11.0,11.0,,-6.0,154.54545454545453,6.0,True,True
1062,RAJ-MLSLDO,Rajská zahrada,87,Severovýchod,False,485,0.0,0.0,,-485.0,,485.0,,
771,HOS-DOPOR,Hostivař,21,Jihovýchod,False,190,361.0,361.0,,171.0,52.63157894736842,-171.0,False,False
786,PRO-DOPOR,Prosek,54,Severovýchod,False,798,90.0,90.0,,-708.0,886.6666666666667,708.0,True,True
278,OPA-ARTO,Opatov,58,Jih,False,5479,3680.0,3680.0,,-1799.0,148.88586956521738,1799.0,True,True
983,NAUCMAP,Ústřední knihovna,1,Ústřední knihovna,False,571,536.0,536.0,,-35.0,106.52985074626866,35.0,True,True
890,HRA-CASDE,Hradčany,3,Středozápad,False,123,26.0,26.0,,-97.0,473.0769230769231,97.0,True,True
1050,LET-DOPOR,Letná,39,Severovýchod,False,89,89.0,89.0,,0.0,100.0,0.0,False,True
852,DED-PERDO,Dědina,37,Středozápad,False,285,53.0,53.0,,-232.0,537.7358490566038,232.0,True,True
1022,jakurzy,Ústřední knihovna,1,Ústřední knihovna,False,402,428.0,428.0,,26.0,93.92523364485982,-26.0,False,True
387,SMI-HRAB,Smíchov,29,Jihozápad,False,22,548.0,548.0,,526.0,4.014598540145985,-526.0,False,False
1228,PET-HRAB1,Petřiny,42,Středozápad,False,7,280.0,280.0,,273.0,2.5,-273.0,False,False
433,SPO-HRAB,Spořilov,45,Jih,False,49,197.0,197.0,,148.0,24.873096446700508,-148.0,False,False
792,SKA-DOPOR,Skalka,70,Jihovýchod,False,206,370.0,370.0,,164.0,55.67567567567567,-164.0,False,False
704,ZME-CASDE,Zahradní Město,47,Jihovýchod,False,31,30.0,30.0,,-1.0,103.33333333333334,1.0,True,True
735,HOS-VSMS,Hostivař,21,Jihovýchod,False,43,30.0,30.0,,-13.0,143.33333333333334,13.0,True,True
1274,VIK-ZIVOT,Vikova,25,Jih,False,135,105.0,105.0,,-30.0,128.57142857142858,30.0,True,True
236,DIT-DEINFO,Dittrichova,51,Středozápad,False,0,,,,,,,,
1162,VYS-SELF,Vysočany,10,Severovýchod,False,0,,,,,,,,
350,ZAH-KANC,Záhřebská,65,Středozápad,False,0,,,,,,,,
313,HUS-VITRIN,Žižkov,15,Středozápad,False,0,,,,,,,,
67,databáze,Ústřední knihovna,1,Ústřední knihovna,False,57,,,,,,,,
253,JIR-CHFOND,Chodov,89,Jih,False,4,,,,,,,,
364,KURARNA,Ústřední knihovna,1,Ústřední knihovna,False,40,,,,,,,,
1156,SELF,Ústřední knihovna,1,Ústřední knihovna,False,0,,,,,,,,
419,HOL-ZASOBA,Sedmička,5,Severovýchod,False,0,,,,,,,,
154,pravnici,Ústřední knihovna,1,Ústřední knihovna,False,0,,,,,,,,
371,OST-POK,Ostrčilovo nám.,4,Středozápad,False,15,,,,,,,,
287,INFOGAL,Ústřední knihovna,1,Ústřední knihovna,False,1,,,,,,,,
597,CHU-PRSK,Velká Chuchle,31,Jihozápad,False,0,,,,,,,,
217,DIT-DETCAS,Dittrichova,51,Středozápad,False,175,,,,,,,,
644,SKO-NOT,Školská,8,Středozápad,False,0,,,,,,,,
627,5KV-CAS,(zrušeno) Pankrác,43,Jih,False,0,,,,,,,,
256,JIR-POK,Chodov,89,Jih,False,20,,,,,,,,
764,RUS-CTECKY,Dům čtení,56,Jihovýchod,False,2,,,,,,,,
756,RUS-SKLAD,Dům čtení,56,Jihovýchod,False,144,,,,,,,,
1125,DOK-POK,DOK16,16,,False,0,,,,,,,,
519,DAB-PRSK,Ládví,88,Severovýchod,False,0,,,,,,,,
260,NOV-INF,Novodvorská,41,Jih,False,0,,,,,,,,
106,virtskvaz,Ústřední knihovna,1,Ústřední knihovna,False,0,,,,,,,,
892,OST-CASDE,Ostrčilovo nám.,4,Středozápad,False,44,,,,,,,,
532,manipul3,,,,False,0,,,,,,,,
727,VYM-HRAB,Výměnné soubory,99,,False,7,,,,,,,,
835,BRU-D2ZED,Vzácné tisky - objednávka,97,,False,129,,,,,,,,
739,KOB-VSMS,Kobylisy,7,Severovýchod,False,0,,,,,,,,
614,STO-BELDO,Stodůlky,84,Jihozápad,True,5018,3635.0,5177.0,3635.0,-1383.0,138.04676753782667,1383.0,True,True
1006,JIR-KOM,Chodov,89,Jih,True,206,160.0,160.0,160.0,-46.0,128.75,46.0,True,True
1133,leporela,Ústřední knihovna,1,Ústřední knihovna,True,322,400.0,0.0,400.0,78.0,80.5,-78.0,False,False
23,mládež,Ústřední knihovna,1,Ústřední knihovna,True,3058,1830.0,2676.0,1830.0,-1228.0,167.10382513661202,1228.0,True,True
600,KOB-LITDE,Kobylisy,7,Severovýchod,True,3560,3210.0,4141.0,3210.0,-350.0,110.90342679127725,350.0,True,True
494,HOS-NAUDO,Hostivař,21,Jihovýchod,True,3189,2837.0,4142.0,2837.0,-352.0,112.407472682411,352.0,True,True
662,MOD-NAU,Modřany,27,Jih,True,5203,4690.0,7272.0,4690.0,-513.0,110.93816631130065,513.0,True,True
1151,DEJ-KOMDO,Dejvice,38,Středozápad,True,472,350.0,350.0,350.0,-122.0,134.85714285714286,122.0,True,True
699,ZME-BELDO,Zahradní Město,47,Jihovýchod,True,3831,2240.0,3718.0,2240.0,-1591.0,171.02678571428572,1591.0,True,True
1068,DIT-KOMDE,Dittrichova,51,Středozápad,True,106,60.0,120.0,60.0,-46.0,176.66666666666666,46.0,True,True
137,LUZ-NAUDO,Lužiny,81,Jihozápad,True,10799,8640.0,12349.0,8640.0,-2159.0,124.98842592592592,2159.0,True,True
992,KOR-AK,Korunní,18,Jihovýchod,False,133,0.0,0.0,,-133.0,,133.0,,
594,CHU-CAS,Velká Chuchle,31,Jihozápad,False,138,105.0,105.0,,-33.0,131.42857142857142,33.0,True,True
333,PRO-CHFDE,Prosek,54,Severovýchod,False,218,300.0,300.0,,82.0,72.66666666666667,-82.0,False,False
1021,OPA-MAPY,Opatov,58,Jih,False,511,204.0,204.0,,-307.0,250.49019607843138,307.0,True,True
733,DIT-VSMS,Dittrichova,51,Středozápad,False,108,18.0,18.0,,-90.0,600.0,90.0,True,True
777,LUZ-DOPOR,Lužiny,81,Jihozápad,False,1022,1827.0,1827.0,,805.0,55.938697318007655,-805.0,False,False
399,SMI-CHFDE,Smíchov,29,Jihozápad,False,7,61.0,61.0,,54.0,11.475409836065573,-54.0,False,False
803,VYS-DOPOR,Vysočany,10,Severovýchod,False,108,226.0,226.0,,118.0,47.78761061946903,-118.0,False,False
933,KOB-CASDO,Kobylisy,7,Severovýchod,False,44,151.0,151.0,,107.0,29.13907284768212,-107.0,False,False
322,PRO-HRAB,Prosek,54,Severovýchod,False,24,181.0,181.0,,157.0,13.259668508287293,-157.0,False,False
1045,MAL-DOPDE,Malešice,61,Jihovýchod,False,737,406.0,406.0,,-331.0,181.52709359605913,331.0,True,True
624,MOD-HRAB,Modřany,27,Jih,False,107,181.0,181.0,,74.0,59.11602209944752,-74.0,False,False
230,BOH-CASOP,Bohnice,52,Severovýchod,False,906,0.0,0.0,,-906.0,,906.0,,
737,CHM-VSMS,Vozovna,66,Středozápad,False,25,17.0,17.0,,-8.0,147.05882352941177,8.0,True,True
988,CHM-VYST,Vozovna,66,Středozápad,False,20,28.0,28.0,,8.0,71.42857142857143,-8.0,False,False
857,HOL-PRSK,Sedmička,5,Severovýchod,False,891,1797.0,1797.0,,906.0,49.58263772954925,-906.0,False,False
1007,JIR-AUDIO,Chodov,89,Jih,False,851,368.0,368.0,,-483.0,231.25,483.0,True,True
53,časopisy,Ústřední knihovna,1,Ústřední knihovna,False,2383,630.0,630.0,,-1753.0,378.25396825396825,1753.0,True,True
1282,KRC-VYSTAV,Krč,60,Jih,False,129,90.0,90.0,,-39.0,143.33333333333334,39.0,True,True
681,BB2-PULT,Bibliobus 2,99,,False,40,,,,,,,,
1167,HOS-SELF,Hostivař,21,Jihovýchod,False,0,,,,,,,,
62,dvorek,Ústřední knihovna,1,Ústřední knihovna,False,51469,,,,,,,,
767,CIB1-DOPOR,(zrušeno) Cibulka,30,Jihozápad,False,0,,,,,,,,
521,KRC-POK,Krč,60,Jih,False,29,,,,,,,,
569,CHU-POK,Velká Chuchle,31,Jihozápad,False,44,,,,,,,,
170,huvza,Ústřední knihovna,1,Ústřední knihovna,False,5931,,,,,,,,
556,5KV-HRAB,(zrušeno) Pankrác,43,Jih,False,0,,,,,,,,
426,VRS-NAUDO,(zrušeno) Vršovice,19,,False,0,,,,,,,,
119,SKO-LITML,Školská,8,Středozápad,False,11,,,,,,,,
1187,PRO-SELF1P,Prosek,54,Severovýchod,False,0,,,,,,,,
695,BB2-NAUBE,Bibliobus 2,99,,False,2191,,,,,,,,
686,BB3-PULT,Bibliobus 3,99,,False,53,,,,,,,,
623,BBS-HRAB,BibHostivař,99,,False,0,,,,,,,,
628,5KV-CHF,(zrušeno) Pankrác,43,Jih,False,0,,,,,,,,
832,BRU-D1,Vzácné tisky - objednávka,97,,False,10547,,,,,,,,
262,JIR-KANC,Chodov,89,Jih,False,0,,,,,,,,
1164,HUS-SELF,Žižkov,15,Středozápad,False,0,,,,,,,,
164,LUZ-KAN,Lužiny,81,Jihozápad,False,2,,,,,,,,
866,JEN-RFOKF,Vzdálený sklad 5,92,Sklad,True,1,0.0,,0.0,-1.0,,1.0,,
2,naučná,Ústřední knihovna,1,Ústřední knihovna,True,17336,16590.0,23476.0,16590.0,-746.0,104.4966847498493,746.0,True,True
672,HRA-BELDO,Hradčany,3,Středozápad,True,1245,1190.0,1412.0,1190.0,-55.0,104.6218487394958,55.0,True,True
375,KOR-BELDO,Korunní,18,Jihovýchod,True,6519,5150.0,7605.0,5150.0,-1369.0,126.58252427184466,1369.0,True,True
957,VIK-KOMDE,Vikova,25,Jih,True,61,105.0,105.0,105.0,44.0,58.0952380952381,-44.0,False,False
1254,MOD-NAUDE,Modřany,27,Jih,True,1232,1595.0,1972.0,1595.0,363.0,77.24137931034483,-363.0,False,False
240,NOV-LITDE,Novodvorská,41,Jih,True,3755,3065.0,4320.0,3065.0,-690.0,122.51223491027731,690.0,True,True
1231,PET-KOMDE1,Petřiny,42,Středozápad,True,58,35.0,35.0,35.0,-23.0,165.71428571428572,23.0,True,True
1091,ZME-BELDE,Zahradní Město,47,Jihovýchod,True,1302,1200.0,1553.0,1200.0,-102.0,108.5,102.0,True,True
701,ZME-DETI,Zahradní Město,47,Jihovýchod,True,672,720.0,1030.0,720.0,48.0,93.33333333333333,-48.0,False,True
1253,BOH-CIZOJ,Bohnice,52,Severovýchod,True,602,690.0,553.0,690.0,88.0,87.2463768115942,-88.0,False,False
327,PRO-BELDE,Prosek,54,Severovýchod,True,3409,3130.0,4200.0,3130.0,-279.0,108.91373801916933,279.0,True,True
331,PRO-POE,Prosek,54,Severovýchod,True,605,500.0,660.0,500.0,-105.0,121.0,105.0,True,True
754,RUS-DETI,Dům čtení,56,Jihovýchod,True,4486,5745.0,7939.0,5745.0,1259.0,78.08529155787642,-1259.0,False,False
1138,OPA-DETKOM,Opatov,58,Jih,True,155,270.0,250.0,270.0,115.0,57.407407407407405,-115.0,False,False
525,KRC-LITDE,Krč,60,Jih,True,4314,4435.0,6321.0,4435.0,121.0,97.27170236753099,-121.0,False,True
875,LUZ-CIZJAZ,Lužiny,81,Jihozápad,True,1836,1200.0,2003.0,1200.0,-636.0,153.0,636.0,True,True
378,KOR-CASDO,Korunní,18,Jihovýchod,False,244,116.0,116.0,,-128.0,210.3448275862069,128.0,True,True
903,VIK-CASDE,Vikova,25,Jih,False,111,30.0,30.0,,-81.0,370.0,81.0,True,True
1046,MAL-HRAB,Malešice,61,Jihovýchod,False,476,746.0,746.0,,270.0,63.806970509383376,-270.0,False,False
902,VIK-CASDO,Vikova,25,Jih,False,240,100.0,100.0,,-140.0,240.0,140.0,True,True
748,ZAH-VSMS,Záhřebská,65,Středozápad,False,39,50.0,50.0,,11.0,78.0,-11.0,False,False
316,HUS-DOPDE,Žižkov,15,Středozápad,False,154,138.0,138.0,,-16.0,111.59420289855073,16.0,True,True
1043,MAL-DOPDO,Malešice,61,Jihovýchod,False,297,160.0,160.0,,-137.0,185.625,137.0,True,True
743,SKA-VSMS,Skalka,70,Jihovýchod,False,84,30.0,30.0,,-54.0,280.0,54.0,True,True
966,NOV-MLSL,Novodvorská,41,Jih,False,567,158.0,158.0,,-409.0,358.8607594936709,409.0,True,True
26,hudba,Ústřední knihovna,1,Ústřední knihovna,False,3140,3034.0,3034.0,,-106.0,103.4937376400791,106.0,True,True
66,praha,Ústřední knihovna,1,Ústřední knihovna,False,14938,2253.0,2253.0,,-12685.0,663.0270750110963,12685.0,True,True
1230,PET-DOPOR1,Petřiny,42,Středozápad,False,87,35.0,35.0,,-52.0,248.57142857142858,52.0,True,True
696,BB3-NAUBE,Bibliobus 3,99,,False,595,,,,,,,,
204,LE3-CASOP,(zrušeno) Letná-děti,39,Severovýchod,False,0,,,,,,,,
939,HLO-CAS,Hloubětín,13,Severovýchod,False,0,,,,,,,,
1168,JEZ-SELF,Jezerka,24,Jih,False,310,,,,,,,,
338,Michle,,,,False,0,,,,,,,,
1262,BRU-D2DE,Vzácné tisky - objednávka,97,,False,262,,,,,,,,
237,INFOPULT,Ústřední knihovna,1,Ústřední knihovna,False,4,,,,,,,,
1182,ZME-SELF,Zahradní Město,47,Jihovýchod,False,0,,,,,,,,
114,CEI1,Ústřední knihovna,1,Ústřední knihovna,False,70,,,,,,,,
458,BRU-HRAB,Vzácné tisky - objednávka,97,,False,2,,,,,,,,
811,RUS-MOF,Dům čtení,56,Jihovýchod,False,8,,,,,,,,
471,RAJ-POK,Rajská zahrada,87,Severovýchod,False,17,,,,,,,,
365,OST-CHF,Ostrčilovo nám.,4,Středozápad,False,1,,,,,,,,
208,DIT-CASOP,Dittrichova,51,Středozápad,False,268,,,,,,,,
318,HUS-INF,Žižkov,15,Středozápad,False,0,,,,,,,,
734,HLO-VSMS,Hloubětín,13,Severovýchod,False,48,,,,,,,,
363,VRACP3P,Ústřední knihovna,1,Ústřední knihovna,False,1,,,,,,,,
841,BRU-STU,Vzácné tisky - objednávka,97,,False,109,,,,,,,,
263,STERBOVA,Ústřední knihovna,1,Ústřední knihovna,False,0,,,,,,,,
1015,BB5-HRAB,Krabice2,99,,False,0,,,,,,,,
196,LE3-HRAB,(zrušeno) Letná-děti,39,Severovýchod,False,0,,,,,,,,
161,BRE-POK,Břevnov,35,Středozápad,False,12,,,,,,,,
1270,DBK-SELF,Kiosek DBK,82,,False,0,,,,,,,,
201,LE3-CHFOND,(zrušeno) Letná-děti,39,Severovýchod,False,0,,,,,,,,
477,PET-POK,Petřiny,42,Středozápad,False,18,,,,,,,,
831,DOMOFU,,,,False,6036,,,,,,,,
1142,CCM-POK,Kiosek CČM,86,,False,18,,,,,,,,
1249,JIR-ZIVOT,Chodov,89,Jih,True,236,250.0,250.0,250.0,14.0,94.39999999999999,-14.0,False,True
893,OST-KOMIKS,Ostrčilovo nám.,4,Středozápad,True,164,165.0,165.0,165.0,1.0,99.39393939393939,-1.0,False,True
366,OST-NAUDO,Ostrčilovo nám.,4,Středozápad,True,1911,1700.0,2412.0,1700.0,-211.0,112.41176470588235,211.0,True,True
1081,HOL-KOMDE,Sedmička,5,Severovýchod,True,149,200.0,200.0,200.0,51.0,74.5,-51.0,False,False
450,VYS-PRSK,Vysočany,10,Severovýchod,True,2651,2130.0,3158.0,2130.0,-521.0,124.46009389671362,521.0,True,True
1035,KOR-CIZODO,Korunní,18,Jihovýchod,True,830,580.0,1106.0,580.0,-250.0,143.10344827586206,250.0,True,True
1110,JEZ-LEPOR,Jezerka,24,Jih,True,209,250.0,250.0,250.0,41.0,83.6,-41.0,False,False
565,VIK-LITDE,Vikova,25,Jih,True,3440,3205.0,4582.0,3205.0,-235.0,107.33229329173166,235.0,True,True
638,CI3-LITDE,Cibulka,30,Jihozápad,True,1085,826.0,1155.0,826.0,-259.0,131.35593220338984,259.0,True,True
715,DEJ-LITDE,Dejvice,38,Středozápad,True,5395,4561.0,6065.0,4561.0,-834.0,118.28546371409779,834.0,True,True
714,DEJ-NAU2,Dejvice,38,Středozápad,True,5290,5410.0,7728.0,5410.0,120.0,97.78188539741221,-120.0,False,True
843,NVE-KOMDO,Pankrác,43,Jih,True,59,70.0,70.0,70.0,11.0,84.28571428571429,-11.0,False,False
1025,SPO-LEPO,Spořilov,45,Jih,True,188,200.0,195.0,200.0,12.0,94.0,-12.0,False,True
655,OSV-NAUDO,Ostrovského,48,Jihozápad,True,2524,2200.0,3319.0,2200.0,-324.0,114.72727272727272,324.0,True,True
899,ZAH-KOMIKS,Záhřebská,65,Středozápad,True,125,150.0,150.0,150.0,25.0,83.33333333333334,-25.0,False,False
136,LUZ-BELDO,Lužiny,81,Jihozápad,True,6983,4705.0,6719.0,4705.0,-2278.0,148.41657810839533,2278.0,True,True
1148,SMI-CD,Smíchov,29,Jihozápad,False,989,487.0,487.0,,-502.0,203.0800821355236,502.0,True,True
793,ZME-DOPOR,Zahradní Město,47,Jihovýchod,False,279,308.0,308.0,,29.0,90.5844155844156,-29.0,False,True
1251,BOH-VYSTAV,Bohnice,52,Severovýchod,False,1051,584.0,584.0,,-467.0,179.96575342465752,467.0,True,True
280,OPA-ARTMAP,Opatov,58,Jih,False,644,0.0,0.0,,-644.0,,644.0,,
937,VYS-CASDE,Vysočany,10,Severovýchod,False,38,18.0,18.0,,-20.0,211.11111111111111,20.0,True,True
1227,PET-CASDO1,Petřiny,42,Středozápad,False,277,61.0,61.0,,-216.0,454.09836065573774,216.0,True,True
907,NVE-CASDE,Pankrác,43,Jih,False,264,60.0,60.0,,-204.0,440.00000000000006,204.0,True,True
65,pragensia,Ústřední knihovna,1,Ústřední knihovna,False,7636,4135.0,4135.0,,-3501.0,184.6674727932285,3501.0,True,True
1028,VYSTDOSP,Ústřední knihovna,1,Ústřední knihovna,False,34,59.0,59.0,,25.0,57.6271186440678,-25.0,False,False
897,HUS-CASDE,Žižkov,15,Středozápad,False,190,32.0,32.0,,-158.0,593.75,158.0,True,True
547,SKA-HRAB,Skalka,70,Jihovýchod,False,76,90.0,90.0,,14.0,84.44444444444444,-14.0,False,False
1031,muzika,Ústřední knihovna,1,Ústřední knihovna,False,1172,591.0,591.0,,-581.0,198.30795262267344,581.0,True,True
224,BOH-CHFOND,Bohnice,52,Severovýchod,False,2959,0.0,0.0,,-2959.0,,2959.0,,
962,NOV-AUDIO,Novodvorská,41,Jih,False,57,53.0,53.0,,-4.0,107.54716981132076,4.0,True,True
887,BAR-CASDE,Barrandov,62,Jihozápad,False,15,30.0,30.0,,15.0,50.0,-15.0,False,False
512,DAB-HRAB,Ládví,88,Severovýchod,False,286,572.0,572.0,,286.0,50.0,-286.0,False,False
851,DED-PERDE,Dědina,37,Středozápad,False,54,9.0,9.0,,-45.0,600.0,45.0,True,True
873,LUZ-MAPY,Lužiny,81,Jihozápad,False,186,0.0,0.0,,-186.0,,186.0,,
989,KOR-CDDO,Korunní,18,Jihovýchod,False,869,421.0,421.0,,-448.0,206.41330166270785,448.0,True,True
1221,DAB-VYSTAV,Ládví,88,Severovýchod,False,55,26.0,26.0,,-29.0,211.53846153846155,29.0,True,True
314,HUS-VYLOH,Žižkov,15,Středozápad,False,41,40.0,40.0,,-1.0,102.49999999999999,1.0,True,True
1094,ZME-DOPDE,Zahradní Město,47,Jihovýchod,False,137,0.0,0.0,,-137.0,,137.0,,
942,RAJ-CASDO,Rajská zahrada,87,Severovýchod,False,160,98.0,98.0,,-62.0,163.26530612244898,62.0,True,True
91,PUJCA,Ústřední knihovna,1,Ústřední knihovna,False,13,,,,,,,,
1192,BAR-SELF,Barrandov,62,Jihozápad,False,0,,,,,,,,
1268,DBK-POK,Kiosek DBK,82,,False,1,,,,,,,,
928,DEJ-CASDO2,Dejvice,38,Středozápad,False,404,,,,,,,,
246,NOV-POK,Novodvorská,41,Jih,False,11,,,,,,,,
861,JEN-PROST,Jeneč,92,Sklad,False,0,,,,,,,,
