pobocka_cislo,lokace_short_norm,OCH,kapacita_realokace,lokace_id
48,OSV-NAUDO,L,185.0,655
48,OSV-NAUDO,N,80.0,655
48,OSV-NAUDO,O,15.0,655
48,OSV-NAUDO,P,145.0,655
48,OSV-NAUDO,R,65.0,655
48,OSV-NAUDO,S,110.0,655
48,OSV-NAUDO,T,50.0,655
48,OSV-NAUDO,U,10.0,655
48,OSV-NAUDO,V,60.0,655
48,OSV-NAUDO,W,45.0,655
48,OSV-NAUDO,X,25.0,655
48,OSV-NAUDO,Y,95.0,655
48,OSV-NAUDO,Z,105.0,655
51,DIT-BELDO,A1,2080.0,207
51,DIT-BELDO,B1,20.0,207
51,DIT-BELDO,B2,255.0,207
51,DIT-BELDO,J4,70.0,207
51,DIT-BELDO,,30.0,207
51,DIT-DOMDE,,240.0,1020
51,DIT-KOMDE,,60.0,1068
51,DIT-KOMDO,,120.0,960
51,DIT-LITDE,A1,10.0,212
51,DIT-LITDE,A2,275.0,212
51,DIT-LITDE,A3,525.0,212
51,DIT-LITDE,A4,380.0,212
51,DIT-LITDE,B2,5.0,212
51,DIT-LITDE,C,115.0,212
51,DIT-LITDE,D,85.0,212
51,DIT-LITDE,E,45.0,212
51,DIT-LITDE,"G,O,W",10.0,212
51,DIT-LITDE,J1-J5,85.0,212
51,DIT-LITDE,K,245.0,212
51,DIT-LITDE,L,78.0,212
51,DIT-LITDE,N,135.0,212
51,DIT-LITDE,P,80.0,212
51,DIT-LITDE,R,50.0,212
51,DIT-LITDE,S,40.0,212
51,DIT-LITDE,T,65.0,212
51,DIT-LITDE,U,25.0,212
51,DIT-LITDE,V,45.0,212
51,DIT-LITDE,X,50.0,212
51,DIT-LITDE,Y,25.0,212
51,DIT-LITDE,Z,50.0,212
51,DIT-LITDE,,110.0,212
51,DIT-NAUDO,C,305.0,213
51,DIT-NAUDO,D,500.0,213
51,DIT-NAUDO,E,250.0,213
51,DIT-NAUDO,G,315.0,213
51,DIT-NAUDO,K,170.0,213
51,DIT-NAUDO,L,290.0,213
51,DIT-NAUDO,N,100.0,213
51,DIT-NAUDO,O,80.0,213
51,DIT-NAUDO,P,215.0,213
51,DIT-NAUDO,R,90.0,213
51,DIT-NAUDO,S,150.0,213
51,DIT-NAUDO,T,70.0,213
51,DIT-NAUDO,V,35.0,213
51,DIT-NAUDO,W,90.0,213
51,DIT-NAUDO,X,115.0,213
51,DIT-NAUDO,Y,85.0,213
51,DIT-NAUDO,Z,185.0,213
52,BOH-BELDO,A1,4900.0,218
52,BOH-BELDO,B1,55.0,218
52,BOH-BELDO,B2,625.0,218
52,BOH-BELDO,,4240.0,218
52,BOH-CIZOJ,J1,20.0,1253
52,BOH-CIZOJ,J2,15.0,1253
52,BOH-CIZOJ,J3,40.0,1253
52,BOH-CIZOJ,J4,200.0,1253
52,BOH-CIZOJ,J5,25.0,1253
52,BOH-CIZOJ,,390.0,1253
52,BOH-HUDBA,S,700.0,227
52,BOH-HUDBA,V,1200.0,227
52,BOH-HUDBA,Vnoty,300.0,227
52,BOH-KOMDO,,900.0,1139
52,BOH-LITDE,A1,35.0,219
52,BOH-LITDE,A2,490.0,219
52,BOH-LITDE,A3,1120.0,219
52,BOH-LITDE,A4,900.0,219
52,BOH-LITDE,B2,2.0,219
52,BOH-LITDE,C,130.0,219
52,BOH-LITDE,D,205.0,219
52,BOH-LITDE,E,73.0,219
52,BOH-LITDE,G,26.0,219
52,BOH-LITDE,K,360.0,219
52,BOH-LITDE,L,100.0,219
52,BOH-LITDE,N,120.0,219
52,BOH-LITDE,P,36.0,219
52,BOH-LITDE,R,70.0,219
52,BOH-LITDE,S,90.0,219
52,BOH-LITDE,T,31.0,219
52,BOH-LITDE,U,63.0,219
52,BOH-LITDE,V,90.0,219
52,BOH-LITDE,X,17.0,219
52,BOH-LITDE,Y,95.0,219
52,BOH-LITDE,Z,42.0,219
52,BOH-LITDE,,915.0,219
52,BOH-NAUDO,C,700.0,221
52,BOH-NAUDO,D,1690.0,221
52,BOH-NAUDO,E,750.0,221
52,BOH-NAUDO,G,1380.0,221
52,BOH-NAUDO,K,620.0,221
52,BOH-NAUDO,L,1450.0,221
52,BOH-NAUDO,N,450.0,221
52,BOH-NAUDO,O,190.0,221
52,BOH-NAUDO,P,810.0,221
52,BOH-NAUDO,R,220.0,221
52,BOH-NAUDO,S,810.0,221
52,BOH-NAUDO,T,250.0,221
52,BOH-NAUDO,W,510.0,221
52,BOH-NAUDO,X,760.0,221
52,BOH-NAUDO,Y,520.0,221
52,BOH-NAUDO,Z,500.0,221
52,BOH-SKLAD,A1,1500.0,223
52,BOH-SKLAD,D,300.0,223
52,BOH-SKLAD,E,100.0,223
52,BOH-SKLAD,G,60.0,223
52,BOH-SKLAD,JK,180.0,223
52,BOH-SKLAD,K,35.0,223
52,BOH-SKLAD,L,60.0,223
52,BOH-SKLAD,N,40.0,223
52,BOH-SKLAD,P,20.0,223
52,BOH-SKLAD,R,30.0,223
52,BOH-SKLAD,S,30.0,223
52,BOH-SKLAD,SV,6220.0,223
52,BOH-SKLAD,T,20.0,223
52,BOH-SKLAD,V,1300.0,223
52,BOH-SKLAD,V7,350.0,223
52,BOH-SKLAD,W,25.0,223
52,BOH-SKLAD,X,15.0,223
52,BOH-SKLAD,,825.0,223
54,PRO-BELDE,A1,130.0,327
54,PRO-BELDE,A2,320.0,327
54,PRO-BELDE,A3,805.0,327
54,PRO-BELDE,A4,620.0,327
54,PRO-BELDE,B2,5.0,327
54,PRO-BELDE,,1250.0,327
54,PRO-BELDO,A1,3870.0,324
54,PRO-BELDO,J1,15.0,324
54,PRO-BELDO,J2,15.0,324
54,PRO-BELDO,J3,50.0,324
54,PRO-BELDO,J4,160.0,324
54,PRO-BELDO,J5,15.0,324
54,PRO-BELDO,,10.0,324
54,PRO-KOMDE,,205.0,981
54,PRO-KOMDO,,260.0,982
54,PRO-NAU,R,160.0,332
54,PRO-NAU,T,155.0,332
54,PRO-NAU,V,300.0,332
54,PRO-NAU,X,100.0,332
54,PRO-NAU,Y,400.0,332
54,PRO-NAUDE,C,165.0,328
54,PRO-NAUDE,D,120.0,328
54,PRO-NAUDE,E,100.0,328
54,PRO-NAUDE,G,90.0,328
54,PRO-NAUDE,K,420.0,328
54,PRO-NAUDE,L,85.0,328
54,PRO-NAUDE,N,190.0,328
54,PRO-NAUDE,P,80.0,328
54,PRO-NAUDE,S,90.0,328
54,PRO-NAUDE,U,35.0,328
54,PRO-NAUDE,Z,55.0,328
54,PRO-NAUDE,,25.0,328
54,PRO-NAUDO,C,320.0,325
54,PRO-NAUDO,D,590.0,325
54,PRO-NAUDO,E,430.0,325
54,PRO-NAUDO,G,510.0,325
54,PRO-NAUDO,K,340.0,325
54,PRO-NAUDO,L,470.0,325
54,PRO-NAUDO,N,250.0,325
54,PRO-NAUDO,O,80.0,325
54,PRO-NAUDO,P,350.0,325
54,PRO-NAUDO,S,160.0,325
54,PRO-NAUDO,W,175.0,325
54,PRO-NAUDO,Z,265.0,325
54,PRO-POE,B1,55.0,331
54,PRO-POE,B2,445.0,331
54,PRO-PRSK,A1,960.0,976
54,PRO-PRSK,C,40.0,976
54,PRO-PRSK,D,55.0,976
54,PRO-PRSK,E,35.0,976
54,PRO-PRSK,G,80.0,976
54,PRO-PRSK,K,20.0,976
54,PRO-PRSK,L,25.0,976
54,PRO-PRSK,N,20.0,976
54,PRO-PRSK,O,50.0,976
54,PRO-PRSK,P,35.0,976
54,PRO-PRSK,R,15.0,976
54,PRO-PRSK,S,30.0,976
54,PRO-PRSK,W,15.0,976
54,PRO-PRSK,X,30.0,976
54,PRO-PRSK,,65.0,976
56,RUS-BELDO,A1,7365.0,752
56,RUS-BELDO,B1,80.0,752
56,RUS-BELDO,B2,600.0,752
56,RUS-BELDO,J1,10.0,752
56,RUS-BELDO,J2,20.0,752
56,RUS-BELDO,J3,25.0,752
56,RUS-BELDO,J4,130.0,752
56,RUS-BELDO,J5,10.0,752
56,RUS-BELDO,,775.0,752
56,RUS-DETI,A1,105.0,754
56,RUS-DETI,A2,420.0,754
56,RUS-DETI,A3,1300.0,754
56,RUS-DETI,A4,970.0,754
56,RUS-DETI,B2,40.0,754
56,RUS-DETI,C,190.0,754
56,RUS-DETI,D,190.0,754
56,RUS-DETI,E,120.0,754
56,RUS-DETI,K,350.0,754
56,RUS-DETI,L,105.0,754
56,RUS-DETI,N,90.0,754
56,RUS-DETI,P,75.0,754
56,RUS-DETI,R,45.0,754
56,RUS-DETI,S,80.0,754
56,RUS-DETI,T,45.0,754
56,RUS-DETI,U,60.0,754
56,RUS-DETI,V,75.0,754
56,RUS-DETI,X,45.0,754
56,RUS-DETI,Y,90.0,754
56,RUS-DETI,Z,60.0,754
56,RUS-DETI,,1290.0,754
56,RUS-NAUDO,C,370.0,753
56,RUS-NAUDO,D,1340.0,753
56,RUS-NAUDO,E,720.0,753
56,RUS-NAUDO,G,780.0,753
56,RUS-NAUDO,K,460.0,753
56,RUS-NAUDO,L,790.0,753
56,RUS-NAUDO,N,330.0,753
56,RUS-NAUDO,O,100.0,753
56,RUS-NAUDO,P,460.0,753
56,RUS-NAUDO,R,350.0,753
56,RUS-NAUDO,S,480.0,753
56,RUS-NAUDO,T,200.0,753
56,RUS-NAUDO,U,1.0,753
56,RUS-NAUDO,V,130.0,753
56,RUS-NAUDO,W,350.0,753
56,RUS-NAUDO,X,520.0,753
56,RUS-NAUDO,Y,240.0,753
56,RUS-NAUDO,Z,340.0,753
58,OPA-BELDO,A1,7345.0,273
58,OPA-BELDO,B2,720.0,273
58,OPA-BELDO,J1,30.0,273
58,OPA-BELDO,J2,35.0,273
58,OPA-BELDO,J3,90.0,273
58,OPA-BELDO,J4,300.0,273
58,OPA-BELDO,J5,20.0,273
58,OPA-BELDO,,20.0,273
58,OPA-DETKOM,,270.0,1138
58,OPA-KOMIKS,,550.0,882
58,OPA-LITDE,A1,120.0,270
58,OPA-LITDE,A2,400.0,270
58,OPA-LITDE,A3,1020.0,270
58,OPA-LITDE,A4,950.0,270
58,OPA-LITDE,B2,5.0,270
58,OPA-LITDE,C,205.0,270
58,OPA-LITDE,D,225.0,270
58,OPA-LITDE,E,80.0,270
58,OPA-LITDE,K,555.0,270
58,OPA-LITDE,L,110.0,270
58,OPA-LITDE,N,130.0,270
58,OPA-LITDE,P,40.0,270
58,OPA-LITDE,R,80.0,270
58,OPA-LITDE,S,140.0,270
58,OPA-LITDE,T,80.0,270
58,OPA-LITDE,U,100.0,270
58,OPA-LITDE,V,115.0,270
58,OPA-LITDE,X,160.0,270
58,OPA-LITDE,Y,190.0,270
58,OPA-LITDE,Z,155.0,270
58,OPA-LITDE,,1395.0,270
58,OPA-LITLEP,,100.0,850
58,OPA-NAUDO,B1,180.0,274
58,OPA-NAUDO,C,450.0,274
58,OPA-NAUDO,D,2150.0,274
58,OPA-NAUDO,E,1025.0,274
58,OPA-NAUDO,G,1565.0,274
58,OPA-NAUDO,K,1475.0,274
58,OPA-NAUDO,L,1780.0,274
58,OPA-NAUDO,N,425.0,274
58,OPA-NAUDO,O,190.0,274
58,OPA-NAUDO,P,795.0,274
58,OPA-NAUDO,R,540.0,274
58,OPA-NAUDO,S4,220.0,274
58,OPA-NAUDO,S6,170.0,274
58,OPA-NAUDO,T,640.0,274
58,OPA-NAUDO,U,50.0,274
58,OPA-NAUDO,V,330.0,274
58,OPA-NAUDO,W,605.0,274
58,OPA-NAUDO,X,820.0,274
58,OPA-NAUDO,Y,605.0,274
58,OPA-NAUDO,Z,725.0,274
60,KRC-LITDE,A1,255.0,525
60,KRC-LITDE,A2,300.0,525
60,KRC-LITDE,A3,730.0,525
60,KRC-LITDE,A4,600.0,525
60,KRC-LITDE,B2,10.0,525
60,KRC-LITDE,C,40.0,525
60,KRC-LITDE,D,170.0,525
60,KRC-LITDE,E,45.0,525
60,KRC-LITDE,J4,45.0,525
60,KRC-LITDE,K,365.0,525
60,KRC-LITDE,L,60.0,525
60,KRC-LITDE,N,130.0,525
60,KRC-LITDE,P,40.0,525
60,KRC-LITDE,R,60.0,525
60,KRC-LITDE,S,45.0,525
60,KRC-LITDE,T,40.0,525
60,KRC-LITDE,U,40.0,525
60,KRC-LITDE,V,30.0,525
60,KRC-LITDE,X,35.0,525
60,KRC-LITDE,Y,55.0,525
60,KRC-LITDE,Z,115.0,525
60,KRC-LITDE,,1225.0,525
60,KRC-LITDO,A1,5.0,
60,KRC-LITDO,B1,35.0,
60,KRC-LITDO,B2,230.0,
60,KRC-LITDO,C,265.0,
60,KRC-LITDO,D,715.0,
60,KRC-LITDO,E,530.0,
60,KRC-LITDO,G,425.0,
60,KRC-LITDO,J4,90.0,
60,KRC-LITDO,K,300.0,
60,KRC-LITDO,L,380.0,
60,KRC-LITDO,N,290.0,
60,KRC-LITDO,O,45.0,
60,KRC-LITDO,P,270.0,
60,KRC-LITDO,R,205.0,
60,KRC-LITDO,S,415.0,
60,KRC-LITDO,T,95.0,
60,KRC-LITDO,U,15.0,
60,KRC-LITDO,V,110.0,
60,KRC-LITDO,W,185.0,
60,KRC-LITDO,X,140.0,
60,KRC-LITDO,Y,140.0,
60,KRC-LITDO,Z,140.0,
60,KRC-LITDO,,1235.0,
61,MAL-BELDO,A1,1885.0,1037
61,MAL-BELDO,B1,10.0,1037
61,MAL-BELDO,B2,90.0,1037
61,MAL-BELDO,J4,40.0,1037
61,MAL-BELDO,,10.0,1037
61,MAL-DETI,A2,450.0,1040
61,MAL-DETI,A3,750.0,1040
61,MAL-DETI,C,50.0,1040
61,MAL-DETI,D,20.0,1040
61,MAL-DETI,E,20.0,1040
61,MAL-DETI,K,40.0,1040
61,MAL-DETI,L,20.0,1040
61,MAL-DETI,N,20.0,1040
61,MAL-DETI,P,20.0,1040
61,MAL-DETI,R,20.0,1040
61,MAL-DETI,S,20.0,1040
61,MAL-DETI,T,20.0,1040
61,MAL-DETI,U,10.0,1040
61,MAL-DETI,V,20.0,1040
61,MAL-DETI,X,20.0,1040
61,MAL-DETI,Y,20.0,1040
61,MAL-DETI,Z,20.0,1040
61,MAL-DETI,,465.0,1040
61,MAL-KOMIKS,,200.0,1066
61,MAL-LITML,A1,200.0,1042
61,MAL-LITML,A4,280.0,1042
61,MAL-LITML,D,62.0,1042
61,MAL-LITML,E,21.0,1042
61,MAL-LITML,K,82.0,1042
61,MAL-LITML,L,16.0,1042
61,MAL-LITML,N,21.0,1042
61,MAL-LITML,P,16.0,1042
61,MAL-LITML,R,21.0,1042
61,MAL-LITML,S,11.0,1042
61,MAL-LITML,T,21.0,1042
61,MAL-LITML,U,11.0,1042
61,MAL-LITML,V,2.0,1042
61,MAL-LITML,X,2.0,1042
61,MAL-LITML,Y,16.0,1042
61,MAL-LITML,Z,2.0,1042
61,MAL-LITML,,46.0,1042
61,MAL-NAUDO,C,200.0,1038
61,MAL-NAUDO,D,220.0,1038
61,MAL-NAUDO,E,180.0,1038
61,MAL-NAUDO,G,190.0,1038
61,MAL-NAUDO,K,130.0,1038
61,MAL-NAUDO,L,130.0,1038
61,MAL-NAUDO,N,90.0,1038
61,MAL-NAUDO,O,20.0,1038
61,MAL-NAUDO,P,140.0,1038
61,MAL-NAUDO,R,50.0,1038
61,MAL-NAUDO,S,70.0,1038
61,MAL-NAUDO,T,35.0,1038
61,MAL-NAUDO,U,20.0,1038
61,MAL-NAUDO,V,10.0,1038
61,MAL-NAUDO,W,35.0,1038
61,MAL-NAUDO,X,30.0,1038
61,MAL-NAUDO,Y,60.0,1038
61,MAL-NAUDO,Z,70.0,1038
62,BAR-BELDE,A1,90.0,465
62,BAR-BELDE,A2,350.0,465
62,BAR-BELDE,A3,850.0,465
62,BAR-BELDE,A4,325.0,465
62,BAR-BELDE,B2,5.0,465
62,BAR-BELDE,J1,11.0,465
62,BAR-BELDE,J2,11.0,465
62,BAR-BELDE,J3,21.0,465
62,BAR-BELDE,J4,85.0,465
62,BAR-BELDE,,537.0,465
62,BAR-BELDO,A1,2910.0,461
62,BAR-BELDO,B1,25.0,461
62,BAR-BELDO,B2,240.0,461
62,BAR-BELDO,J4,90.0,461
62,BAR-BELDO,,40.0,461
62,BAR-KOMDE,,100.0,1072
62,BAR-KOMDO,,100.0,1071
62,BAR-LEPOR,,200.0,1146
62,BAR-NAUDE,C,50.0,464
62,BAR-NAUDE,D,90.0,464
62,BAR-NAUDE,E,40.0,464
62,BAR-NAUDE,K,240.0,464
62,BAR-NAUDE,L,35.0,464
62,BAR-NAUDE,N,40.0,464
62,BAR-NAUDE,P,40.0,464
62,BAR-NAUDE,R,40.0,464
62,BAR-NAUDE,S,20.0,464
62,BAR-NAUDE,T,40.0,464
62,BAR-NAUDE,U,25.0,464
62,BAR-NAUDE,V,40.0,464
62,BAR-NAUDE,X,20.0,464
62,BAR-NAUDE,Y,40.0,464
62,BAR-NAUDE,Z,40.0,464
62,BAR-NAUDE,,20.0,464
62,BAR-NAUDO,C,250.0,462
62,BAR-NAUDO,D,350.0,462
62,BAR-NAUDO,E,170.0,462
62,BAR-NAUDO,G,335.0,462
62,BAR-NAUDO,K,180.0,462
62,BAR-NAUDO,L,340.0,462
62,BAR-NAUDO,N,215.0,462
62,BAR-NAUDO,O,30.0,462
62,BAR-NAUDO,P,170.0,462
62,BAR-NAUDO,R,60.0,462
62,BAR-NAUDO,S,140.0,462
62,BAR-NAUDO,T,60.0,462
62,BAR-NAUDO,U,5.0,462
62,BAR-NAUDO,V,30.0,462
62,BAR-NAUDO,W,100.0,462
62,BAR-NAUDO,X,70.0,462
62,BAR-NAUDO,Y,55.0,462
62,BAR-NAUDO,Z,170.0,462
65,ZAH-BELDO,A1,1685.0,352
65,ZAH-DETI,A1,90.0,360
65,ZAH-DETI,A2,300.0,360
65,ZAH-DETI,A3,525.0,360
65,ZAH-DETI,A4,305.0,360
65,ZAH-DETI,B2,5.0,360
65,ZAH-DETI,C,110.0,360
65,ZAH-DETI,D,160.0,360
65,ZAH-DETI,E,45.0,360
65,ZAH-DETI,K,290.0,360
65,ZAH-DETI,L,70.0,360
65,ZAH-DETI,N,45.0,360
65,ZAH-DETI,P,20.0,360
65,ZAH-DETI,R,40.0,360
65,ZAH-DETI,S,65.0,360
65,ZAH-DETI,T,40.0,360
65,ZAH-DETI,U,20.0,360
65,ZAH-DETI,V,55.0,360
65,ZAH-DETI,X,22.0,360
65,ZAH-DETI,Y,35.0,360
65,ZAH-DETI,Z,45.0,360
65,ZAH-DETI,,330.0,360
65,ZAH-KOMDO,,200.0,1070
65,ZAH-KOMIKS,,150.0,899
65,ZAH-LEPDE,,150.0,1069
65,ZAH-NAUDE,J1,12.0,355
65,ZAH-NAUDE,J2,15.0,355
65,ZAH-NAUDE,J3,25.0,355
65,ZAH-NAUDE,J4,130.0,355
65,ZAH-NAUDE,K,275.0,355
65,ZAH-NAUDE,Y,115.0,355
65,ZAH-NAUDE,Z,135.0,355
65,ZAH-NAUDE,,25.0,355
65,ZAH-NAUDO,C,160.0,351
65,ZAH-NAUDO,D,525.0,351
65,ZAH-NAUDO,E,225.0,351
65,ZAH-NAUDO,G,310.0,351
65,ZAH-NAUDO,L,290.0,351
65,ZAH-NAUDO,N,90.0,351
65,ZAH-NAUDO,O,55.0,351
65,ZAH-NAUDO,P,200.0,351
65,ZAH-NAUDO,R,80.0,351
65,ZAH-NAUDO,S,330.0,351
65,ZAH-NAUDO,T,30.0,351
65,ZAH-NAUDO,V,70.0,351
65,ZAH-NAUDO,W,55.0,351
65,ZAH-NAUDO,X,140.0,351
65,ZAH-POEDIV,B1,20.0,361
65,ZAH-POEDIV,B2,175.0,361
65,ZAH-SCIFI,A1,400.0,359
66,CHM-BELDO,A1,3325.0,537
66,CHM-BELDO,B1,20.0,537
66,CHM-BELDO,B2,188.0,537
66,CHM-BELDO,J1,5.0,537
66,CHM-BELDO,J2,20.0,537
66,CHM-BELDO,J3,20.0,537
66,CHM-BELDO,J4,85.0,537
66,CHM-BELDO,J5,20.0,537
66,CHM-BELDO,,10.0,537
66,CHM-KOMDE,,125.0,987
66,CHM-KOMDO,,160.0,986
66,CHM-LITDE,A1,100.0,539
66,CHM-LITDE,A2,200.0,539
66,CHM-LITDE,A3,530.0,539
66,CHM-LITDE,A4,475.0,539
66,CHM-LITDE,B2,10.0,539
66,CHM-LITDE,C,55.0,539
66,CHM-LITDE,D,95.0,539
66,CHM-LITDE,E,60.0,539
66,CHM-LITDE,"G,O,W,X",20.0,539
66,CHM-LITDE,K,240.0,539
66,CHM-LITDE,L,45.0,539
66,CHM-LITDE,N,100.0,539
66,CHM-LITDE,P,45.0,539
66,CHM-LITDE,R,60.0,539
66,CHM-LITDE,S,50.0,539
66,CHM-LITDE,T,40.0,539
66,CHM-LITDE,U,20.0,539
66,CHM-LITDE,V,50.0,539
66,CHM-LITDE,Y,85.0,539
66,CHM-LITDE,Z,70.0,539
66,CHM-LITDE,,505.0,539
66,CHM-NAUDO,C,345.0,538
66,CHM-NAUDO,D,775.0,538
66,CHM-NAUDO,E,350.0,538
66,CHM-NAUDO,G,510.0,538
66,CHM-NAUDO,K,250.0,538
66,CHM-NAUDO,L,490.0,538
66,CHM-NAUDO,N,235.0,538
66,CHM-NAUDO,O,85.0,538
66,CHM-NAUDO,P,310.0,538
66,CHM-NAUDO,R,100.0,538
66,CHM-NAUDO,S,370.0,538
66,CHM-NAUDO,T,95.0,538
66,CHM-NAUDO,V,75.0,538
66,CHM-NAUDO,W,150.0,538
66,CHM-NAUDO,X,120.0,538
66,CHM-NAUDO,Y,135.0,538
66,CHM-NAUDO,Z,165.0,538
70,SKA-BELDO,A1,2440.0,544
70,SKA-BELDO,B1,10.0,544
70,SKA-BELDO,B2,110.0,544
70,SKA-BELDO,J1,2.0,544
70,SKA-BELDO,J2,10.0,544
70,SKA-BELDO,J3,10.0,544
70,SKA-BELDO,J4,70.0,544
70,SKA-BELDO,J5,10.0,544
70,SKA-BELDO,,15.0,544
70,SKA-KOMIKS,,200.0,1150
70,SKA-LITDE,A1,25.0,543
70,SKA-LITDE,A2,300.0,543
70,SKA-LITDE,A3,420.0,543
70,SKA-LITDE,A4,360.0,543
70,SKA-LITDE,B2,2.0,543
70,SKA-LITDE,C,31.0,543
70,SKA-LITDE,D,71.0,543
70,SKA-LITDE,E,21.0,543
70,SKA-LITDE,K,85.0,543
70,SKA-LITDE,L,25.0,543
70,SKA-LITDE,N,45.0,543
70,SKA-LITDE,P,21.0,543
70,SKA-LITDE,R,21.0,543
70,SKA-LITDE,S,21.0,543
70,SKA-LITDE,T,21.0,543
70,SKA-LITDE,U,11.0,543
70,SKA-LITDE,V,21.0,543
70,SKA-LITDE,X,1.0,543
70,SKA-LITDE,Y,21.0,543
70,SKA-LITDE,Z,21.0,543
70,SKA-LITDE,,478.0,543
70,SKA-NAUDO,C,220.0,545
70,SKA-NAUDO,D,330.0,545
70,SKA-NAUDO,E,335.0,545
70,SKA-NAUDO,G,225.0,545
70,SKA-NAUDO,K,265.0,545
70,SKA-NAUDO,L,240.0,545
70,SKA-NAUDO,N,120.0,545
70,SKA-NAUDO,O,31.0,545
70,SKA-NAUDO,P,235.0,545
70,SKA-NAUDO,R,85.0,545
70,SKA-NAUDO,S,145.0,545
70,SKA-NAUDO,T,75.0,545
70,SKA-NAUDO,U,1.0,545
70,SKA-NAUDO,V,30.0,545
70,SKA-NAUDO,W,105.0,545
70,SKA-NAUDO,X,65.0,545
70,SKA-NAUDO,Y,105.0,545
70,SKA-NAUDO,Z,5.0,545
81,LUZ-BELDO,A1,4030.0,136
81,LUZ-BELDO,B1,50.0,136
81,LUZ-BELDO,B2,625.0,136
81,LUZ-CIZJAZ,A1,710.0,875
81,LUZ-CIZJAZ,A4,160.0,875
81,LUZ-CIZJAZ,J1,10.0,875
81,LUZ-CIZJAZ,J2,30.0,875
81,LUZ-CIZJAZ,J3,60.0,875
81,LUZ-CIZJAZ,J4,200.0,875
81,LUZ-CIZJAZ,J5,25.0,875
81,LUZ-CIZJAZ,,5.0,875
81,LUZ-DEBEL,A1,100.0,167
81,LUZ-DEBEL,A2,500.0,167
81,LUZ-DEBEL,A3,1250.0,167
81,LUZ-DEBEL,A4,740.0,167
81,LUZ-DEBEL,B2,10.0,167
81,LUZ-DEBEL,J1,16.0,167
81,LUZ-DEBEL,J2,6.0,167
81,LUZ-DEBEL,J3,35.0,167
81,LUZ-DEBEL,J4,110.0,167
81,LUZ-DEBEL,J5,2.0,167
81,LUZ-DEBEL,,771.0,167
81,LUZ-DELEP,,100.0,1086
81,LUZ-DENA,C,210.0,168
81,LUZ-DENA,D,225.0,168
81,LUZ-DENA,E,80.0,168
81,LUZ-DENA,K,480.0,168
81,LUZ-DENA,L,115.0,168
81,LUZ-DENA,N,130.0,168
81,LUZ-DENA,P,75.0,168
81,LUZ-DENA,R,120.0,168
81,LUZ-DENA,S,80.0,168
81,LUZ-DENA,T,80.0,168
81,LUZ-DENA,U,50.0,168
81,LUZ-DENA,V,80.0,168
81,LUZ-DENA,X,45.0,168
81,LUZ-DENA,Y,150.0,168
81,LUZ-DENA,Z,80.0,168
81,LUZ-DENA,,35.0,168
81,LUZ-KOMDE,,200.0,1256
81,LUZ-KOMDO,,300.0,1257
81,LUZ-NAUDO,C,565.0,137
81,LUZ-NAUDO,D,1270.0,137
81,LUZ-NAUDO,E,670.0,137
81,LUZ-NAUDO,G,945.0,137
81,LUZ-NAUDO,K,465.0,137
81,LUZ-NAUDO,L,1145.0,137
81,LUZ-NAUDO,N,360.0,137
81,LUZ-NAUDO,O,160.0,137
81,LUZ-NAUDO,P,670.0,137
81,LUZ-NAUDO,R,245.0,137
81,LUZ-NAUDO,S,560.0,137
81,LUZ-NAUDO,T,180.0,137
81,LUZ-NAUDO,V,280.0,137
81,LUZ-NAUDO,W,255.0,137
81,LUZ-NAUDO,X,120.0,137
81,LUZ-NAUDO,Y,340.0,137
81,LUZ-NAUDO,Z,410.0,137
84,STO-BELDE,A1,70.0,617
84,STO-BELDE,A2,250.0,617
84,STO-BELDE,A3,970.0,617
84,STO-BELDE,A4,515.0,617
84,STO-BELDE,B2,5.0,617
84,STO-BELDE,J1,3.0,617
84,STO-BELDE,J2,3.0,617
84,STO-BELDE,J3,6.0,617
84,STO-BELDE,J4,31.0,617
84,STO-BELDE,,512.0,617
84,STO-BELDO,A1,3315.0,614
84,STO-BELDO,B1,25.0,614
84,STO-BELDO,B2,170.0,614
84,STO-BELDO,J1,5.0,614
84,STO-BELDO,J2,5.0,614
84,STO-BELDO,J3,5.0,614
84,STO-BELDO,J4,100.0,614
84,STO-BELDO,,10.0,614
84,STO-KOMDE,,120.0,1075
84,STO-KOMDO,,150.0,1074
84,STO-LEPOR,,100.0,1147
84,STO-NAUDE,C,100.0,618
84,STO-NAUDE,D,145.0,618
84,STO-NAUDE,E,40.0,618
84,STO-NAUDE,K,230.0,618
84,STO-NAUDE,L,40.0,618
84,STO-NAUDE,N,40.0,618
84,STO-NAUDE,P,40.0,618
84,STO-NAUDE,R,40.0,618
84,STO-NAUDE,S,40.0,618
84,STO-NAUDE,T,40.0,618
84,STO-NAUDE,U,10.0,618
84,STO-NAUDE,V,60.0,618
84,STO-NAUDE,X,20.0,618
84,STO-NAUDE,Y,70.0,618
84,STO-NAUDE,Z,40.0,618
84,STO-NAUDE,,10.0,618
84,STO-NAUDO,C,220.0,615
84,STO-NAUDO,D,210.0,615
84,STO-NAUDO,E,145.0,615
84,STO-NAUDO,G,220.0,615
84,STO-NAUDO,K,120.0,615
84,STO-NAUDO,L,235.0,615
84,STO-NAUDO,N,105.0,615
84,STO-NAUDO,O,30.0,615
84,STO-NAUDO,P,195.0,615
84,STO-NAUDO,R,45.0,615
84,STO-NAUDO,S,110.0,615
84,STO-NAUDO,T,50.0,615
