lokace_id,datum,OCH,stav_fondu
169,2025-09-30,,0.0
260,2025-09-30,,0.0
1189,2025-09-30,,0.0
660,2025-09-30,,0.0
1183,2025-09-30,,0.0
820,2025-09-30,,0.0
1158,2025-09-30,,0.0
369,2025-09-30,,0.0
1180,2025-09-30,,0.0
1244,2025-09-30,,0.0
1245,2025-09-30,,0.0
1186,2025-09-30,,0.0
1187,2025-09-30,,0.0
1097,2025-09-30,,0.0
1096,2025-09-30,,0.0
472,2025-09-30,,0.0
1199,2025-09-30,,0.0
401,2025-09-30,,0.0
419,2025-09-30,,0.0
1159,2025-09-30,,0.0
542,2025-09-30,,0.0
1195,2025-09-30,,0.0
1171,2025-09-30,,0.0
572,2025-09-30,,0.0
1181,2025-09-30,,0.0
1261,2025-09-30,,0.0
1197,2025-09-30,,0.0
582,2025-09-30,,0.0
597,2025-09-30,,0.0
1173,2025-09-30,,0.0
1219,2025-09-30,,0.0
1169,2025-09-30,,0.0
999,2025-09-30,,0.0
1162,2025-09-30,,0.0
864,2025-09-30,,0.0
1155,2025-09-30,,0.0
834,2025-09-30,,0.0
728,2025-09-30,,0.0
1182,2025-09-30,,0.0
347,2025-09-30,,0.0
348,2025-09-30,,0.0
350,2025-09-30,,0.0
358,2025-09-30,,0.0
257,2025-09-30,,0.0
651,2025-09-30,,0.0
96,2025-09-30,,0.0
235,2025-09-30,,0.0
106,2025-09-30,,0.0
79,2025-09-30,,0.0
263,2025-09-30,,0.0
1001,2025-09-30,,0.0
1032,2025-09-30,,0.0
859,2025-09-30,,0.0
1156,2025-09-30,,0.0
113,2025-09-30,,0.0
611,2025-09-30,,0.0
154,2025-09-30,,0.0
80,2025-09-30,,0.0
97,2025-09-30,,0.0
643,2025-09-30,,0.0
86,2025-09-30,,0.0
508,2025-09-30,,0.0
442,2025-09-30,,0.0
339,2025-09-30,,0.0
1161,2025-09-30,,0.0
644,2025-09-30,,0.0
128,2025-09-30,,0.0
362,2025-09-30,,0.0
127,2025-09-30,,0.0
810,2025-09-30,,0.0
126,2025-09-30,,0.0
123,2025-09-30,,0.0
125,2025-09-30,,0.0
1164,2025-09-30,,0.0
313,2025-09-30,,0.0
288,2025-09-30,,0.0
318,2025-09-30,,0.0
290,2025-09-30,,0.0
357,2025-09-30,,4380.0
709,2025-09-30,,16.0
455,2025-09-30,,1574.0
456,2025-09-30,,12905.0
881,2025-09-30,,196.0
880,2025-09-30,,77.0
879,2025-09-30,,21.0
98,2025-09-30,,95.0
645,2025-09-30,,1017.0
155,2025-09-30,,700.0
868,2025-09-30,,269.0
723,2025-09-30,,10.0
819,2025-09-30,,4599.0
1034,2025-09-30,,310.0
1248,2025-09-30,,3607.0
831,2025-09-30,,6036.0
839,2025-09-30,,2.0
341,2025-09-30,,35424.0
968,2025-09-30,,18611.0
849,2025-09-30,,33351.0
105,2025-09-30,,46799.0
337,2025-09-30,,7.0
848,2025-09-30,,3164.0
460,2025-09-30,,8.0
887,2025-09-30,,15.0
1255,2025-09-30,,51.0
464,2025-09-30,,1154.0
465,2025-09-30,,2735.0
462,2025-09-30,,3667.0
466,2025-09-30,,2.0
888,2025-09-30,,114.0
675,2025-09-30,,259.0
1146,2025-09-30,,128.0
1145,2025-09-30,,433.0
1072,2025-09-30,,112.0
1071,2025-09-30,,144.0
461,2025-09-30,,4363.0
765,2025-09-30,,563.0
459,2025-09-30,,31.0
691,2025-09-30,,3034.0
694,2025-09-30,,2.0
676,2025-09-30,,2.0
681,2025-09-30,,40.0
695,2025-09-30,,2191.0
682,2025-09-30,,7.0
696,2025-09-30,,595.0
687,2025-09-30,,19.0
686,2025-09-30,,53.0
222,2025-09-30,,234.0
227,2025-09-30,,1535.0
221,2025-09-30,,10723.0
1251,2025-09-30,,1051.0
220,2025-09-30,,34.0
232,2025-09-30,,947.0
1253,2025-09-30,,602.0
224,2025-09-30,,2959.0
219,2025-09-30,,4750.0
1139,2025-09-30,,790.0
218,2025-09-30,,11373.0
225,2025-09-30,,33.0
228,2025-09-30,,17.0
230,2025-09-30,,906.0
766,2025-09-30,,257.0
223,2025-09-30,,9778.0
145,2025-09-30,,6714.0
146,2025-09-30,,7319.0
265,2025-09-30,,7.0
161,2025-09-30,,12.0
796,2025-09-30,,548.0
924,2025-09-30,,46.0
144,2025-09-30,,144.0
148,2025-09-30,,4134.0
